livre;chapitre;verset_de;verset_a;traduction;code;paragraphe
Jean;5;19;19;SKN;60-0722;76
Jean;5;19;19;SKN;60-0724;95
Jean;5;19;19;SKN;60-1002;216
Jean;5;19;19;SKN;60-1210;88
Jean;5;19;19;SKN;60-1218;368
Jean;5;19;19;SKN;61-0117;67
Jean;5;19;19;SKN;61-0118;55
Jean;5;19;19;SKN;61-0119E;138
Jean;5;19;19;SKN;61-0124;47
Jean;5;19;19;SKN;61-0205E;57
Jean;5;19;19;SKN;61-0212E;11
Jean;5;19;19;SKN;61-0212M;18
Jean;5;19;19;SKN;61-0219;86
Jean;5;19;19;SKN;61-0224;32
Jean;5;19;19;SKN;61-0224;33
Jean;5;19;19;SKN;61-0224;38
Jean;5;19;19;SKN;61-0311;66
Jean;5;19;19;SKN;61-0311;93
Jean;5;19;19;SKN;61-0315;172
Jean;5;19;19;SKN;61-0409;46
Jean;5;19;19;SKN;61-0411;19
Jean;5;19;19;SKN;61-0412;101
Jean;5;19;19;SKN;61-0414;5
Jean;5;19;19;SKN;61-0424;125
Jean;5;19;19;SKN;61-0429E;69
Jean;5;19;19;SKN;61-0516A;51
Jean;5;19;19;SKN;61-0517;58
Jean;5;19;19;SKN;61-0520;74
Jean;5;19;19;SKN;61-0521;80
Jean;5;19;19;SKN;62-0123;137
Jean;5;19;19;SKN;62-0124;100
Jean;5;19;19;SKN;62-0129;40
Jean;5;19;19;SKN;62-0218;201
Jean;5;19;19;SKN;62-0318E;1
Jean;5;19;19;SKN;62-0318M;28
Jean;5;19;19;SKN;62-0422;332
Jean;5;19;19;SKN;62-0612;3
Jean;5;19;19;SKN;62-0621E;29
Jean;5;19;19;SKN;62-0627;37
Jean;5;19;19;SKN;62-0627;61
Jean;5;19;19;SKN;62-0629;74
Jean;5;19;19;SKN;62-0630B;26
Jean;5;19;19;SKN;62-0704;124
Jean;5;19;19;SKN;62-0707;142
Jean;5;19;19;SKN;62-0711;73
Jean;5;19;19;SKN;62-0712;71
Jean;5;19;19;SKN;62-0713;69
Jean;5;19;19;SKN;62-0715;46
Jean;5;19;19;SKN;62-0718;41
Jean;5;19;19;SKN;62-0724;47
Jean;5;19;19;SKN;62-0727;38
Jean;5;19;19;SKN;62-1123;98
Jean;5;19;19;SKN;62-1230M;179
Jean;5;19;19;SKN;63-0123;291
Jean;5;19;19;SKN;63-0604;153
Jean;5;19;19;SKN;63-0604;162
Jean;5;19;19;SKN;63-0627;144
Jean;5;19;19;SKN;63-1112;158
Jean;5;19;19;SKN;63-1116E;280
Jean;5;19;19;SKN;64-0122;178
Jean;5;19;19;SKN;64-0213;33
Jean;5;19;19;SKN;64-0304;108
Jean;5;19;19;SKN;64-0305;238
Jean;5;19;19;SKN;64-0311;109
Jean;5;19;19;SKN;64-0315;306
Jean;5;19;19;SKN;64-0319;48
Jean;5;19;19;SKN;64-0412;27
Jean;5;19;19;SKN;64-0415;236
Jean;5;19;19;SKN;64-0417;30
Jean;5;19;19;SKN;64-0816;196
Jean;5;19;19;SKN;64-0823M;162
Jean;5;19;19;SKN;65-0219;77
Jean;5;19;19;VGR;53-0603;85
Jean;5;19;19;VGR;54-0404E;36
Jean;5;19;19;VGR;55-0611;198
Jean;5;19;19;VGR;56-0401M;148
Jean;5;19;19;VGR;56-1001;77
Jean;5;19;19;VGR;57-0407E;25
Jean;5;19;19;VGR;57-0421E;30
Jean;5;19;19;VGR;57-0825M;58
Jean;5;19;19;VGR;57-1229;83
Jean;5;19;19;VGR;58-0225;5
Jean;5;19;19;VGR;58-1005M;212
Jean;5;19;19;VGR;59-0404;40
Jean;5;19;19;VGR;59-1108;78
Jean;5;19;19;VGR;60-0402;64
Jean;5;19;19;VGR;60-0604;169
Jean;5;19;19;VGR;60-1210;83
Jean;5;19;19;VGR;60-1218;368
Jean;5;19;19;VGR;62-0318M;203
Jean;5;19;19;VGR;62-0318M;420
Jean;5;19;19;VGR;62-0422;544
Jean;5;19;19;VGR;62-1230M;248
Jean;5;19;19;VGR;63-0123;291
Jean;5;19;19;VGR;64-0213;33
Jean;5;19;19;VGR;64-0304;108
Jean;5;19;19;VGR;64-0305;238
Jean;5;19;19;VGR;64-0311;109
Jean;5;19;19;VGR;64-0315;306
Jean;5;19;19;VGR;64-0415;236
Jean;5;19;19;VGR;64-0417;30
Jean;5;19;19;VGR;64-0823M;162
Jean;5;19;19;VGR;65-0219;77
Jean;5;22;22;SKN;60-1204E;158
Jean;5;22;22;VGR;60-1204E;157
Jean;5;22;22;VGR;60-1204E;168
Jean;5;24;24;SKN;50-0818;5
Jean;5;24;24;SKN;52-0715;23
Jean;5;24;24;SKN;53-0326;32
Jean;5;24;24;SKN;53-0328;28
Jean;5;24;24;SKN;53-0512;10
Jean;5;24;24;SKN;53-1206E;67
Jean;5;24;24;SKN;54-0221;34
Jean;5;24;24;SKN;54-0228A;37
Jean;5;24;24;SKN;54-0314;20
Jean;5;24;24;SKN;54-0329;10
Jean;5;24;24;SKN;54-1203;44
Jean;5;24;24;SKN;54-1231;84
Jean;5;24;24;SKN;55-0220A;28
Jean;5;24;24;SKN;55-0312;23
Jean;5;24;24;SKN;55-0609;26
Jean;5;24;24;SKN;55-1111;85
Jean;5;24;24;SKN;55-1120;76
Jean;5;24;24;SKN;56-0101;70
Jean;5;24;24;SKN;56-0304;83
Jean;5;24;24;SKN;56-0414;42
Jean;5;24;24;SKN;56-0415;46
Jean;5;24;24;SKN;56-0427;65
Jean;5;24;24;SKN;56-0428;68
Jean;5;24;24;SKN;56-0429;68
Jean;5;24;24;SKN;56-0614;44
Jean;5;24;24;SKN;56-0621;55
Jean;5;24;24;SKN;56-0805;139
Jean;5;24;24;SKN;56-1208;51
Jean;5;24;24;SKN;56-1215;60
Jean;5;24;24;SKN;57-0125;54
Jean;5;24;24;SKN;57-0126E;147
Jean;5;24;24;SKN;57-0325;24
Jean;5;24;24;SKN;57-0420;34
Jean;5;24;24;SKN;57-0614;34
Jean;5;24;24;SKN;57-0725;19
Jean;5;24;24;SKN;57-0818;158
Jean;5;24;24;SKN;57-0825M;45
Jean;5;24;24;SKN;57-0915M;557
Jean;5;24;24;SKN;57-1002;377
Jean;5;24;24;SKN;57-1212;43
Jean;5;24;24;SKN;58-0301B;22
Jean;5;24;24;SKN;58-0503;54
Jean;5;24;24;SKN;58-0928M;58
Jean;5;24;24;SKN;59-0407;46
Jean;5;24;24;SKN;59-0424A;79
Jean;5;24;24;SKN;59-1124;46
Jean;5;24;24;SKN;59-1219;162
Jean;5;24;24;SKN;59-1223;51
Jean;5;24;24;SKN;59-1227E;60
Jean;5;24;24;SKN;60-0108;44
Jean;5;24;24;SKN;60-0229;54
Jean;5;24;24;SKN;60-0329;35
Jean;5;24;24;SKN;60-0606;77
Jean;5;24;24;SKN;60-0612;65
Jean;5;24;24;SKN;60-0709;79
Jean;5;24;24;SKN;60-0712;97
Jean;5;24;24;SKN;60-0729;26
Jean;5;24;24;SKN;60-0803;62
Jean;5;24;24;SKN;61-0128;74
Jean;5;24;24;SKN;61-0211;23
Jean;5;24;24;SKN;61-0213;22
Jean;5;24;24;SKN;61-0215;75
Jean;5;24;24;SKN;61-0217;17
Jean;5;24;24;SKN;61-0218;69
Jean;5;24;24;SKN;61-0219;76
Jean;5;24;24;SKN;61-0224;119
Jean;5;24;24;SKN;61-0316;71
Jean;5;24;24;SKN;61-0412;63
Jean;5;24;24;SKN;61-0415E;73
Jean;5;24;24;SKN;61-0425B;293
Jean;5;24;24;SKN;61-0516A;60
Jean;5;24;24;SKN;61-0723E;58
Jean;5;24;24;SKN;61-0808;59
Jean;5;24;24;SKN;61-0827;170
Jean;5;24;24;SKN;62-0124;24
Jean;5;24;24;SKN;62-0313;14
Jean;5;24;24;SKN;62-0531;143
Jean;5;24;24;SKN;62-0603;30
Jean;5;24;24;SKN;62-0609E;48
Jean;5;24;24;SKN;62-0611;19
Jean;5;24;24;SKN;62-0705;134
Jean;5;24;24;SKN;62-0708;186
Jean;5;24;24;SKN;62-0719B;33
Jean;5;24;24;SKN;62-0720;81
Jean;5;24;24;SKN;62-0722;56
Jean;5;24;24;SKN;62-0726;85
Jean;5;24;24;SKN;62-0909M;26
Jean;5;24;24;SKN;62-1007;137
Jean;5;24;24;SKN;63-0114;213
Jean;5;24;24;SKN;63-0122;70
Jean;5;24;24;SKN;63-0721;76
Jean;5;24;24;SKN;63-0724;173
Jean;5;24;24;SKN;63-0728;24
Jean;5;24;24;SKN;63-1103;297
Jean;5;24;24;SKN;63-1124M;218
Jean;5;24;24;SKN;63-1128E;189
Jean;5;24;24;SKN;64-0410;61
Jean;5;24;24;SKN;64-0618;204
Jean;5;24;24;SKN;64-0705X;3
Jean;5;24;24;SKN;64-0719M;231
Jean;5;24;24;SKN;64-0830M;207
Jean;5;24;24;SKN;65-0218;65
Jean;5;24;24;SKN;65-0410;74
Jean;5;24;24;SKN;65-0418M;159
Jean;5;24;24;SKN;65-0429B;50
Jean;5;24;24;VGR;54-0329;10
Jean;5;24;24;VGR;56-0101;93
Jean;5;24;24;VGR;56-0805;139
Jean;5;24;24;VGR;57-0420;34
Jean;5;24;24;VGR;57-0818;158
Jean;5;24;24;VGR;57-0825M;45
Jean;5;24;24;VGR;57-0915M;557
Jean;5;24;24;VGR;57-1002;377
Jean;5;24;24;VGR;59-1219;162
Jean;5;24;24;VGR;59-1223;51
Jean;5;24;24;VGR;59-1227E;60
Jean;5;24;24;VGR;61-0425B;294
Jean;5;24;24;VGR;61-0723E;58
Jean;5;24;24;VGR;61-0808;147
Jean;5;24;24;VGR;62-0313;39
Jean;5;24;24;VGR;62-0531;143
Jean;5;24;24;VGR;62-0909M;38
Jean;5;24;24;VGR;62-1007;137
Jean;5;24;24;VGR;63-0114;213
Jean;5;24;24;VGR;63-0122;206
Jean;5;24;24;VGR;63-0724;174
Jean;5;24;24;VGR;63-0728;24
Jean;5;24;24;VGR;63-1103;297
Jean;5;24;24;VGR;63-1124M;218
Jean;5;24;24;VGR;64-0618;204
Jean;5;24;24;VGR;64-0705X;4
Jean;5;24;24;VGR;64-0719M;319
Jean;5;24;24;VGR;64-0830M;283
Jean;5;24;24;VGR;65-0218;65
Jean;5;24;24;VGR;65-0410;89
Jean;5;24;24;VGR;65-0418M;159
Jean;5;24;24;VGR;65-0429B;52
Jean;5;28;28;SKN;53-1109;1
Jean;5;33;33;SKN;54-0411;28
Jean;5;39;39;SKN;62-0724;49
Jean;5;39;39;SKN;64-0304;115
Jean;5;39;39;VGR;64-0304;115
Jean;5;43;43;SKN;65-0425;67
Jean;5;43;43;SKN;65-1128M;213
Jean;5;43;43;VGR;65-0425;67
Jean;5;43;43;VGR;65-1128M;213
Jean;6;0;0;SKN;52-0715;23
Jean;6;0;0;SKN;53-0326;159
Jean;6;0;0;SKN;53-0512;10
Jean;6;0;0;SKN;54-0329;11
Jean;6;0;0;SKN;56-0224;57
Jean;6;0;0;SKN;56-0311A;20
Jean;6;0;0;SKN;57-0104;48
Jean;6;0;0;SKN;57-0925;184
Jean;6;0;0;SKN;58-0515;34
Jean;6;0;0;SKN;58-0523;24
Jean;6;0;0;SKN;58-0612;42
Jean;6;0;0;SKN;58-0612;55
Jean;6;0;0;SKN;58-0619E;36
Jean;6;0;0;SKN;59-0422;32
Jean;6;0;0;SKN;59-1219;162
Jean;6;0;0;SKN;59-1223;51
Jean;6;0;0;SKN;61-0118;57
Jean;6;0;0;SKN;61-0208;59
Jean;6;0;0;SKN;61-0224;56
Jean;6;0;0;SKN;61-0411;18
Jean;6;0;0;SKN;61-0425B;128
Jean;6;0;0;SKN;61-0516A;48
Jean;6;0;0;SKN;62-0121E;119
Jean;6;0;0;SKN;62-0318E;1
Jean;6;0;0;SKN;62-0704;128
Jean;6;0;0;SKN;62-0712;69
Jean;6;0;0;SKN;62-0718;65
Jean;6;0;0;SKN;62-0724;71
Jean;6;0;0;SKN;62-0727;60
Jean;6;0;0;SKN;62-1230M;183
Jean;6;0;0;SKN;63-0321;66
Jean;6;0;0;SKN;63-0428;244
Jean;6;0;0;SKN;63-0604;140
Jean;6;0;0;SKN;63-0605;280
Jean;6;0;0;SKN;63-0627;138
Jean;6;0;0;SKN;63-0630M;130
Jean;6;0;0;SKN;63-1112;151
Jean;6;0;0;SKN;63-1114;139
Jean;6;0;0;SKN;63-1124E;26
Jean;6;0;0;SKN;64-0318;127
Jean;6;0;0;SKN;64-0322;80
Jean;6;0;0;SKN;64-0401;169
Jean;6;0;0;SKN;64-0409;102
Jean;6;0;0;SKN;64-0617;124
Jean;6;0;0;SKN;64-1227;174
Jean;6;0;0;SKN;65-0117;65
Jean;6;0;0;VGR;54-0329;11
Jean;6;0;0;VGR;59-0510M;92
Jean;6;0;0;VGR;59-1219;162
Jean;6;0;0;VGR;59-1223;51
Jean;6;0;0;VGR;60-1205;214
Jean;6;0;0;VGR;61-0425B;128
Jean;6;0;0;VGR;62-0121E;282
Jean;6;0;0;VGR;62-0318M;403
Jean;6;0;0;VGR;62-1230M;260
Jean;6;0;0;VGR;63-0321;66
Jean;6;0;0;VGR;63-0630M;289
Jean;6;0;0;VGR;63-1114;139
Jean;6;0;0;VGR;63-1124E;41
Jean;6;0;0;VGR;64-0318;127
Jean;6;0;0;VGR;64-0322;80
Jean;6;0;0;VGR;64-0409;159
Jean;6;0;0;VGR;64-0617;124
Jean;6;0;0;VGR;64-1227;174
Jean;6;30;30;SKN;59-0510M;92
Jean;6;33;33;SKN;65-0919;207
Jean;6;33;33;VGR;65-0919;207
Jean;6;35;35;SKN;63-1214;79
Jean;6;35;35;VGR;63-1214;79
Jean;6;44;44;VGR;65-1126;118
Jean;6;44;44;VGR;65-1126;122
Jean;6;44;46;SKN;65-1126;118
Jean;6;44;46;SKN;65-1126;122
Jean;6;48;48;SKN;64-1212;57
Jean;6;49;49;SKN;63-1110M;235
Jean;6;49;49;VGR;63-1110M;235
Jean;6;60;60;SKN;63-1124E;22
Jean;6;60;60;VGR;63-1124E;34
Jean;6;66;66;SKN;60-0604;8
Jean;6;66;66;VGR;60-0604;21
Jean;7;5;5;SKN;53-1112;18
Jean;7;12;12;SKN;56-0403;42
Jean;7;37;37;SKN;64-0726E;108
Jean;7;37;37;VGR;64-0726E;108
Jean;7;37;38;SKN;65-0123;181
Jean;7;37;38;VGR;65-0123;183
Jean;8;0;0;SKN;62-1122;35
Jean;8;35;35;SKN;62-1122;33
Jean;8;58;58;SKN;63-0801;130
Jean;9;0;0;SKN;52-1027;23
Jean;9;0;0;SKN;54-0303;51
Jean;9;26;26;VGR;62-0601;127
Jean;10;0;0;SKN;56-0129;3
Jean;10;0;0;SKN;57-0308;4
Jean;10;0;0;SKN;57-0308;10
Jean;10;0;0;SKN;60-0604;16
Jean;10;0;0;SKN;60-0606;20
Jean;10;0;0;SKN;60-1231;94
Jean;10;0;0;SKN;62-0401;63
Jean;10;0;0;SKN;62-0601;127
Jean;10;0;0;SKN;63-0324M;327
Jean;10;0;0;SKN;64-1221;126
Jean;10;0;0;SKN;65-0120;58
Jean;10;0;0;SKN;65-1128M;185
Jean;10;0;0;VGR;60-0604;49
Jean;10;0;0;VGR;60-1231;90
Jean;10;0;0;VGR;64-1221;126
Jean;10;0;0;VGR;65-0120;54
Jean;10;0;0;VGR;65-1128M;185
Jean;10;7;7;SKN;60-1210;112
Jean;10;7;7;VGR;60-1210;99
Jean;10;17;17;SKN;60-1210;112
Jean;10;17;17;VGR;60-1210;99
Jean;10;35;35;SKN;64-0617;34
Jean;10;35;35;VGR;64-0617;34
Jean;10;37;37;SKN;64-0311;58
Jean;10;37;37;SKN;64-0320;57
Jean;10;37;37;VGR;64-0311;58
Jean;10;37;37;VGR;64-0320;104
Jean;11;0;0;SKN;52-0900;148
Jean;11;0;0;SKN;53-1122;92
Jean;11;0;0;SKN;55-0227E;47
Jean;11;0;0;SKN;55-0625;24
Jean;11;0;0;SKN;55-0813;25
Jean;11;0;0;SKN;55-0826;10
Jean;11;0;0;SKN;56-0401M;34
Jean;11;0;0;SKN;57-0302;5
Jean;11;0;0;SKN;57-0808;33
Jean;11;0;0;SKN;58-0312;47
Jean;11;0;0;SKN;58-0326;17
Jean;11;0;0;SKN;58-0510;53
Jean;11;0;0;SKN;58-0524;45
Jean;11;0;0;SKN;62-0722;56
Jean;11;0;0;SKN;63-0412E;232
Jean;11;0;0;SKN;64-0213;81
Jean;11;0;0;SKN;64-0417;18
Jean;11;0;0;SKN;64-0417;227
Jean;11;0;0;VGR;52-0900;148
Jean;11;0;0;VGR;56-0401M;72
Jean;11;0;0;VGR;64-0213;81
Jean;11;0;0;VGR;64-0417;18
Jean;11;0;0;VGR;64-0417;227
Jean;11;38;44;SKN;65-1204;152
Jean;11;38;44;VGR;65-1204;152
Jean;12;0;0;SKN;53-0531;23
Jean;12;0;0;SKN;54-1003M;227
Jean;12;0;0;SKN;55-0828E;2
Jean;12;0;0;SKN;58-0301B;53
Jean;12;0;0;SKN;58-0323;41
Jean;12;0;0;SKN;58-0515;10
Jean;12;0;0;SKN;58-0515;20
Jean;12;0;0;SKN;58-0619E;23
Jean;12;0;0;SKN;61-0208;35
Jean;12;0;0;SKN;61-0516A;28
Jean;12;0;0;SKN;63-0113E;154
Jean;12;0;0;SKN;63-0118;92
Jean;12;0;0;SKN;63-0318;142
Jean;12;0;0;SKN;63-0627;33
Jean;12;0;0;SKN;63-1222;86
Jean;12;0;0;SKN;64-0705;128
Jean;12;0;0;VGR;54-1003M;227
Jean;12;0;0;VGR;55-0828E;2
Jean;12;0;0;VGR;63-0113E;154
Jean;12;0;0;VGR;63-0118;288
Jean;12;0;0;VGR;63-0318;142
Jean;12;0;0;VGR;64-0705;114
Jean;12;0;0;VGR;64-0705;128
Jean;12;1;1;SKN;63-1222;83
Jean;12;4;4;SKN;62-1123;49
Jean;12;14;14;SKN;63-1028;61
Jean;12;14;14;SKN;63-1127;202
Jean;12;14;14;VGR;63-1028;149
Jean;12;20;20;SKN;58-0214;19
Jean;12;20;20;SKN;58-0523;10
Jean;12;20;20;SKN;58-0619E;10
Jean;12;20;20;SKN;61-0205E;22
Jean;12;20;20;SKN;61-0208;20
Jean;12;20;20;SKN;61-0409;19
Jean;12;20;20;SKN;61-0519;19
Jean;12;20;20;SKN;62-0704;45
Jean;12;20;20;SKN;62-0718;19
Jean;12;20;20;SKN;62-0724;34
Jean;12;20;20;SKN;62-0724;48
Jean;12;20;20;SKN;62-0727;21
Jean;12;20;20;SKN;63-0604;28
Jean;12;20;20;SKN;63-0627;79
Jean;12;20;20;SKN;63-1112;29
Jean;12;20;20;SKN;64-0614M;94
Jean;12;20;20;SKN;64-0629;64
Jean;12;20;20;VGR;64-0614M;94
Jean;12;20;20;VGR;64-0629;64
Jean;12;24;24;SKN;59-1217;150
Jean;12;24;24;SKN;64-0705;116
Jean;12;24;24;VGR;59-1217;150
Jean;12;24;24;VGR;64-0705;116
Jean;12;32;32;SKN;62-0728;11
Jean;12;32;32;SKN;63-0115;54
Jean;12;32;32;SKN;63-0115;55
Jean;12;32;32;VGR;63-0115;54
Jean;12;32;32;VGR;63-0115;55
Jean;13;0;0;SKN;58-1002;37
Jean;13;0;0;SKN;61-0112;452
Jean;13;0;0;SKN;62-0422;281
Jean;13;0;0;VGR;61-0112;452
Jean;13;0;0;VGR;62-0422;463
Jean;13;20;20;SKN;62-0318E;1
Jean;13;20;20;VGR;62-0318M;403
Jean;13;35;35;SKN;60-0308;103
Jean;13;35;35;VGR;60-0308;103
Jean;14;0;0;SKN;47-1123;5
Jean;14;0;0;SKN;50-0115;13
Jean;14;0;0;SKN;51-0509;34
Jean;14;0;0;SKN;52-0715;16
Jean;14;0;0;SKN;53-0512;28
Jean;14;0;0;SKN;53-0907A;19
Jean;14;0;0;SKN;53-0907A;22
Jean;14;0;0;SKN;54-0720A;13
Jean;14;0;0;SKN;55-0116A;39
Jean;14;0;0;SKN;55-0403;30
Jean;14;0;0;SKN;55-0501A;23
Jean;14;0;0;SKN;56-0311A;26
Jean;14;0;0;SKN;56-0611;18
Jean;14;0;0;SKN;56-0923;66
Jean;14;0;0;SKN;56-0930;25
Jean;14;0;0;SKN;56-0930E;17
Jean;14;0;0;SKN;57-0105;37
Jean;14;0;0;SKN;57-0125;20
Jean;14;0;0;SKN;57-0301;7
Jean;14;0;0;SKN;57-0310E;22
Jean;14;0;0;SKN;57-0323;11
Jean;14;0;0;SKN;57-0613E;50
Jean;14;0;0;SKN;57-0807;12
Jean;14;0;0;SKN;57-0809;13
Jean;14;0;0;SKN;57-1211;25
Jean;14;0;0;SKN;58-0209A;22
Jean;14;0;0;SKN;58-0301E;11
Jean;14;0;0;SKN;58-0324;14
Jean;14;0;0;SKN;58-0330E;40
Jean;14;0;0;SKN;58-1003;22
Jean;14;0;0;SKN;59-0810;42
Jean;14;0;0;SKN;59-1125;52
Jean;14;0;0;SKN;59-1129;44
Jean;14;0;0;SKN;59-1129;185
Jean;14;0;0;SKN;59-1216;52
Jean;14;0;0;SKN;59-1216;56
Jean;14;0;0;SKN;59-1217;19
Jean;14;0;0;SKN;59-1217;21
Jean;14;0;0;SKN;59-1219;45
Jean;14;0;0;SKN;60-0313;24
Jean;14;0;0;SKN;60-0401E;54
Jean;14;0;0;SKN;60-0724;2
Jean;14;0;0;SKN;60-0806;33
Jean;14;0;0;SKN;60-0911E;90
Jean;14;0;0;SKN;61-0119M;38
Jean;14;0;0;SKN;61-0409;26
Jean;14;0;0;SKN;61-0425B;130
Jean;14;0;0;SKN;61-0425B;180
Jean;14;0;0;SKN;61-0618;120
Jean;14;0;0;SKN;61-1001E;41
Jean;14;0;0;SKN;61-1231E;135
Jean;14;0;0;SKN;62-0401;258
Jean;14;0;0;SKN;62-0603;30
Jean;14;0;0;SKN;62-0609E;51
Jean;14;0;0;SKN;62-0722;56
Jean;14;0;0;SKN;62-1104M;157
Jean;14;0;0;SKN;63-0223;235
Jean;14;0;0;SKN;63-0317M;79
Jean;14;0;0;SKN;63-0623E;170
Jean;14;0;0;SKN;64-0112;172
Jean;14;0;0;SKN;64-0121;200
Jean;14;0;0;SKN;64-0705;68
Jean;14;0;0;SKN;64-0726E;68
Jean;14;0;0;SKN;64-0802;56
Jean;14;0;0;SKN;64-0802;270
Jean;14;0;0;SKN;64-0802;294
Jean;14;0;0;SKN;64-0802;298
Jean;14;0;0;SKN;64-0823E;51
Jean;14;0;0;SKN;64-0830M;207
Jean;14;0;0;SKN;65-0725E;118
Jean;14;0;0;VGR;55-0403;98
Jean;14;0;0;VGR;55-0501A;41
Jean;14;0;0;VGR;58-1003;41
Jean;14;0;0;VGR;59-1216;52
Jean;14;0;0;VGR;59-1216;56
Jean;14;0;0;VGR;59-1217;19
Jean;14;0;0;VGR;59-1217;21
Jean;14;0;0;VGR;59-1219;45
Jean;14;0;0;VGR;60-0911E;90
Jean;14;0;0;VGR;61-0119M;42
Jean;14;0;0;VGR;61-0425B;130
Jean;14;0;0;VGR;61-0425B;180
Jean;14;0;0;VGR;61-0618;120
Jean;14;0;0;VGR;62-1104M;178
Jean;14;0;0;VGR;63-0223;235
Jean;14;0;0;VGR;63-0317M;79
Jean;14;0;0;VGR;63-0623E;170
Jean;14;0;0;VGR;64-0112;172
Jean;14;0;0;VGR;64-0705;68
Jean;14;0;0;VGR;64-0726E;68
Jean;14;0;0;VGR;64-0802;56
Jean;14;0;0;VGR;64-0802;270
Jean;14;0;0;VGR;64-0802;294
Jean;14;0;0;VGR;64-0802;298
Jean;14;0;0;VGR;64-0823E;51
Jean;14;0;0;VGR;64-0830M;300
Jean;14;0;0;VGR;65-0410;88
Jean;14;0;0;VGR;65-0725E;118
Jean;14;0;0;VGR;65-1205;17
Jean;14;1;1;SKN;55-0625;4
Jean;14;1;1;SKN;65-1205;17
Jean;14;2;2;SKN;63-1130E;178
Jean;14;5;5;SKN;64-0427;65
Jean;14;5;5;VGR;64-0427;194
Jean;14;7;7;SKN;51-0923;47
Jean;14;7;7;SKN;54-0228E;29
Jean;14;7;7;SKN;55-0806;53
Jean;14;7;7;SKN;55-1113;62
Jean;14;7;7;SKN;56-0225;59
Jean;14;7;7;SKN;56-0401M;64
Jean;14;7;7;SKN;57-0114;69
Jean;14;7;7;SKN;57-0517;38
Jean;14;7;7;SKN;57-0610;26
Jean;14;7;7;SKN;57-0629;44
Jean;14;7;7;SKN;58-0214;26
Jean;14;7;7;SKN;58-0313;47
Jean;14;7;7;SKN;59-1004E;29
Jean;14;7;7;SKN;60-0308;104
Jean;14;7;7;SKN;60-0604;44
Jean;14;7;7;SKN;60-0711;46
Jean;14;7;7;SKN;60-0729;20
Jean;14;7;7;SKN;60-1124;28
Jean;14;7;7;SKN;60-1204M;149
Jean;14;7;7;SKN;60-1204M;372
Jean;14;7;7;SKN;61-0409;26
Jean;14;7;7;SKN;61-0414;68
Jean;14;7;7;SKN;61-0415E;75
Jean;14;7;7;SKN;61-0423;12
Jean;14;7;7;SKN;62-1013;19
Jean;14;7;7;SKN;62-1014M;108
Jean;14;7;7;VGR;51-0923;116
Jean;14;7;7;VGR;56-0401M;146
Jean;14;7;7;VGR;60-0308;104
Jean;14;7;7;VGR;60-0604;150
Jean;14;7;7;VGR;60-1204M;146
Jean;14;7;7;VGR;60-1204M;358
Jean;14;7;7;VGR;62-1013;19
Jean;14;7;7;VGR;62-1014M;138
Jean;14;8;8;SKN;57-0323;11
Jean;14;8;8;SKN;58-0105;37
Jean;14;8;8;SKN;58-0524;60
Jean;14;8;8;SKN;58-0928M;94
Jean;14;8;8;SKN;59-0920;8
Jean;14;8;8;SKN;61-0521;20
Jean;14;8;8;SKN;63-0606;64
Jean;14;8;8;SKN;64-0312;137
Jean;14;8;8;VGR;59-0920;167
Jean;14;9;9;SKN;64-0312;137
Jean;14;9;9;SKN;64-0416;190
Jean;14;9;9;VGR;64-0416;190
Jean;14;11;11;SKN;62-0401;233
Jean;14;12;12;SKN;51-0727;23
Jean;14;12;12;SKN;52-0713E;77
Jean;14;12;12;SKN;52-0809;13
Jean;14;12;12;SKN;53-0513;24
Jean;14;12;12;SKN;53-0531;23
Jean;14;12;12;SKN;55-0113;4
Jean;14;12;12;SKN;55-0113;39
Jean;14;12;12;SKN;56-0406;49
Jean;14;12;12;SKN;57-0126B;22
Jean;14;12;12;SKN;57-0226;21
Jean;14;12;12;SKN;59-0404;8
Jean;14;12;12;SKN;59-0811;32
Jean;14;12;12;SKN;59-0815;56
Jean;14;12;12;SKN;59-1217;53
Jean;14;12;12;SKN;59-1217;60
Jean;14;12;12;SKN;59-1217;65
Jean;14;12;12;SKN;59-1217;78
Jean;14;12;12;SKN;60-0109;42
Jean;14;12;12;SKN;60-0417M;51
Jean;14;12;12;SKN;60-0911E;90
Jean;14;12;12;SKN;60-1218;372
Jean;14;12;12;SKN;61-0108;344
Jean;14;12;12;SKN;61-0108;356
Jean;14;12;12;SKN;61-0117;26
Jean;14;12;12;SKN;61-0117;64
Jean;14;12;12;SKN;61-0118;27
Jean;14;12;12;SKN;61-0123;17
Jean;14;12;12;SKN;61-0208;33
Jean;14;12;12;SKN;61-1224;95
Jean;14;12;12;SKN;61-1231E;86
Jean;14;12;12;SKN;62-0117;185
Jean;14;12;12;SKN;62-0118;120
Jean;14;12;12;SKN;62-0119;64
Jean;14;12;12;SKN;62-0120;85
Jean;14;12;12;SKN;62-0122;21
Jean;14;12;12;SKN;62-0122;32
Jean;14;12;12;SKN;62-0124;116
Jean;14;12;12;SKN;62-0128A;82
Jean;14;12;12;SKN;62-0211;188
Jean;14;12;12;SKN;62-0218;38
Jean;14;12;12;SKN;62-0318E;1
Jean;14;12;12;SKN;62-0318M;28
Jean;14;12;12;SKN;62-0408;63
Jean;14;12;12;SKN;62-0607;78
Jean;14;12;12;SKN;62-0608;100
