ref;traduction;code;paragraphe;nb_mots;mots
Luc 7:48;SKN;54-1203;12;2;pardonnes peches
Luc 24:28;SKN;54-1203;45;2;allaient loin
Luc 2:22;SKN;54-1204;29;2;presenter selon
Luc 24:32;SKN;54-1205;2;2;dedans dirent
Luc 24:12;SKN;54-1205;8;2;alla leve
Luc 7:45;SKN;54-1205;9;2;mas pieds
Luc 24:33;SKN;54-1205;10;2;jerusalem onze
Luc 2:38;SKN;54-1205;12;2;attendaient celle
Luc 24:15;SKN;54-1205;13;2;approche marcher
Luc 18:7;SKN;54-1205;20;2;ferait patience
Luc 18:43;SKN;54-1205;32;2;voyant vue
Luc 10:9;SKN;54-1205;34;2;approche royaume
Luc 7:43;SKN;54-1205;39;2;davantage quitte
Luc 2:26;SKN;54-1206;9;2;averti divinement
Luc 2:28;SKN;54-1206;9;2;benit bras
Luc 11:29;SKN;54-1206;14;2;jonas mechante
Luc 11:32;SKN;54-1206;14;2;jonas repentis
Luc 17:27;SKN;54-1206;14;2;entra vint
Luc 18:5;SKN;54-1206;23;2;cesse ferai
Luc 7:46;SKN;54-1206;29;2;dhuile pieds
Luc 2:38;SKN;54-1206;35;2;attendaient celle
Luc 2:38;SKN;54-1206;37;2;attendaient jerusalem
Luc 2:22;SKN;54-1206;38;2;loi purification
Luc 10:1;SKN;54-1206;38;2;devait lieux
Luc 2:27;SKN;54-1206;40;2;parents temple
Luc 17:17;SKN;54-1206;40;2;nets neuf
Luc 2:25;SKN;54-1206;48;2;attendait simeon
Luc 24:15;SKN;54-1206;62;2;approche marcher
Luc 7:45;SKN;54-1206;69;2;baisers cesse
Luc 7:45;SKN;54-1206;71;2;mas pieds
Luc 10:1;SKN;54-1206;74;2;face lieux
Luc 24:47;SKN;54-1206;75;2;peches repentance
Luc 7:27;SKN;54-1207;5;2;jenvoie lequel
Luc 24:7;SKN;54-1207;16;2;ressuscite troisieme
Luc 24:46;SKN;54-1207;16;2;ressuscite troisieme
Luc 7:40;SKN;54-1207;18;2;maitre simon
Luc 19:5;SKN;54-1207;19;2;demeure regardant
Luc 24:46;SKN;54-1207;22;2;ressuscite troisieme
Luc 5:8;SKN;54-1207;43;2;pecheur retire
Luc 11:32;SKN;54-1207;49;2;jonas ninive
Luc 11:24;SKN;54-1207;67;2;cherchant sorti
Luc 24:28;SKN;54-1207;86;2;allaient allait
Luc 7:7;SKN;54-1207;105;2;digne serviteur
Luc 7:48;SKN;54-1212;55;2;pardonnes peches
Luc 24:7;SKN;54-1212;64;2;ressuscite troisieme
Luc 24:46;SKN;54-1212;64;2;ressuscite troisieme
Luc 24:19;SKN;54-1212;108;2;lesquelles puissant
Luc 24:29;SKN;54-1212;150;2;demeure entra
Luc 2:28;SKN;54-1212;229;2;bras prit
Luc 24:44;SKN;54-1212;293;2;accomplies soient
Luc 24:7;SKN;54-1219E;70;2;crucifie ressuscite
Luc 24:44;SKN;54-1219M;93;2;accomplies soient
Luc 24:49;SKN;54-1219M;124;2;den jenvoie
Luc 10:7;SKN;54-1219M;127;2;louvrier salaire
Luc 24:20;SKN;54-1219M;189;2;crucifie lont
Luc 17:27;SKN;54-1219M;199;2;larche noe
Luc 1:17;SKN;54-1219M;234;2;peres retourner
Luc 2:22;SKN;54-1219M;234;2;jerusalem presenter
Luc 2:26;SKN;54-1219M;234;2;nait premierement
Luc 5:8;SKN;54-1219M;234;2;jeta retire
Luc 7:46;SKN;54-1219M;234;2;dhuile oint
Luc 7:50;SKN;54-1219M;234;2;paix sauvee
Luc 10:3;SKN;54-1219M;234;2;loups milieu
Luc 11:29;SKN;54-1219M;234;2;generation mit
Luc 17:26;SKN;54-1219M;234;2;arriva noe
Luc 17:28;SKN;54-1219M;234;2;arriva mangeait
Luc 24:7;SKN;54-1219M;234;2;crucifie ressuscite
Luc 24:9;SKN;54-1219M;234;2;retournerent sen
Luc 24:49;SKN;54-1219M;234;2;den revetus
Luc 11:32;SKN;54-1231;120;2;jugement predication
Luc 7:27;SKN;55-0109E;126;2;ecrit messager
Luc 10:1;SKN;55-0109E;165;2;face lieux
Luc 24:19;SKN;55-0109M;73;2;lesquelles puissant
Luc 17:29;SKN;55-0109M;137;2;lot sodome
Luc 17:29;SKN;55-0109M;139;2;lot sodome
Luc 2:28;SKN;55-0109M;143;2;benit prit
Luc 24:30;SKN;55-0109M;143;2;benit prit
Luc 17:29;SKN;55-0109M;166;2;lot sodome
Luc 24:30;SKN;55-0109M;172;2;benit pain
Luc 24:32;SKN;55-0113;2;2;brulait dedans
Luc 19:5;SKN;55-0113;52;2;descends fut
Luc 11:29;SKN;55-0113;61;2;generation mechante
Luc 24:30;SKN;55-0113;65;2;pain rompu
Luc 7:45;SKN;55-0115;20;2;cesse mas
Luc 7:48;SKN;55-0115;21;2;pardonnes peches
Luc 24:46;SKN;55-0115;46;2;ressuscite troisieme
Luc 24:47;SKN;55-0116A;27;2;peches remission
Luc 18:7;SKN;55-0116A;38;2;elus ferait
Luc 7:7;SKN;55-0116A;46;2;digne serviteur
Luc 24:32;SKN;55-0116E;1;2;brulait dedans
Luc 19:5;SKN;55-0116E;22;2;descends fut
Luc 24:9;SKN;55-0116E;22;2;laissant sen
Luc 24:47;SKN;55-0116E;57;2;prechees soient
Luc 24:47;SKN;55-0117;8;2;nations repentance
Luc 17:33;SKN;55-0118;44;2;quiconque sauver
Luc 10:9;SKN;55-0118;53;2;approche royaume
Luc 24:15;SKN;55-0118;54;2;approche ensemble
Luc 11:24;SKN;55-0119;7;2;nen repos
Luc 18:5;SKN;55-0119;11;2;cesse peur
Luc 24:31;SKN;55-0119;13;2;disparut invisible
Luc 11:24;SKN;55-0119;17;2;cherchant lieux
Luc 7:27;SKN;55-0119;29;2;chemin jenvoie
Luc 17:26;SKN;55-0119;35;2;arriva noe
Luc 18:7;SKN;55-0119;35;2;patience use
Luc 24:13;SKN;55-0120;27;2;chemin emmaus
Luc 24:21;SKN;55-0120;28;2;esperions israel
Luc 24:32;SKN;55-0120;28;2;chemin dirent
Luc 24:30;SKN;55-0120;29;2;pain table
Luc 24:13;SKN;55-0120;35;2;chemin emmaus
Luc 24:28;SKN;55-0120;35;2;allaient loin
Luc 2:38;SKN;55-0120;37;2;delivrance jerusalem
Luc 24:28;SKN;55-0120;53;2;allaient loin
Luc 18:5;SKN;55-0120;59;2;cesse ferai
Luc 7:48;SKN;55-0120;94;2;pardonnes peches
Luc 18:8;SKN;55-0121;1;2;bientot viendra
Luc 2:27;SKN;55-0121;7;2;parents selon
Luc 24:21;SKN;55-0121;17;2;israel troisieme
Luc 2:22;SKN;55-0121;20;2;purification selon
Luc 19:5;SKN;55-0121;31;2;regardant vite
Luc 18:7;SKN;55-0123A;11;2;justice patience
Luc 7:45;SKN;55-0123A;29;2;cesse pieds
Luc 24:15;SKN;55-0123A;72;2;approche marcher
Luc 24:29;SKN;55-0123A;86;2;approche rester
Luc 1:52;SKN;55-0123E;5;2;descendre eleve
Luc 24:7;SKN;55-0123E;10;2;crucifie ressuscite
Luc 7:46;SKN;55-0123E;15;2;nas pieds
Luc 7:46;SKN;55-0123E;16;2;nas pieds
Luc 7:37;SKN;55-0123E;29;2;plein vase
Luc 19:5;SKN;55-0123E;29;2;descends endroit
Luc 10:4;SKN;55-0123E;46;2;chemin portez
Luc 2:38;SKN;55-0123E;49;2;celle delivrance
Luc 24:33;SKN;55-0220A;2;2;assembles onze
Luc 10:7;SKN;55-0220A;6;2;louvrier salaire
Luc 7:48;SKN;55-0220A;16;2;pardonnes tes
Luc 24:7;SKN;55-0220A;22;2;crucifie troisieme
Luc 24:20;SKN;55-0220A;22;2;crucifie lont
Luc 24:7;SKN;55-0220A;53;2;ressuscite troisieme
Luc 18:43;SKN;55-0220E;56;2;linstant vue
Luc 24:6;SKN;55-0220E;59;2;galilee ressuscite
Luc 10:9;SKN;55-0220E;62;2;approche seront
Luc 2:22;SKN;55-0221;8;2;loi purification
Luc 19:5;SKN;55-0221;14;2;endroit regardant
Luc 7:48;SKN;55-0221;26;2;pardonnes peches
Luc 22:17;SKN;55-0221;34;2;coupe prenez
Luc 24:7;SKN;55-0221;52;2;crucifie ressuscite
Luc 3:16;SKN;55-0221;57;2;baptise duquel
Luc 24:13;SKN;55-0221;70;2;chemin emmaus
Luc 24:30;SKN;55-0221;71;2;pain rompu
Luc 17:22;SKN;55-0222;17;2;verrez viendront
Luc 1:17;SKN;55-0222;19;2;pensee peres
Luc 24:7;SKN;55-0222;19;2;ressuscite troisieme
Luc 24:46;SKN;55-0222;19;2;ressuscite troisieme
Luc 7:39;SKN;55-0222;23;2;lavait voyant
Luc 24:28;SKN;55-0222;35;2;allaient allait
Luc 17:29;SKN;55-0222;46;2;lot sodome
Luc 10:7;SKN;55-0223;34;2;buvant mangeant
Luc 10:7;SKN;55-0223;45;2;digne offert
Luc 24:15;SKN;55-0223;61;2;marcher setant
Luc 24:30;SKN;55-0223;61;2;pain prit
Luc 11:31;SKN;55-0223;63;2;levera vint
Luc 18:8;SKN;55-0223;71;2;bientot viendra
Luc 24:9;SKN;55-0223;83;2;laissant sen
Luc 18:43;SKN;55-0224;1;2;louange voyant
Luc 10:16;SKN;55-0224;32;2;envoye rejette
Luc 24:28;SKN;55-0224;33;2;allaient loin
Luc 5:8;SKN;55-0225;21;2;pecheur simon
Luc 19:5;SKN;55-0225;31;2;descends vit
Luc 7:49;SKN;55-0225;32;2;peches table
Luc 24:7;SKN;55-0225;50;2;ressuscite troisieme
Luc 24:46;SKN;55-0225;50;2;ressuscite troisieme
Luc 10:9;SKN;55-0225;52;2;approche royaume
Luc 24:28;SKN;55-0225;71;2;allaient allait
Luc 24:17;SKN;55-0227A;7;2;marchant tenez
Luc 24:46;SKN;55-0227A;9;2;ecrit troisieme
Luc 24:7;SKN;55-0227A;13;2;ressuscite troisieme
Luc 24:46;SKN;55-0227A;13;2;ressuscite troisieme
Luc 24:7;SKN;55-0227A;14;2;ressuscite troisieme
Luc 24:46;SKN;55-0227A;14;2;ressuscite troisieme
Luc 24:15;SKN;55-0227A;49;2;approche marcher
Luc 24:10;SKN;55-0227A;65;2;apotres jacques
Luc 8:50;SKN;55-0227E;13;2;crains sauvee
Luc 1:17;SKN;55-0227E;35;2;preparer retourner
Luc 24:33;SKN;55-0227E;71;2;levant lheure
Luc 21:36;SKN;55-0227E;109;2;arriver priant
Luc 24:29;SKN;55-0227E;115;2;approche baisse
Luc 24:13;SKN;55-0228;28;2;chemin eloigne
Luc 7:45;SKN;55-0228;29;2;cesse mas
Luc 7:49;SKN;55-0228;29;2;memes table
Luc 1:17;SKN;55-0228;30;2;ira pensee
Luc 11:24;SKN;55-0228;30;2;cherchant lieux
Luc 7:42;SKN;55-0228;41;2;lequel navaient
Luc 24:30;SKN;55-0301;11;2;arriva table
Luc 24:15;SKN;55-0301;16;2;arriva mit
Luc 24:30;SKN;55-0301;16;2;arriva prit
Luc 24:15;SKN;55-0301;17;2;arriva mit
Luc 7:45;SKN;55-0301;28;2;baisers pieds
Luc 24:15;SKN;55-0301;31;2;ensemble mit
Luc 17:29;SKN;55-0301;32;2;fit sortit
Luc 24:12;SKN;55-0301;33;2;alla leve
Luc 24:7;SKN;55-0301;51;2;pecheurs troisieme
Luc 24:21;SKN;55-0301;51;2;israel troisieme
Luc 24:31;SKN;55-0302;16;2;disparut reconnurent
Luc 24:7;SKN;55-0302;20;2;crucifie ressuscite
Luc 24:20;SKN;55-0302;22;2;lont sacrificateurs
Luc 24:20;SKN;55-0302;29;2;crucifie lont
Luc 24:23;SKN;55-0302;37;2;disent nayant
Luc 24:20;SKN;55-0302;47;2;crucifie lont
Luc 24:21;SKN;55-0302;47;2;arrivees troisieme
Luc 24:28;SKN;55-0302;49;2;allait village
Luc 7:49;SKN;55-0302;51;2;memes table
Luc 24:30;SKN;55-0302;52;2;pain table
Luc 24:31;SKN;55-0302;52;2;disparut reconnurent
Luc 18:5;SKN;55-0302;62;2;cesse peur
Luc 24:47;SKN;55-0311;1;2;peches repentance
Luc 2:27;SKN;55-0311;33;2;parents selon
Luc 24:30;SKN;55-0311;74;2;arriva prit
Luc 18:8;SKN;55-0312;37;2;bientot trouvera
Luc 11:31;SKN;55-0312;40;2;condamnera jugement
Luc 11:32;SKN;55-0312;40;2;condamneront jugement
Luc 2:22;SKN;55-0312;52;2;furent selon
Luc 10:6;SKN;55-0312;53;2;retournera sinon
Luc 24:7;SKN;55-0400;63;2;ressuscite troisieme
Luc 21:24;SKN;55-0403;13;2;captifs nations
Luc 24:44;SKN;55-0403;16;2;ecrites paroles
Luc 24:12;SKN;55-0403;38;2;seuls voit
Luc 1:17;SKN;55-0403;49;2;pensee peres
Luc 2:7;SKN;55-0403;61;2;mit premier
Luc 24:27;SKN;55-0410M;6;2;commencant prophetes
Luc 24:31;SKN;55-0410M;6;2;furent reconnurent
Luc 24:31;SKN;55-0410M;16;2;disparut furent
Luc 24:7;SKN;55-0410M;54;2;pecheurs troisieme
Luc 24:7;SKN;55-0410M;78;2;ressuscite troisieme
Luc 24:17;SKN;55-0410M;139;2;marchant tristes
Luc 24:10;SKN;55-0410M;157;2;magdala marie
Luc 24:10;SKN;55-0410M;158;2;apotres jacques
Luc 24:10;SKN;55-0410M;163;2;magdala marie
Luc 24:18;SKN;55-0410M;168;2;cleopas jerusalem
Luc 7:43;SKN;55-0410M;196;2;juge quitte
Luc 7:49;SKN;55-0410M;196;2;memes table
Luc 10:4;SKN;55-0410M;196;2;chemin portez
Luc 18:2;SKN;55-0410M;196;2;certain juge
Luc 18:43;SKN;55-0410M;196;2;glorifiant vue
Luc 19:3;SKN;55-0410M;196;2;cherchait foule
Luc 21:24;SKN;55-0410M;196;2;captifs jerusalem
Luc 21:36;SKN;55-0410M;196;2;arriver priant
Luc 24:21;SKN;55-0410M;196;2;israel troisieme
Luc 24:10;SKN;55-0410S;41;2;magdala marie
Luc 18:43;SKN;55-0410S;91;2;voyant vue
Luc 24:28;SKN;55-0410S;139;2;allaient allait
Luc 24:12;SKN;55-0410S;160;2;alla sen
Luc 24:20;SKN;55-0410S;160;2;crucifie lont
Luc 7:48;SKN;55-0501A;16;2;pardonnes peches
Luc 11:24;SKN;55-0501A;28;2;lieux sorti
Luc 10:7;SKN;55-0501A;48;2;mangeant offert
Luc 7:37;SKN;55-0501E;1;2;pecheresse plein
Luc 24:19;SKN;55-0501E;7;2;puissant uvre
Luc 5:8;SKN;55-0501E;26;2;ayant simon
Luc 7:45;SKN;55-0501E;35;2;mas pieds
Luc 21:24;SKN;55-0501E;35;2;pieds tranchant
Luc 24:33;SKN;55-0501E;56;2;assembles sen
Luc 17:26;SKN;55-0522;67;2;arriva noe
Luc 24:21;SKN;55-0522;86;2;israel troisieme
Luc 10:18;SKN;55-0603;3;2;satan voyais
Luc 24:12;SKN;55-0603;19;2;alla sen
Luc 19:3;SKN;55-0603;22;2;cherchait foule
Luc 24:33;SKN;55-0603;23;2;jerusalem onze
Luc 24:9;SKN;55-0603;27;2;laissant sen
Luc 7:43;SKN;55-0603;45;2;davantage quitte
Luc 24:32;SKN;55-0604;7;2;dirent parlait
Luc 11:24;SKN;55-0604;47;2;lieux nen
Luc 7:7;SKN;55-0604;49;2;digne serviteur
Luc 24:12;SKN;55-0604;53;2;leve seuls
Luc 11:32;SKN;55-0604;57;2;jonas repentis
Luc 7:43;SKN;55-0604;75;2;davantage quitte
Luc 24:52;SKN;55-0605;42;2;hommage sen
Luc 17:26;SKN;55-0605;56;2;arriva noe
Luc 17:26;SKN;55-0605;58;2;arriva noe
Luc 11:32;SKN;55-0606;1;2;jugement predication
Luc 24:21;SKN;55-0606;5;2;delivrer israel
Luc 24:12;SKN;55-0606;9;2;alla voit
Luc 11:32;SKN;55-0606;13;2;jugement predication
Luc 5:8;SKN;55-0606;18;2;ayant retire
Luc 2:23;SKN;55-0606;37;2;loi male
Luc 18:8;SKN;55-0607;2;2;bientot viendra
Luc 17:26;SKN;55-0607;16;2;arriva noe
Luc 7:46;SKN;55-0607;24;2;dhuile oint
Luc 7:7;SKN;55-0607;60;2;digne serviteur
Luc 24:9;SKN;55-0607;73;2;laissant sen
Luc 18:8;SKN;55-0608;4;2;bientot viendra
Luc 24:34;SKN;55-0608;42;2;apparu reellement
Luc 17:29;SKN;55-0608;45;2;lot sodome
Luc 24:23;SKN;55-0608;77;2;venues vivant
Luc 7:7;SKN;55-0609;7;2;digne gueri
Luc 11:29;SKN;55-0609;43;2;generation mechante
Luc 7:42;SKN;55-0610;22;2;dette payer
Luc 7:46;SKN;55-0610;41;2;nas pieds
Luc 7:45;SKN;55-0610;47;2;mas pieds
Luc 24:44;SKN;55-0611;12;2;accomplies paroles
Luc 24:15;SKN;55-0611;102;2;approche ensemble
Luc 7:42;SKN;55-0612;3;2;dette payer
Luc 7:27;SKN;55-0612;5;2;jenvoie lequel
Luc 24:49;SKN;55-0612;5;2;den jenvoie
Luc 18:8;SKN;55-0612;32;2;bientot viendra
Luc 24:12;SKN;55-0612;46;2;alla sen
Luc 7:42;SKN;55-0612;64;2;lequel quitta
Luc 11:32;SKN;55-0612;65;2;generation predication
Luc 24:12;SKN;55-0612;67;2;alla sen
Luc 24:31;SKN;55-0612;67;2;disparut reconnurent
Luc 10:4;SKN;55-0612;83;2;chemin portez
Luc 10:4;SKN;55-0612;91;2;chemin portez
Luc 7:43;SKN;55-0612;93;2;davantage quitte
Luc 24:44;SKN;55-0620;7;2;accomplies disais
Luc 10:1;SKN;55-0620;15;2;devait envoya
Luc 18:7;SKN;55-0620;17;2;crient ferait
Luc 24:32;SKN;55-0620;22;2;brulait dedans
Luc 24:32;SKN;55-0621;1;2;brulait dedans
Luc 7:7;SKN;55-0621;3;2;digne serviteur
Luc 17:29;SKN;55-0624;16;2;lot sodome
Luc 24:9;SKN;55-0625;36;2;laissant sen
Luc 11:24;SKN;55-0626A;2;2;cherchant retournerai
Luc 18:43;SKN;55-0626A;2;2;voyant vue
Luc 24:29;SKN;55-0626A;2;2;approche baisse
Luc 24:34;SKN;55-0626E;5;2;ressuscite simon
Luc 11:30;SKN;55-0626E;6;2;generation jonas
Luc 11:32;SKN;55-0626E;6;2;generation jonas
Luc 24:5;SKN;55-0626E;22;2;cherchez vivant
Luc 10:3;SKN;55-0626E;27;2;agneaux milieu
Luc 1:15;SKN;55-0724;106;2;rempli vin
Luc 21:24;SKN;55-0724;160;2;lepee tranchant
Luc 17:22;SKN;55-0731;44;2;verrez viendront
Luc 2:28;SKN;55-0731;127;2;benit prit
Luc 24:10;SKN;55-0731;173;2;apotres marie
Luc 24:20;SKN;55-0731;228;2;crucifie lont
Luc 1:17;SKN;55-0806;19;2;ira pensee
Luc 24:6;SKN;55-0806;32;2;galilee ressuscite
Luc 24:15;SKN;55-0806;35;2;approche ensemble
Luc 11:31;SKN;55-0806;37;2;sagesse vint
Luc 7:42;SKN;55-0806;39;2;lequel payer
Luc 24:34;SKN;55-0806;40;2;ressuscite simon
Luc 5:8;SKN;55-0806;45;2;ayant retire
Luc 19:3;SKN;55-0806;47;2;foule taille
Luc 24:34;SKN;55-0806;54;2;apparu ressuscite
Luc 5:8;SKN;55-0807A;26;2;ayant simon
Luc 7:27;SKN;55-0807A;26;2;chemin messager
Luc 7:40;SKN;55-0807A;26;2;maitre simon
Luc 7:37;SKN;55-0807A;30;2;pharisien table
Luc 7:37;SKN;55-0807A;31;2;pharisien table
Luc 7:39;SKN;55-0807A;32;2;pharisien voyant
Luc 7:45;SKN;55-0807A;33;2;baiser pieds
Luc 7:39;SKN;55-0807A;37;2;pharisien voyant
Luc 3:16;SKN;55-0807A;38;2;digne sandales
Luc 7:7;SKN;55-0807A;38;2;digne serviteur
Luc 7:46;SKN;55-0807A;39;2;parfum pieds
Luc 11:31;SKN;55-0807A;39;2;reine salomon
Luc 7:45;SKN;55-0807A;40;2;baiser pieds
Luc 7:46;SKN;55-0807A;40;2;oint pieds
Luc 7:45;SKN;55-0807A;41;2;baiser pieds
Luc 7:46;SKN;55-0807A;41;2;oint pieds
Luc 7:37;SKN;55-0807A;49;2;pharisien vase
Luc 5:8;SKN;55-0807A;58;2;retire simon
Luc 7:37;SKN;55-0807A;59;2;parfum vase
Luc 7:46;SKN;55-0807A;59;2;parfum pieds
Luc 7:46;SKN;55-0807A;62;2;oint pieds
Luc 7:45;SKN;55-0807A;63;2;baiser pieds
Luc 7:46;SKN;55-0807E;7;2;dhuile pieds
Luc 22:17;SKN;55-0807E;12;2;ayant graces
Luc 2:25;SKN;55-0807E;16;2;attendait simeon
Luc 11:31;SKN;55-0807E;25;2;levera vint
Luc 2:25;SKN;55-0807E;26;2;attendait simeon
Luc 2:22;SKN;55-0807E;27;2;loi purification
Luc 2:23;SKN;55-0807E;27;2;loi male
Luc 7:45;SKN;55-0807E;38;2;mas pieds
Luc 24:32;SKN;55-0807E;47;2;brulait dedans
Luc 17:33;SKN;55-0813;2;2;gagnera perdra
Luc 7:49;SKN;55-0813;13;2;memes table
Luc 24:20;SKN;55-0813;34;2;crucifie lont
Luc 24:15;SKN;55-0815;26;2;approche marcher
Luc 7:45;SKN;55-0817;15;2;couvrir pieds
Luc 11:29;SKN;55-0817;27;2;generation mechante
Luc 7:7;SKN;55-0818;19;2;digne serviteur
Luc 7:50;SKN;55-0818;28;2;paix sauvee
Luc 24:44;SKN;55-0819;14;2;ecrites soient
Luc 2:38;SKN;55-0819;18;2;attendaient jerusalem
Luc 7:7;SKN;55-0819;47;2;digne serviteur
Luc 18:43;SKN;55-0819;47;2;louange vue
Luc 5:8;SKN;55-0828A;11;2;ayant simon
Luc 8:50;SKN;55-0828A;11;2;repondit sauvee
Luc 7:39;SKN;55-0828A;18;2;pharisien voyant
Luc 7:37;SKN;55-0828A;23;2;pharisien table
Luc 7:37;SKN;55-0828A;24;2;pharisien table
Luc 3:16;SKN;55-0828A;26;2;leau sandales
Luc 7:37;SKN;55-0828A;26;2;parfum plein
Luc 7:46;SKN;55-0828A;26;2;parfum pieds
Luc 11:31;SKN;55-0828A;26;2;reine salomon
Luc 7:45;SKN;55-0828A;27;2;baiser pieds
Luc 7:46;SKN;55-0828A;27;2;oint pieds
Luc 7:37;SKN;55-0828A;35;2;parfum pharisien
Luc 7:46;SKN;55-0828A;38;2;oint pieds
Luc 7:37;SKN;55-0828A;40;2;parfum vase
Luc 22:17;SKN;55-0828A;43;2;ayant coupe
Luc 7:39;SKN;55-0828A;44;2;lavait pharisien
Luc 7:39;SKN;55-0828A;45;2;pharisien saurait
Luc 7:37;SKN;55-0828A;46;2;parfum vase
Luc 7:40;SKN;55-0828A;46;2;maitre simon
Luc 7:45;SKN;55-0828A;46;2;mas pieds
Luc 7:46;SKN;55-0828A;46;2;parfum pieds
Luc 7:45;SKN;55-0828A;47;2;baiser pieds
Luc 10:16;SKN;55-0828E;2;2;envoye rejette
Luc 7:45;SKN;55-0828E;14;2;mas pieds
Luc 7:37;SKN;55-0828E;23;2;table vase
Luc 11:31;SKN;55-0828E;25;2;sagesse vint
Luc 7:46;SKN;55-0911;6;2;parfum pieds
Luc 7:37;SKN;55-0911;118;2;parfum table
Luc 7:40;SKN;55-0911;118;2;maitre simon
Luc 7:43;SKN;55-0911;118;2;juge simon
Luc 7:50;SKN;55-0911;118;2;paix sauvee
Luc 8:50;SKN;55-0911;118;2;repondit sauvee
Luc 7:40;SKN;55-0911;164;2;maitre simon
Luc 5:8;SKN;55-0911;169;2;genoux pecheur
Luc 11:31;SKN;55-0911;217;2;reine salomon
Luc 7:45;SKN;55-0911;220;2;baiser pieds
Luc 7:46;SKN;55-0911;220;2;oint pieds
Luc 7:45;SKN;55-0911;223;2;baiser pieds
Luc 7:46;SKN;55-0911;236;2;oint pieds
Luc 7:46;SKN;55-0911;311;2;dhuile pieds
Luc 18:5;SKN;55-0911;313;2;cesse ferai
Luc 7:46;SKN;55-0911;315;2;dhuile pieds
Luc 2:26;SKN;55-1001;11;2;averti divinement
Luc 2:28;SKN;55-1001;11;2;benit bras
Luc 2:26;SKN;55-1001;24;2;nait premierement
Luc 7:37;SKN;55-1001;30;2;pecheresse plein
Luc 2:25;SKN;55-1001;55;2;attendait simeon
Luc 1:52;SKN;55-1001;60;2;descendre eleve
Luc 24:15;SKN;55-1001;80;2;approche ensemble
Luc 24:18;SKN;55-1001;80;2;cleopas jerusalem
Luc 24:29;SKN;55-1001;80;2;approche rester
Luc 7:37;SKN;55-1002;2;2;pharisien table
Luc 24:5;SKN;55-1002;13;2;cherchez visage
Luc 7:27;SKN;55-1002;15;2;chemin messager
Luc 7:40;SKN;55-1002;16;2;maitre simon
Luc 7:39;SKN;55-1002;30;2;lavait pharisien
Luc 11:31;SKN;55-1002;35;2;reine salomon
Luc 24:15;SKN;55-1002;46;2;approche marcher
Luc 7:41;SKN;55-1002;51;2;deniers devait
Luc 7:39;SKN;55-1002;57;2;lavait pharisien
Luc 24:47;SKN;55-1002;60;2;peches repentance
Luc 7:49;SKN;55-1003;19;2;peches table
Luc 24:5;SKN;55-1003;42;2;cherchez vivant
Luc 24:10;SKN;55-1004;21;2;apotres dirent
Luc 24:29;SKN;55-1004;25;2;approche entra
Luc 18:5;SKN;55-1004;56;2;cesse ferai
Luc 18:8;SKN;55-1005;34;2;bientot viendra
Luc 18:7;SKN;55-1006A;45;2;justice patience
Luc 10:18;SKN;55-1006E;12;2;satan voyais
Luc 24:34;SKN;55-1006E;41;2;ressuscite simon
Luc 10:16;SKN;55-1006E;43;2;envoye rejette
Luc 17:33;SKN;55-1006E;43;2;quiconque sauver
Luc 2:28;SKN;55-1007;9;2;bras prit
Luc 24:21;SKN;55-1007;23;2;delivrer israel
Luc 18:7;SKN;55-1007;28;2;nuit patience
Luc 24:15;SKN;55-1007;38;2;marcher mit
Luc 18:5;SKN;55-1007;41;2;justice neanmoins
Luc 1:15;SKN;55-1007;45;2;rempli vin
Luc 11:32;SKN;55-1007;62;2;jugement predication
Luc 21:24;SKN;55-1008;2;2;seront tomberont
Luc 1:17;SKN;55-1008;12;2;pensee preparer
Luc 11:30;SKN;55-1008;27;2;fut jonas
Luc 5:8;SKN;55-1008;81;2;ayant simon
Luc 7:37;SKN;55-1008;81;2;pecheresse table
Luc 7:50;SKN;55-1008;81;2;paix sauvee
Luc 10:7;SKN;55-1008;81;2;offert passez
Luc 10:9;SKN;55-1008;81;2;infirmes royaume
Luc 10:18;SKN;55-1008;81;2;eclair satan
Luc 11:32;SKN;55-1008;81;2;generation jonas
Luc 17:33;SKN;55-1008;81;2;quiconque sauver
Luc 19:2;SKN;55-1008;81;2;appele riche
Luc 23:27;SKN;55-1008;81;2;multitude suivait
Luc 24:9;SKN;55-1008;81;2;laissant sen
Luc 24:17;SKN;55-1008;81;2;marchant tenez
Luc 24:44;SKN;55-1008;81;2;accomplies fallait
Luc 17:17;SKN;55-1110;4;2;dix rendus
Luc 24:15;SKN;55-1110;17;2;approche marcher
Luc 5:8;SKN;55-1110;24;2;pecheur retire
Luc 21:36;SKN;55-1110;25;2;dechapper doivent
Luc 10:18;SKN;55-1110;43;2;satan voyais
Luc 7:42;SKN;55-1110;63;2;lequel navaient
Luc 1:15;SKN;55-1111;6;2;rempli ventre
Luc 7:43;SKN;55-1111;29;2;davantage justement
Luc 24:47;SKN;55-1111;29;2;repentance soient
Luc 17:29;SKN;55-1111;34;2;fit sortit
Luc 24:15;SKN;55-1111;91;2;arriva mit
Luc 24:6;SKN;55-1113;34;2;galilee ressuscite
Luc 24:33;SKN;55-1113;49;2;lheure onze
Luc 24:17;SKN;55-1113;56;2;marchant tenez
Luc 5:8;SKN;55-1113;61;2;retire simon
Luc 18:43;SKN;55-1114;12;2;voyant vue
Luc 11:30;SKN;55-1116;12;2;fut jonas
Luc 24:23;SKN;55-1116;14;2;disent venues
