ref;traduction;code;paragraphe;nb_mots;mots
Luc 21:36;SKN;53-0507;28;2;arriver priant
Luc 2:34;SKN;53-0507;34;2;plusieurs simeon
Luc 2:10;SKN;53-0507;64;2;nayez peur
Luc 2:4;SKN;53-0508;1;2;famille judee
Luc 2:38;SKN;53-0508;1;2;jerusalem survenant
Luc 17:7;SKN;53-0508;1;2;dise revient
Luc 1:17;SKN;53-0508;16;2;pensee peres
Luc 2:38;SKN;53-0508;21;2;jerusalem survenant
Luc 2:10;SKN;53-0508;37;2;nayez peur
Luc 17:7;SKN;53-0508;42;2;dentre dise
Luc 17:15;SKN;53-0508;53;2;haute voix
Luc 7:39;SKN;53-0508;55;2;lavait pecheresse
Luc 19:5;SKN;53-0508;56;2;endroit regardant
Luc 2:39;SKN;53-0508;91;2;accompli galilee
Luc 21:24;SKN;53-0509;7;2;lepee nations
Luc 7:27;SKN;53-0509;12;2;chemin jenvoie
Luc 24:23;SKN;53-0509;16;2;disent venues
Luc 24:13;SKN;53-0509;25;2;dentre eloigne
Luc 17:15;SKN;53-0509;51;2;dentre haute
Luc 17:14;SKN;53-0509;75;2;sen voyant
Luc 7:47;SKN;53-0509;77;2;pardonnes peches
Luc 2:4;SKN;53-0510;2;2;galilee judee
Luc 2:39;SKN;53-0510;2;2;galilee sen
Luc 24:12;SKN;53-0510;2;2;alla sen
Luc 24:32;SKN;53-0510;2;2;dirent lorsquil
Luc 17:14;SKN;53-0510;3;2;arriva quen
Luc 24:32;SKN;53-0510;3;2;brulait dedans
Luc 24:49;SKN;53-0510;3;2;den revetus
Luc 24:7;SKN;53-0510;14;2;pecheurs troisieme
Luc 7:36;SKN;53-0510;26;2;manger table
Luc 17:15;SKN;53-0510;31;2;dentre voyant
Luc 24:33;SKN;53-0510;35;2;lheure onze
Luc 1:80;SKN;53-0510;42;2;deserts israel
Luc 2:38;SKN;53-0511;1;2;celle delivrance
Luc 2:4;SKN;53-0511;4;2;joseph nazareth
Luc 2:39;SKN;53-0511;4;2;loi nazareth
Luc 2:4;SKN;53-0511;7;2;joseph nazareth
Luc 7:40;SKN;53-0511;18;2;maitre simon
Luc 7:47;SKN;53-0511;33;2;pardonnes peches
Luc 7:48;SKN;53-0511;33;2;pardonnes peches
Luc 7:27;SKN;53-0512;28;2;chemin jenvoie
Luc 17:20;SKN;53-0512;43;2;attirer lattention
Luc 19:4;SKN;53-0512;51;2;courant passer
Luc 7:43;SKN;53-0512;52;2;justement quitte
Luc 2:38;SKN;53-0531;2;2;celle delivrance
Luc 19:3;SKN;53-0531;3;2;foule taille
Luc 2:4;SKN;53-0531;4;2;joseph nazareth
Luc 2:39;SKN;53-0531;4;2;loi nazareth
Luc 3:16;SKN;53-0531;7;2;duquel puissant
Luc 2:4;SKN;53-0531;18;2;joseph nazareth
Luc 24:9;SKN;53-0531;22;2;laissant sen
Luc 7:7;SKN;53-0531;30;2;digne serviteur
Luc 11:24;SKN;53-0531;31;2;lieux sorti
Luc 23:27;SKN;53-0531;33;2;multitude pleuraient
Luc 2:27;SKN;53-0531;34;2;egard vint
Luc 24:19;SKN;53-0531;47;2;celles puissant
Luc 17:20;SKN;53-0601;1;2;maniere repondit
Luc 10:11;SKN;53-0601;17;2;poussiere royaume
Luc 24:35;SKN;53-0601;23;2;arrivees connaitre
Luc 17:27;SKN;53-0601;28;2;mariage noe
Luc 7:7;SKN;53-0601;38;2;digne serviteur
Luc 3:16;SKN;53-0601;41;2;digne puissant
Luc 7:7;SKN;53-0601;41;2;digne gueri
Luc 24:29;SKN;53-0602;2;2;baisse rester
Luc 2:4;SKN;53-0602;5;2;famille nazareth
Luc 3:16;SKN;53-0602;5;2;digne puissant
Luc 7:39;SKN;53-0602;5;2;pecheresse voyant
Luc 22:17;SKN;53-0602;5;2;graces prenez
Luc 24:7;SKN;53-0602;5;2;crucifie ressuscite
Luc 24:13;SKN;53-0602;5;2;chemin eloigne
Luc 24:15;SKN;53-0602;5;2;approche ensemble
Luc 24:19;SKN;53-0602;5;2;puissant uvre
Luc 7:27;SKN;53-0603;2;2;chemin jenvoie
Luc 17:14;SKN;53-0603;4;2;arriva sen
Luc 7:27;SKN;53-0603;10;2;chemin jenvoie
Luc 2:22;SKN;53-0603;23;2;accomplis selon
Luc 7:39;SKN;53-0603;31;2;lavait voyant
Luc 24:12;SKN;53-0603;46;2;linges sen
Luc 7:36;SKN;53-0604;26;2;manger table
Luc 19:4;SKN;53-0604;28;2;allait courant
Luc 10:1;SKN;53-0604;31;2;lieux villes
Luc 21:36;SKN;53-0604;32;2;arriver priant
Luc 7:36;SKN;53-0604;42;2;manger table
Luc 17:14;SKN;53-0604;42;2;allant sen
Luc 24:30;SKN;53-0604;42;2;pain table
Luc 2:4;SKN;53-0605;25;2;galilee judee
Luc 24:28;SKN;53-0605;38;2;allaient allait
Luc 24:13;SKN;53-0605;41;2;dentre eloigne
Luc 11:31;SKN;53-0606;9;2;levera vint
Luc 24:22;SKN;53-0606;9;2;fort sepulcre
Luc 24:7;SKN;53-0606;10;2;ressuscite troisieme
Luc 2:22;SKN;53-0606;18;2;loi presenter
Luc 17:7;SKN;53-0606;33;2;avance esclave
Luc 17:33;SKN;53-0607A;11;2;quiconque sauver
Luc 24:13;SKN;53-0607A;11;2;jerusalem stades
Luc 2:27;SKN;53-0607A;16;2;parents temple
Luc 1:80;SKN;53-0607A;23;2;jusquau lenfant
Luc 18:5;SKN;53-0607A;28;2;revenant veuve
Luc 2:4;SKN;53-0607A;37;2;judee nazareth
Luc 2:39;SKN;53-0607A;37;2;nazareth sen
Luc 24:28;SKN;53-0607A;37;2;allaient allait
Luc 19:4;SKN;53-0607A;38;2;allait courant
Luc 10:11;SKN;53-0607A;41;2;pieds poussiere
Luc 1:14;SKN;53-0607A;43;2;dallegresse joie
Luc 24:47;SKN;53-0607A;44;2;nations repentance
Luc 10:9;SKN;53-0607A;54;2;approche royaume
Luc 10:11;SKN;53-0607A;54;2;approche royaume
Luc 24:20;SKN;53-0607A;55;2;chefs lont
Luc 10:11;SKN;53-0607A;61;2;approche pieds
Luc 7:44;SKN;53-0607A;70;2;larmes pieds
Luc 2:39;SKN;53-0607E;4;2;nazareth selon
Luc 2:34;SKN;53-0607E;9;2;israel simeon
Luc 2:4;SKN;53-0607E;10;2;bethlehem judee
Luc 2:4;SKN;53-0607E;11;2;bethlehem judee
Luc 2:25;SKN;53-0607E;15;2;attendait simeon
Luc 2:28;SKN;53-0607E;17;2;benit bras
Luc 2:34;SKN;53-0607E;17;2;benit simeon
Luc 24:12;SKN;53-0607E;17;2;alla leve
Luc 7:44;SKN;53-0607E;21;2;pieds tournant
Luc 11:31;SKN;53-0608A;14;2;midi sagesse
Luc 11:24;SKN;53-0608A;80;2;lieux sorti
Luc 7:40;SKN;53-0608E;10;2;maitre simon
Luc 8:50;SKN;53-0608E;10;2;crains repondit
Luc 7:36;SKN;53-0608E;14;2;mit table
Luc 7:44;SKN;53-0608E;14;2;larmes pieds
Luc 7:49;SKN;53-0608E;14;2;mirent table
Luc 24:46;SKN;53-0609A;34;2;dentre troisieme
Luc 8:50;SKN;53-0609A;93;2;crains repondit
Luc 17:20;SKN;53-0609A;93;2;repondit royaume
Luc 24:12;SKN;53-0609A;93;2;alla sen
Luc 7:46;SKN;53-0609A;96;2;dhuile oint
Luc 19:4;SKN;53-0609A;136;2;courant passer
Luc 11:32;SKN;53-0609A;193;2;jugement repentis
Luc 11:32;SKN;53-0609A;196;2;jugement repentis
Luc 24:7;SKN;53-0609A;200;2;ressuscite troisieme
Luc 24:46;SKN;53-0609A;200;2;ressuscite troisieme
Luc 10:11;SKN;53-0609A;207;2;pieds poussiere
Luc 17:7;SKN;53-0609E;8;2;betail champs
Luc 24:33;SKN;53-0609E;10;2;assembles jerusalem
Luc 7:44;SKN;53-0609E;18;2;cheveux larmes
Luc 24:28;SKN;53-0609E;28;2;allaient allait
Luc 16:16;SKN;53-0609E;33;2;loi use
Luc 1:17;SKN;53-0609E;34;2;delie pensee
Luc 18:5;SKN;53-0609E;34;2;neanmoins peur
Luc 24:49;SKN;53-0609E;35;2;den revetus
Luc 7:47;SKN;53-0610;56;2;pardonnes peches
Luc 7:48;SKN;53-0610;56;2;pardonnes peches
Luc 7:47;SKN;53-0610;57;2;pardonnes peches
Luc 7:48;SKN;53-0610;57;2;pardonnes peches
Luc 7:44;SKN;53-0610;87;2;mas pieds
Luc 7:45;SKN;53-0610;87;2;mas pieds
Luc 24:46;SKN;53-0611;2;2;dentre troisieme
Luc 1:17;SKN;53-0611;12;2;preparer retourner
Luc 24:47;SKN;53-0611;13;2;repentance soient
Luc 5:8;SKN;53-0611;29;2;genoux pecheur
Luc 17:27;SKN;53-0611;41;2;donnait jusquau
Luc 1:17;SKN;53-0611;95;2;dispose peres
Luc 17:14;SKN;53-0611;95;2;allant voyant
Luc 19:4;SKN;53-0611;97;2;allait courant
Luc 1:15;SKN;53-0612;10;2;ventre vin
Luc 1:17;SKN;53-0612;10;2;dispose retourner
Luc 1:52;SKN;53-0612;10;2;descendre eleve
Luc 1:80;SKN;53-0612;10;2;israel lenfant
Luc 2:27;SKN;53-0612;10;2;lusage temple
Luc 2:28;SKN;53-0612;10;2;benit bras
Luc 7:37;SKN;53-0612;10;2;plein table
Luc 7:43;SKN;53-0612;10;2;juge quitte
Luc 7:49;SKN;53-0612;10;2;memes table
Luc 10:9;SKN;53-0612;10;2;approche infirmes
Luc 10:11;SKN;53-0612;10;2;approche pieds
Luc 11:29;SKN;53-0612;10;2;foules generation
Luc 17:22;SKN;53-0612;10;2;verrez viendront
Luc 19:3;SKN;53-0612;10;2;foule taille
Luc 21:24;SKN;53-0612;10;2;pieds tranchant
Luc 21:36;SKN;53-0612;10;2;arriver priant
Luc 24:21;SKN;53-0612;10;2;israel troisieme
Luc 24:30;SKN;53-0612;10;2;benit table
Luc 24:31;SKN;53-0612;10;2;invisible ouverts
Luc 24:49;SKN;53-0612;10;2;den jenvoie
Luc 19:4;SKN;53-0613;4;2;allait courant
Luc 1:15;SKN;53-0613;14;2;rempli vin
Luc 1:52;SKN;53-0613;14;2;descendre eleve
Luc 1:80;SKN;53-0613;14;2;fut lenfant
Luc 2:22;SKN;53-0613;14;2;furent jerusalem
Luc 2:29;SKN;53-0613;14;2;laisses paix
Luc 7:36;SKN;53-0613;14;2;manger pharisien
Luc 7:37;SKN;53-0613;14;2;pharisien plein
Luc 7:39;SKN;53-0613;14;2;lavait pharisien
Luc 7:40;SKN;53-0613;14;2;maitre simon
Luc 10:1;SKN;53-0613;14;2;devait villes
Luc 10:4;SKN;53-0613;14;2;chemin portez
Luc 10:7;SKN;53-0613;14;2;offert passez
Luc 10:11;SKN;53-0613;14;2;poussiere royaume
Luc 17:26;SKN;53-0613;14;2;arriva noe
Luc 17:33;SKN;53-0613;14;2;quiconque sauver
Luc 24:10;SKN;53-0613;14;2;furent marie
Luc 24:15;SKN;53-0613;14;2;arriva ensemble
Luc 24:21;SKN;53-0613;14;2;delivrer troisieme
Luc 24:30;SKN;53-0613;14;2;arriva pain
Luc 24:34;SKN;53-0613;14;2;ressuscite simon
Luc 24:49;SKN;53-0613;14;2;den revetus
Luc 18:41;SKN;53-0614;24;2;recouvre vue
Luc 7:36;SKN;53-0614;31;2;manger mit
Luc 11:24;SKN;53-0614;39;2;cherchant sorti
Luc 18:41;SKN;53-0614;43;2;recouvre vue
Luc 18:41;SKN;53-0614;46;2;recouvre vue
Luc 18:42;SKN;53-0614;46;2;recouvre vue
Luc 24:46;SKN;53-0614;58;2;souffre troisieme
Luc 24:32;SKN;53-0614A;8;2;brulait dedans
Luc 1:52;SKN;53-0614A;40;2;descendre eleve
Luc 2:23;SKN;53-0614A;40;2;male selon
Luc 2:25;SKN;53-0614A;40;2;disrael pieux
Luc 7:36;SKN;53-0614A;40;2;entrant manger
Luc 7:42;SKN;53-0614A;40;2;navaient payer
Luc 7:47;SKN;53-0614A;40;2;pardonnes peches
Luc 10:18;SKN;53-0614A;40;2;satan voyais
Luc 17:27;SKN;53-0614A;40;2;jusquau mangeait
Luc 17:28;SKN;53-0614A;40;2;lot mangeait
Luc 17:29;SKN;53-0614A;40;2;lot sortit
Luc 18:7;SKN;53-0614A;40;2;elus ferait
Luc 24:9;SKN;53-0614A;40;2;laissant sen
Luc 2:23;SKN;53-0729;12;2;male selon
Luc 17:7;SKN;53-0729;15;2;betail champs
Luc 17:7;SKN;53-0729;21;2;betail champs
Luc 24:15;SKN;53-0729;43;2;ensemble mit
Luc 2:23;SKN;53-0729;48;2;male selon
Luc 24:28;SKN;53-0729;100;2;allaient allait
Luc 24:1;SKN;53-0729;128;2;premier vinrent
Luc 24:28;SKN;53-0729;136;2;allaient allait
Luc 24:7;SKN;53-0729;180;2;ressuscite troisieme
Luc 24:46;SKN;53-0729;180;2;ressuscite troisieme
Luc 18:41;SKN;53-0729;196;2;recouvre vue
Luc 18:42;SKN;53-0729;196;2;recouvre vue
Luc 7:36;SKN;53-0729;214;2;manger table
Luc 7:36;SKN;53-0729;218;2;pria table
Luc 24:10;SKN;53-0729;263;2;dirent jacques
Luc 17:27;SKN;53-0729;273;2;mariage vint
Luc 24:10;SKN;53-0729;273;2;furent marie
Luc 24:31;SKN;53-0729;273;2;furent ouverts
Luc 18:7;SKN;53-0729;284;2;crient nuit
Luc 2:22;SKN;53-0800;1;2;accomplis presenter
Luc 22:17;SKN;53-0800;15;2;graces prenez
Luc 1:17;SKN;53-0800;17;2;ira retourner
Luc 24:33;SKN;53-0829;5;2;assembles jerusalem
Luc 24:9;SKN;53-0829;45;2;laissant sen
Luc 24:9;SKN;53-0829;46;2;laissant sen
Luc 24:30;SKN;53-0829;63;2;pain table
Luc 11:31;SKN;53-0830A;5;2;bouts midi
Luc 19:5;SKN;53-0830A;38;2;fut regardant
Luc 24:13;SKN;53-0830A;64;2;dentre eloigne
Luc 2:38;SKN;53-0830A;70;2;jerusalem survenant
Luc 24:49;SKN;53-0830A;70;2;den revetus
Luc 3:16;SKN;53-0830A;82;2;baptise digne
Luc 7:7;SKN;53-0830A;82;2;digne serviteur
Luc 24:32;SKN;53-0830E;2;2;brulait dedans
Luc 24:13;SKN;53-0830E;4;2;dentre village
Luc 2:4;SKN;53-0830E;7;2;joseph nazareth
Luc 2:39;SKN;53-0830E;7;2;loi nazareth
Luc 17:14;SKN;53-0831;19;2;arriva sen
Luc 24:12;SKN;53-0831;19;2;alla sen
Luc 17:27;SKN;53-0831;37;2;donnait fit
Luc 8:50;SKN;53-0901;3;2;layant repondit
Luc 17:14;SKN;53-0901;3;2;sen voyant
Luc 17:20;SKN;53-0901;3;2;pharisiens repondit
Luc 18:42;SKN;53-0901;3;2;recouvre vue
Luc 18:43;SKN;53-0901;3;2;voyant vue
Luc 17:15;SKN;53-0901;27;2;gueri voyant
Luc 17:7;SKN;53-0901;35;2;champs dise
Luc 2:26;SKN;53-0901;36;2;nait premierement
Luc 16:16;SKN;53-0902;10;2;annonce violence
Luc 19:4;SKN;53-0902;31;2;allait courant
Luc 18:41;SKN;53-0902;41;2;recouvre vue
Luc 18:42;SKN;53-0902;41;2;recouvre vue
Luc 21:36;SKN;53-0902;43;2;arriver priant
Luc 7:43;SKN;53-0902;44;2;quitte simon
Luc 18:41;SKN;53-0902;50;2;recouvre vue
Luc 18:42;SKN;53-0902;50;2;recouvre vue
Luc 18:41;SKN;53-0902;67;2;recouvre vue
Luc 18:42;SKN;53-0902;67;2;recouvre vue
Luc 22:17;SKN;53-0902;68;2;graces prenez
Luc 2:26;SKN;53-0903;4;2;averti divinement
Luc 2:28;SKN;53-0903;4;2;benit bras
Luc 19:4;SKN;53-0903;8;2;courant passer
Luc 7:27;SKN;53-0903;17;2;lequel messager
Luc 7:42;SKN;53-0903;17;2;lequel navaient
Luc 2:25;SKN;53-0903;18;2;jerusalem simeon
Luc 2:38;SKN;53-0903;18;2;attendaient jerusalem
Luc 1:80;SKN;53-0903;19;2;israel lenfant
Luc 17:7;SKN;53-0903;35;2;avance dise
Luc 7:36;SKN;53-0903;43;2;manger table
Luc 17:20;SKN;53-0903;55;2;pharisiens royaume
Luc 2:23;SKN;53-0904;13;2;male selon
Luc 2:26;SKN;53-0904;18;2;nait premierement
Luc 24:17;SKN;53-0904;18;2;quels tenez
Luc 24:44;SKN;53-0904;29;2;accomplies soient
Luc 18:8;SKN;53-0904;33;2;justice trouvera
Luc 18:43;SKN;53-0904;39;2;linstant vue
Luc 10:9;SKN;53-0904;43;2;approche infirmes
Luc 19:4;SKN;53-0905;51;2;courant passer
Luc 7:36;SKN;53-0905;61;2;manger table
Luc 17:7;SKN;53-0906A;4;2;avance dise
Luc 7:42;SKN;53-0906A;5;2;dette payer
Luc 1:15;SKN;53-0906A;24;2;rempli ventre
Luc 24:13;SKN;53-0906A;25;2;jerusalem stades
Luc 24:7;SKN;53-0906A;29;2;crucifie troisieme
Luc 24:20;SKN;53-0906A;29;2;crucifie lont
Luc 24:29;SKN;53-0906A;29;2;baisse demeure
Luc 2:34;SKN;53-0906A;30;2;lon marie
Luc 24:23;SKN;53-0906A;30;2;quelles venues
Luc 17:7;SKN;53-0906A;33;2;dentre dise
Luc 1:80;SKN;53-0906A;35;2;jusquau lenfant
Luc 1:80;SKN;53-0906A;36;2;jusquau lenfant
Luc 2:22;SKN;53-0906A;37;2;accomplis furent
Luc 24:10;SKN;53-0906A;37;2;furent marie
Luc 2:4;SKN;53-0906A;39;2;bethlehem judee
Luc 19:4;SKN;53-0906A;40;2;allait courant
Luc 24:17;SKN;53-0906A;42;2;marchant tenez
Luc 1:14;SKN;53-0906A;47;2;dallegresse joie
Luc 24:10;SKN;53-0906A;52;2;furent marie
Luc 24:13;SKN;53-0906A;72;2;chemin eloigne
Luc 24:31;SKN;53-0906A;88;2;furent ouverts
Luc 18:43;SKN;53-0906A;97;2;linstant vue
Luc 19:5;SKN;53-0906A;102;2;endroit regardant
Luc 24:46;SKN;53-0906E;5;2;ressuscite troisieme
Luc 24:33;SKN;53-0906E;8;2;assembles sen
Luc 17:20;SKN;53-0906E;11;2;attirer etant
Luc 7:44;SKN;53-0906E;22;2;cheveux larmes
Luc 18:5;SKN;53-0906E;25;2;cesse peur
Luc 24:44;SKN;53-0906E;37;2;accomplies prophetes
Luc 2:27;SKN;53-0906E;47;2;egard selon
Luc 7:7;SKN;53-0906E;64;2;digne serviteur
Luc 17:7;SKN;53-0907A;18;2;dentre dise
Luc 18:5;SKN;53-0907A;58;2;cesse peur
Luc 24:15;SKN;53-0907A;82;2;arriva marcher
Luc 11:32;SKN;53-0907A;87;2;jonas ninive
Luc 17:20;SKN;53-0907E;7;2;attirer lattention
Luc 17:20;SKN;53-0907E;8;2;attirer lattention
Luc 11:24;SKN;53-0907E;27;2;lieux sorti
Luc 18:8;SKN;53-1018;7;2;bientot justice
Luc 11:31;SKN;53-1018;13;2;jugement levera
Luc 17:14;SKN;53-1018;15;2;allant rendus
Luc 21:24;SKN;53-1018;15;2;captifs seront
Luc 7:44;SKN;53-1018;22;2;cheveux mas
Luc 11:24;SKN;53-1018;22;2;nen repos
Luc 7:44;SKN;53-1018;25;2;cheveux mas
Luc 11:32;SKN;53-1018;25;2;condamneront jugement
Luc 19:4;SKN;53-1018;44;2;allait monta
Luc 21:24;SKN;53-1018;48;2;seront tomberont
Luc 5:8;SKN;53-1018;56;2;pecheur retire
Luc 24:12;SKN;53-1018;61;2;leve seuls
Luc 17:15;SKN;53-1100;7;2;dentre voyant
Luc 24:19;SKN;53-1103;3;2;celles nazareen
Luc 7:49;SKN;53-1103;8;2;pardonne table
Luc 10:11;SKN;53-1104;8;2;approche pieds
Luc 17:14;SKN;53-1104;10;2;quen voyant
Luc 7:39;SKN;53-1104;11;2;lavait voyant
Luc 17:15;SKN;53-1104;11;2;voix voyant
Luc 7:36;SKN;53-1104;13;2;manger table
Luc 18:42;SKN;53-1104;16;2;gueri recouvre
Luc 17:20;SKN;53-1104;29;2;attirer etant
Luc 22:17;SKN;53-1104;30;2;graces prenez
Luc 22:17;SKN;53-1104;36;2;graces prenez
Luc 22:17;SKN;53-1104;38;2;graces prenez
Luc 7:48;SKN;53-1104;40;2;pardonnes peches
Luc 17:15;SKN;53-1104;45;2;glorifiant gueri
Luc 18:43;SKN;53-1104;45;2;glorifiant linstant
Luc 17:7;SKN;53-1106;26;2;ayant champs
Luc 2:27;SKN;53-1106;27;2;loi parents
Luc 7:37;SKN;53-1106;43;2;dalbatre vase
Luc 17:7;SKN;53-1108A;16;2;betail esclave
Luc 7:44;SKN;53-1108A;17;2;cheveux larmes
Luc 16:16;SKN;53-1108A;22;2;lors use
Luc 24:28;SKN;53-1108A;74;2;allaient allait
Luc 19:4;SKN;53-1108A;77;2;courant passer
Luc 2:26;SKN;53-1108E;3;2;averti divinement
Luc 2:28;SKN;53-1108E;3;2;benit bras
Luc 2:34;SKN;53-1108E;3;2;benit simeon
Luc 24:13;SKN;53-1108E;8;2;dentre eloigne
Luc 2:39;SKN;53-1108E;11;2;nazareth selon
Luc 2:22;SKN;53-1108E;15;2;loi purification
Luc 5:8;SKN;53-1108E;19;2;ayant genoux
Luc 17:7;SKN;53-1108E;21;2;avance mets
Luc 2:25;SKN;53-1108E;22;2;attendait simeon
Luc 18:41;SKN;53-1108E;34;2;recouvre vue
Luc 2:4;SKN;53-1108E;35;2;joseph nazareth
Luc 2:39;SKN;53-1108E;35;2;loi nazareth
Luc 18:40;SKN;53-1108E;36;2;arrete sapprochait
Luc 7:36;SKN;53-1108E;42;2;manger table
Luc 2:39;SKN;53-1108E;45;2;nazareth sen
Luc 5:8;SKN;53-1109;13;2;genoux pecheur
Luc 7:46;SKN;53-1109;24;2;dhuile oint
Luc 17:15;SKN;53-1109;47;2;haute voix
Luc 24:9;SKN;53-1109;54;2;laissant sen
Luc 7:44;SKN;53-1109;57;2;mas pieds
Luc 7:45;SKN;53-1109;57;2;mas pieds
Luc 17:15;SKN;53-1109;59;2;gueri voyant
Luc 17:15;SKN;53-1109;63;2;gueri voyant
Luc 18:43;SKN;53-1109;63;2;voyant vue
Luc 17:7;SKN;53-1110;2;2;champs dentre
Luc 7:46;SKN;53-1110;31;2;dhuile oint
Luc 1:14;SKN;53-1110;38;2;dallegresse joie
Luc 2:38;SKN;53-1110;48;2;jerusalem survenant
Luc 24:49;SKN;53-1110;48;2;den revetus
Luc 17:27;SKN;53-1110;53;2;jusquau mariage
Luc 24:47;SKN;53-1110;53;2;jerusalem repentance
Luc 22:17;SKN;53-1110;57;2;graces prenez
Luc 17:15;SKN;53-1111;6;2;voix voyant
Luc 2:38;SKN;53-1111;14;2;jerusalem survenant
Luc 2:22;SKN;53-1111;22;2;furent selon
Luc 17:14;SKN;53-1111;22;2;arriva furent
Luc 24:15;SKN;53-1111;22;2;arriva marcher
Luc 17:26;SKN;53-1111;36;2;arriva noe
Luc 7:43;SKN;53-1111;38;2;juge justement
Luc 24:21;SKN;53-1111;50;2;delivrer israel
Luc 7:46;SKN;53-1111;80;2;oint pieds
Luc 17:7;SKN;53-1111;112;2;avance dise
Luc 11:30;SKN;53-1112;1;2;fut jonas
Luc 2:39;SKN;53-1112;2;2;nazareth selon
Luc 24:7;SKN;53-1112;2;2;crucifie ressuscite
Luc 17:17;SKN;53-1112;19;2;dix rendus
Luc 24:35;SKN;53-1112;23;2;arrivees setait
Luc 24:47;SKN;53-1112;37;2;peches remission
Luc 17:27;SKN;53-1112;38;2;larche noe
Luc 10:11;SKN;53-1112;41;2;pieds poussiere
Luc 10:4;SKN;53-1112;60;2;chemin portez
Luc 17:15;SKN;53-1112;64;2;gueri voyant
Luc 17:15;SKN;53-1112;65;2;glorifiant gueri
Luc 18:43;SKN;53-1112;65;2;glorifiant vue
Luc 24:17;SKN;53-1112;66;2;marchant tenez
Luc 24:34;SKN;53-1114;1;2;apparu ressuscite
Luc 7:36;SKN;53-1114;20;2;manger table
Luc 17:7;SKN;53-1114;39;2;avance champs
Luc 17:7;SKN;53-1114;50;2;champs dentre
Luc 2:34;SKN;53-1114;67;2;lon plusieurs
Luc 7:43;SKN;53-1114;87;2;davantage quitte
Luc 10:9;SKN;53-1114;87;2;infirmes seront
Luc 7:42;SKN;53-1115E;1;2;lequel payer
Luc 17:27;SKN;53-1115E;21;2;buvait mangeait
Luc 17:28;SKN;53-1115E;21;2;buvait mangeait
Luc 5:8;SKN;53-1115E;22;2;pecheur simon
Luc 1:52;SKN;53-1115E;23;2;descendre eleve
Luc 24:6;SKN;53-1115E;24;2;galilee ressuscite
Luc 7:39;SKN;53-1115E;38;2;lavait voyant
Luc 7:47;SKN;53-1115E;46;2;pardonnes peches
Luc 7:48;SKN;53-1115E;46;2;pardonnes peches
Luc 7:47;SKN;53-1115E;47;2;pardonnes peches
Luc 5:8;SKN;53-1115E;56;2;ayant genoux
Luc 17:20;SKN;53-1115E;57;2;etant viendrait
Luc 18:43;SKN;53-1115E;59;2;linstant louange
Luc 2:23;SKN;53-1115M;8;2;ouvre selon
Luc 2:25;SKN;53-1115M;27;2;consolation jerusalem
Luc 2:39;SKN;53-1115M;28;2;accompli eurent
Luc 24:21;SKN;53-1115M;33;2;delivrer israel
Luc 24:10;SKN;53-1115M;34;2;jacques marie
Luc 19:4;SKN;53-1115M;57;2;allait courant
Luc 19:5;SKN;53-1115M;67;2;endroit regardant
Luc 11:24;SKN;53-1115M;90;2;cherchant sorti
Luc 17:20;SKN;53-1115M;90;2;attirer lattention
Luc 7:47;SKN;53-1118;18;2;pardonnes peches
Luc 7:48;SKN;53-1118;18;2;pardonnes peches
Luc 17:20;SKN;53-1118;45;2;attirer lattention
Luc 19:4;SKN;53-1120;12;2;courant passer
Luc 18:41;SKN;53-1120;19;2;recouvre vue
Luc 18:42;SKN;53-1120;19;2;recouvre vue
Luc 18:8;SKN;53-1120;21;2;bientot viendra
Luc 24:46;SKN;53-1120;29;2;dentre troisieme
Luc 10:11;SKN;53-1121;3;2;pieds poussiere
Luc 18:41;SKN;53-1121;6;2;recouvre vue
Luc 19:4;SKN;53-1121;11;2;allait courant
Luc 24:1;SKN;53-1121;18;2;apportant premier
Luc 24:13;SKN;53-1121;26;2;dentre emmaus
Luc 19:3;SKN;53-1121;27;2;cherchait foule
Luc 24:9;SKN;53-1121;28;2;laissant sen
Luc 2:26;SKN;53-1121;32;2;averti nait
Luc 2:22;SKN;53-1121;37;2;loi presenter
Luc 10:18;SKN;53-1121;44;2;eclair satan
Luc 18:41;SKN;53-1122;9;2;recouvre vue
Luc 18:42;SKN;53-1122;9;2;recouvre vue
Luc 24:13;SKN;53-1122;19;2;jerusalem stades
Luc 2:22;SKN;53-1122;21;2;presenter purification
Luc 7:46;SKN;53-1122;31;2;dhuile oint
Luc 17:29;SKN;53-1122;39;2;lot sodome
Luc 21:36;SKN;53-1122;39;2;arriver veillez
Luc 1:80;SKN;53-1122;42;2;jusquau lenfant
Luc 22:17;SKN;53-1122;61;2;ayant coupe
Luc 24:15;SKN;53-1122;74;2;approche marcher
Luc 7:7;SKN;53-1122;76;2;daller digne
Luc 24:29;SKN;53-1122;82;2;approche entra
Luc 7:47;SKN;53-1127;8;2;pardonnes peches
Luc 7:48;SKN;53-1127;8;2;pardonnes peches
Luc 7:43;SKN;53-1127;14;2;davantage quitte
Luc 11:30;SKN;53-1129A;13;2;fut jonas
Luc 24:15;SKN;53-1129A;33;2;approche marcher
Luc 5:8;SKN;53-1129A;51;2;genoux pecheur
Luc 24:29;SKN;53-1129A;51;2;approche rester
Luc 19:4;SKN;53-1129A;59;2;courant passer
Luc 17:27;SKN;53-1129A;67;2;larche noe
Luc 2:39;SKN;53-1129A;86;2;nazareth sen
Luc 24:20;SKN;53-1129A;86;2;crucifie lont
