ref;traduction;code;paragraphe;statut;note;cadre
Malachie 4:0;SKN;64-0209;59;VALIDE;chap->v.5: prophete grand jour;CONCEPT
Malachie 4:0;SKN;64-0209;63;VALIDE;chap->v.1: jour ceux jour;CONCEPT
Malachie 4:0;SKN;64-0209;172;VALIDE;chap->v.1: jour ceux jour;CONCEPT
Jean 14:12;SKN;64-0314;24;VALIDE;celui croit moi fera lui fais parce;CONCEPT
Luc 24:49;SKN;64-0314;42;VALIDE;moi promesse pere ville jusqua soyez puissance den;CONCEPT
Matthieu 5:0;SKN;64-0314;50;VALIDE;chap->v.13: etes terre sera nest rien qua jete dehors;CONCEPT
Jean 14:12;VGR;60-0417M;51;EXACT;dis celui croit moi fera lui uvres fais [couverture 5/14];CONCEPT
Marc 11:23;VGR;60-0417M;222;EXACT;verite dis dira toi quil [couverture 5/14];CONCEPT
Marc 16:0;VGR;60-0417M;34;VALIDE;chap->v.9: etant ressuscite matin premier jour semaine apparut marie;CONCEPT
Jean 14:12;VGR;63-0630E;229;EXACT;dis celui croit moi fera lui uvres fais [couverture 10/14];CONCEPT
Marc 16:0;VGR;63-0630E;229;VALIDE;chap->v.6: lui jesus nest voici mis;CONCEPT
Matthieu 22:0;VGR;63-0630E;34;VALIDE;chap->v.7: roi envoye troupes fit perir meurtriers brula ville;CONCEPT
Matthieu 22:1;VGR;63-0630E;33;PARTIEL;commencé, pas achevé — jesus;CONCEPT
Jean 14:12;VGR;63-0717;181;EXACT;verite dis celui croit moi fera lui uvres [couverture 12/14];CONCEPT
Jean 15:0;SKN;57-0516;44;VALIDE;chap->v.2: sarment porte fruit sarment porte fruit quil porte;CONCEPT
Jean 15:0;SKN;58-0228;63;VALIDE;chap->v.2: sarment moi porte fruit sarment porte fruit quil;CONCEPT
Psaumes 42:1;SKN;58-0228;34;VALIDE;cerf apres courants deau ainsi ame crie toi;CONCEPT
Psaumes 63:0;SKN;58-0228;7;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi apres;CONCEPT
Jeremie 1:4;SKN;53-0602;5;VALIDE;parole moi disant;LECTURE
Jeremie 1:4;SKN;58-0518;52;PARTIEL;commencé, pas achevé — moi;CONCEPT
Job 7:27;SKN;51-0415A;72;LAPSUS;annoncé — dit en réalité job 7:16;CONCEPT
job 7:16;SKN;51-0415A;72;LAPSUS-LU;lu — annoncé sous Job 7:27;CONCEPT
Job 7:27;SKN;60-0804;24;LAPSUS;annoncé — dit en réalité job 7:4;CONCEPT
job 7:4;SKN;60-0804;24;LAPSUS-LU;lu — annoncé sous Job 7:27;CONCEPT
Job 14:0;SKN;53-0405S;43;VALIDE;chap->v.13: voulais cacher cache jusqua colere temps moi;CONCEPT
Job 19:0;VGR;60-0417S;16;VALIDE;chap->v.21: ayez pitie moi ayez pitie moi mes amis;CONCEPT
Matthieu 28:0;VGR;60-0417S;12;VALIDE;chap->v.7: allez promptement dites disciples quil ressuscite morts voici;LECTURE
Job 42:0;SKN;52-0718;17;VALIDE;chap->v.8: maintenant prenez sept taureaux sept beliers allez serviteur;CONCEPT
Joel 2:0;SKN;55-0626E;12;VALIDE;chap->v.11: leternel devant armee grand parole puissant parce leternel;LECTURE
Marc 16:0;SKN;55-0626E;9;VALIDE;chap->v.17: ici accompagneront ceux auront cru nom chasseront demons;CONCEPT
Matthieu 10:0;SKN;55-0626E;8;VALIDE;chap->v.8: guerissez ressuscitez morts lepreux chassez demons avez recu;CONCEPT
Matthieu 12:39;SKN;55-0626E;6;EXACT;lui generation mechante adultere signe sera donne jonas [couverture 5/14];CONCEPT
Joel 2:28;SKN;53-0800;10;VALIDE;cela esprit chair fils filles vieillards songes jeunes;CONCEPT
Josue 1:0;SKN;60-0911M;7;VALIDE;chap->v.5: personne tiendra devant jours vie moise;CONCEPT
Josue 1:0;SKN;60-0911M;15;VALIDE;chap->v.2: moise serviteur mort maintenant leve toi passe jourdain;LECTURE
Marc 16:0;SKN;60-0911M;87;VALIDE;chap->v.16: celui aura cru aura baptise sera sauve celui;CONCEPT
Josue 1:0;VGR;60-0911M;8;VALIDE;chap->v.5: tiendra devant toi jours vie jai moise serai;CONCEPT
Josue 1:0;VGR;60-0911M;14;VALIDE;chap->v.2: moise serviteur mort maintenant leve toi passe jourdain;LECTURE
Marc 16:0;VGR;60-0911M;76;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront;CONCEPT
Josue 3:0;SKN;55-0119;3;VALIDE;chap->v.7: leternel josue aujourdhui commencerai telever yeux israel afin;LECTURE
Luc 7:36;SKN;55-0828A;10;VALIDE;pria manger lui maison pharisien mit table;LECTURE
Luc 7:36;SKN;55-0911;115;EXACT;pria manger lui maison pharisien mit table [couverture 7/9];CONCEPT
Luc 7:36;SKN;62-0127;29;VALIDE;pria manger lui maison pharisien mit table;CONCEPT
Luc 7:36;VGR;55-0911;84;VALIDE;pharisiens pria manger lui maison pharisien mit table;CONCEPT
Luc 7:36-50;VGR;55-0828A;11;VALIDE;pharisiens pria manger lui maison pharisien mit table;LECTURE
Luc 8:50;SKN;61-0427;13;VALIDE;jesus entendu lui crains crois seulement sera sauvee;LECTURE
Luc 16:0;SKN;59-0419A;174;VALIDE;chap->v.10: petit grand petit grand;CONCEPT
Luc 16:0;VGR;59-0419A;30;VALIDE;chap->v.1: avait homme riche avait celui devant lui;CONCEPT
Luc 16:16;SKN;55-0123E;3;VALIDE;loi prophetes ont jusqua jean lors royaume dieu;LECTURE
Luc 24:49;SKN;55-0123E;23;VALIDE;moi promesse pere ville jusqua puissance;CONCEPT
Luc 24:0;SKN;58-0406E;1;VALIDE;chap->v.7: disant faut fils lhomme soit livre mains pecheurs;CONCEPT
Luc 24:0;SKN;58-0406E;6;VALIDE;chap->v.21: quil etait cela cest aujourdhui jour depuis choses;LECTURE
Luc 24:49;VGR;56-0723;96;EXACT;moi ville jusqua soyez revetus puissance den haut [couverture 8/13];CONCEPT
Marc 11:24;VGR;56-0723;96;VALIDE;cest dis sera;CONCEPT
Romains 8:0;VGR;56-0723;21;VALIDE;chap->v.5: ceux selon chair pensees chair ceux selon lesprit;CONCEPT
Marc 5:19;SKN;55-0621;8;PARTIEL;commencé, pas achevé — lui seigneur;CONCEPT
Marc 16:0;SKN;55-0621;7;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Matthieu 8:5-10;SKN;55-0621;1;VALIDE;entrait capernaum lui disant seigneur serviteur couche maison;LECTURE
Marc 6:0;SKN;59-1120;14;VALIDE;chap->v.48: ramer vent etait contraire quatrieme veille nuit eux;LECTURE
Marc 8:0;SKN;56-0513;1;VALIDE;chap->v.1: jours avait fort grande foule rien manger jesus;LECTURE
Marc 8:16;SKN;56-0513;1;VALIDE;eux disant parce;LECTURE
Matthieu 16:25;SKN;56-0513;1;EXACT;quiconque voudra sauver vie perdra moi trouvera [couverture 5/11];LECTURE
Marc 8:0;VGR;56-0513;51;VALIDE;chap->v.34: ayant appele foule disciples veut venir apres moi;CONCEPT
Marc 8:16;VGR;56-0513;51;PARTIEL;commencé, pas achevé — cest;CONCEPT
Matthieu 16:25;VGR;56-0513;46;EXACT;voudra sauver vie perdra moi trouvera [couverture 8/11];CONCEPT
Marc 10:0;SKN;57-0407M;5;VALIDE;chap->v.14: jesus cela laissez venir moi petits enfants empechez;CONCEPT
Marc 10:0;VGR;57-0407M;14;VALIDE;chap->v.14: laissez venir moi petits enfants empechez royaume dieu;CONCEPT
Marc 11:21;SKN;61-1210;250;EXACT;pierre setait passe lui figuier maudit sec [couverture 7/10];CONCEPT
Marc 11:22;SKN;61-1210;104;PARTIEL;commencé, pas achevé — jesus;CONCEPT
Marc 11:22;SKN;63-0304;54;VALIDE;jesus ayez foi dieu;CONCEPT
Marc 11:22;VGR;63-0304;125;VALIDE;ayez foi dieu;CONCEPT
Marc 11:24;SKN;50-0810;5;VALIDE;cest pourquoi dis priant croyez recevez sera;LECTURE
Marc 11:24;SKN;52-0725;56;VALIDE;dis demanderez priant croyez sera;CONCEPT
Marc 11:24;SKN;53-0216;7;VALIDE;dis demanderez croyez sera;CONCEPT
Marc 11:24;SKN;59-0813;15;PARTIEL;commencé, pas achevé — dis croyez;CONCEPT
Marc 11:24;VGR;53-0216;12;EXACT;cest demanderez priant croyez sera [couverture 5/8];CONCEPT
Marc 16:0;SKN;53-0608E;37;VALIDE;chap->v.17: ici accompagneront ceux auront cru nom;CONCEPT
Romains 4:0;SKN;53-0608E;17;VALIDE;chap->v.3: abraham dieu cela lui fut;CONCEPT
Marc 16:0;SKN;54-1219M;45;VALIDE;chap->v.14: etaient parce quils;CONCEPT
Marc 16:0;SKN;54-1219M;50;VALIDE;chap->v.6: jesus ressuscite nest;CONCEPT
Marc 16:0;SKN;57-0309E;54;VALIDE;chap->v.16: celui aura cru aura sera celui cru sera;CONCEPT
Marc 16:0;SKN;58-0130;11;VALIDE;chap->v.11: ceux quil etait vivant quil avait;LECTURE
Marc 16:0;SKN;58-0130;12;VALIDE;chap->v.16: aura cru aura baptise sera cru sera;LECTURE
Marc 16:0;SKN;58-0130;15;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux;LECTURE
Marc 16:0;SKN;60-0515M;53;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Marc 16:0;SKN;61-1001M;173;VALIDE;chap->v.17: accompagneront ceux auront cru nom chasseront demons parleront;CONCEPT
Marc 16:0;SKN;64-0215;74;VALIDE;chap->v.17: ici accompagneront ceux auront cru;CONCEPT
Marc 16:0;VGR;60-0515M;56;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera;CONCEPT
Marc 16:0;VGR;64-0215;74;VALIDE;chap->v.17: ici accompagneront ceux auront cru;CONCEPT
Matthieu 2:0;SKN;55-1005;25;VALIDE;chap->v.15: fut mort fut seigneur avait appele fils;CONCEPT
Matthieu 27:0;SKN;55-1005;26;VALIDE;chap->v.11: jesus devant jesus lui dis;CONCEPT
Matthieu 5:0;SKN;57-0419;6;VALIDE;chap->v.47: saluez vos freres seulement faites meme ainsi;LECTURE
Romains 8:1;SKN;57-0419;45;EXACT;maintenant aucune condamnation ceux christ jesus [couverture 6/6];CONCEPT
Matthieu 5:8;SKN;62-0609B;15;PARTIEL;commencé, pas achevé — ceux dieu;LECTURE
Matthieu 10:0;SKN;53-0614A;40;VALIDE;chap->v.37: celui aime pere mere moi nest moi celui;CONCEPT
Matthieu 10:0;SKN;53-0902;61;VALIDE;chap->v.8: morts lepreux demons avez recu gratuitement donnez gratuitement;CONCEPT
Matthieu 10:0;SKN;53-0906E;27;VALIDE;chap->v.8: guerissez ressuscitez morts lepreux chassez demons avez recu;CONCEPT
Matthieu 10:0;SKN;61-0413;39;VALIDE;chap->v.37: celui pere moi nest moi celui fils moi;CONCEPT
Matthieu 10:0;SKN;63-0607;96;VALIDE;chap->v.8: guerissez ressuscitez morts lepreux chassez demons avez recu;CONCEPT
Matthieu 21:0;SKN;59-1122;10;VALIDE;chap->v.27: jesus savons lui moi dis fais choses;LECTURE
Matthieu 24:0;SKN;57-0804A;49;VALIDE;chap->v.21: alors aura grande telle quil depuis monde maintenant;CONCEPT
Psaumes 103:3;SKN;57-0804A;16;VALIDE;cest tes guerit;CONCEPT
Romains 8:1;SKN;57-0804A;5;EXACT;maintenant aucune condamnation ceux christ [couverture 5/6];CONCEPT
Matthieu 24:24;SKN;64-0205;78;VALIDE;signes prodiges possible meme elus;CONCEPT
Matthieu 24:24;SKN;64-0531;36;VALIDE;maniere seduire possible meme elus;CONCEPT
Matthieu 24:24;SKN;64-0614E;65;VALIDE;possible meme elus;CONCEPT
Matthieu 24:24;VGR;64-0614E;65;VALIDE;maniere possible meme elus;CONCEPT
Matthieu 27:0;SKN;55-1118;47;VALIDE;chap->v.43: sest dieu quil maintenant tient lui suis fils;CONCEPT
Matthieu 27:0;SKN;60-0925;17;VALIDE;chap->v.40: disant toi detruis temple trois jours sauve toi;CONCEPT
Matthieu 27:0;VGR;60-0925;32;VALIDE;chap->v.42: sauve autres sauver lui meme sil roi disrael;CONCEPT
Matthieu 28:0;SKN;60-0417S;12;VALIDE;chap->v.11: allaient voici quelques hommes garde allerent ville principaux;LECTURE
Psaumes 2:0;SKN;55-0807A;41;VALIDE;chap->v.12: fils peur tant ceux;CONCEPT
Psaumes 16:0;SKN;62-0621B;47;VALIDE;chap->v.11: feras connaitre chemin vie face joie droite;CONCEPT
Psaumes 22:0;SKN;55-0123A;5;VALIDE;chap->v.1: dieu dieu pourquoi abandonne paroles;LECTURE
Psaumes 65:0;SKN;55-0123A;4;VALIDE;chap->v.4: celui choisi tes parvis maison saint temple;LECTURE
Psaumes 65:0;SKN;55-0123A;6;VALIDE;chap->v.4: celui choisi approcher tes parvis rassasies maison saint;LECTURE
Psaumes 22:0;SKN;59-0329S;7;VALIDE;chap->v.29: terre mangeront prosterneront devant lui ceux descendent poussiere;CONCEPT
Psaumes 22:0;SKN;59-0329S;9;VALIDE;chap->v.29: terre mangeront prosterneront devant lui ceux descendent poussiere;LECTURE
Psaumes 22:0;SKN;60-0723;55;VALIDE;chap->v.1: dieu dieu pourquoi mas abandonne salut paroles;CONCEPT
Psaumes 22:0;VGR;59-0329S;7;VALIDE;chap->v.29: gras terre mangeront prosterneront devant lui courberont ceux;CONCEPT
Psaumes 22:0;VGR;59-0329S;9;VALIDE;chap->v.29: gras terre mangeront prosterneront devant lui courberont ceux;LECTURE
Psaumes 47:0;SKN;55-0118;27;VALIDE;chap->v.9: ceux volonte dieu terre dieu;CONCEPT
Psaumes 63:0;SKN;57-0630;7;VALIDE;chap->v.1: dieu dieu cherche ame soif toi apres toi;LECTURE
Psaumes 100:0;SKN;57-0811A;20;VALIDE;chap->v.3: dieu cest lui sommes;CONCEPT
Psaumes 63:0;SKN;57-0602;16;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi apres;CONCEPT
Psaumes 63:0;SKN;58-0611;14;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi apres;LECTURE
Psaumes 63:0;SKN;59-0414;8;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi apres;LECTURE
Psaumes 63:0;SKN;60-0304;50;VALIDE;chap->v.1: dieu dieu cherche jour ame soif toi chair;CONCEPT
Psaumes 100:0;VGR;62-1104E;100;VALIDE;chap->v.1: joie leternel terre;CONCEPT
Psaumes 103:0;SKN;50-0100;21;VALIDE;chap->v.1: ame benis leternel moi benisse saint nom;CONCEPT
Psaumes 103:0;SKN;61-0125;45;VALIDE;chap->v.3: cest lui tes guerit tes;CONCEPT
Psaumes 103:0;VGR;50-0100;21;VALIDE;chap->v.1: ame benis leternel moi benisse saint nom;CONCEPT
Psaumes 103:3;SKN;58-0328;94;VALIDE;cest lui tes guerit;CONCEPT
Psaumes 105:0;SKN;61-1015E;44;VALIDE;chap->v.15: disant touchez mes oints faites mal mes prophetes;CONCEPT
Psaumes 105:0;VGR;61-1015E;44;VALIDE;chap->v.3: glorifiez saint nom cur ceux cherchent leternel rejouisse;CONCEPT
Psaumes 119:0;SKN;59-0610;18;VALIDE;chap->v.168: tes preceptes tes mes voies toi;CONCEPT
Romains 4:0;SKN;57-0810;25;VALIDE;chap->v.11: foi avait quil soit pere croient etant;CONCEPT
Romains 5:1;SKN;60-0630;79;VALIDE;justifies foi avons paix dieu seigneur jesus christ;CONCEPT
Romains 8:1;SKN;55-0121;27;VALIDE;maintenant aucune condamnation ceux christ jesus;CONCEPT
Romains 8:1;VGR;57-0419;45;EXACT;maintenant aucune condamnation ceux christ jesus [couverture 6/6];CONCEPT
Marc 7:7;SKN;65-0718M;27;LAPSUS;annoncé — dit en réalité Actes 20:24 (4 mots rares: cas rendre service tiens);CONCEPT
Actes 20:24;SKN;65-0718M;27;LAPSUS-LU;lu — annoncé sous Marc 7:7;CONCEPT
Luc 24:29;SKN;60-0911E;118;LAPSUS;annoncé — dit en réalité Actes 2:38 (5 mots rares: baptise don peches recevrez remission);CONCEPT
Actes 2:38;SKN;60-0911E;118;LAPSUS-LU;lu — annoncé sous Luc 24:29;CONCEPT
Jean 14:7;SKN;61-0414;68;LAPSUS;annoncé — dit en réalité 1 Timothee 3:16 (8 mots rares: chair contredit cru eleve manifeste mystere nations piete);CONCEPT
1 Timothee 3:16;SKN;61-0414;68;LAPSUS-LU;lu — annoncé sous Jean 14:7;CONCEPT
Hebreux 13:10;SKN;63-1128E;149;LAPSUS;annoncé — dit en réalité Apocalypse 19:21 (4 mots rares: chair furent fut tue);CONCEPT
Apocalypse 19:21;SKN;63-1128E;149;LAPSUS-LU;lu — annoncé sous Hebreux 13:10;CONCEPT
Jeremie 1:4;SKN;57-0915E;128;LAPSUS;annoncé — dit en réalité Ephesiens 1:5 (5 mots rares: ayant plaisir predestines selon volonte);CONCEPT
Ephesiens 1:5;SKN;57-0915E;128;LAPSUS-LU;lu — annoncé sous Jeremie 1:4;CONCEPT
Esaie 28:8-12;SKN;61-0217;62;LAPSUS;annoncé — dit en réalité Matthieu 24:24 (4 mots rares: grands possible prodiges signes);CONCEPT
Matthieu 24:24;SKN;61-0217;62;LAPSUS-LU;lu — annoncé sous Esaie 28:8-12;CONCEPT
Jean 17:17;SKN;61-0217;63;LAPSUS;annoncé — dit en réalité Daniel 7:9 (5 mots rares: blanc cheveux furent laine lancien);CONCEPT
Daniel 7:9;SKN;61-0217;63;LAPSUS-LU;lu — annoncé sous Jean 17:17;CONCEPT
Apocalypse 3:14;SKN;65-0801M;46;LAPSUS;annoncé — dit en réalité Matthieu 5:28 (4 mots rares: adultere commis convoiter quiconque);CONCEPT
Matthieu 5:28;SKN;65-0801M;46;LAPSUS-LU;lu — annoncé sous Apocalypse 3:14;CONCEPT
Genese 3:8;SKN;59-0628E;174;LAPSUS;annoncé — dit en réalité Genese 4:1 (5 mots rares: cain concut connut enfanta eve);CONCEPT
Genese 4:1;SKN;59-0628E;174;LAPSUS-LU;lu — annoncé sous Genese 3:8;CONCEPT
Jean 17:17;SKN;59-0628E;44;LAPSUS;annoncé — dit en réalité Matthieu 10:1 (4 mots rares: chasser donna esprits guerir);CONCEPT
Matthieu 10:1;SKN;59-0628E;44;LAPSUS-LU;lu — annoncé sous Jean 17:17;CONCEPT
Romains 4:8;SKN;59-0628E;184;LAPSUS;annoncé — dit en réalité Matthieu 19:9 (5 mots rares: adultere commet epouse fornication quiconque);CONCEPT
Matthieu 19:9;SKN;59-0628E;184;LAPSUS-LU;lu — annoncé sous Romains 4:8;CONCEPT
Malachie 4:0;SKN;63-0320;177;LAPSUS;annoncé — dit en réalité Apocalypse 10:7 (5 mots rares: ange mystere septieme termine trompette);CONCEPT
Apocalypse 10:7;SKN;63-0320;177;LAPSUS-LU;lu — annoncé sous Malachie 4:0;CONCEPT
Luc 11:24;SKN;53-1114;70;LAPSUS;annoncé — dit en réalité Genese 1:11 (4 mots rares: espece fruit selon semence);CONCEPT
Genese 1:11;SKN;53-1114;70;LAPSUS-LU;lu — annoncé sous Luc 11:24;CONCEPT
Matthieu 24:24;SKN;64-0816;212;LAPSUS;annoncé — dit en réalité Apocalypse 17:8 (4 mots rares: bete ecrits fondation noms);CONCEPT
Apocalypse 17:8;SKN;64-0816;212;LAPSUS-LU;lu — annoncé sous Matthieu 24:24;CONCEPT
Matthieu 11:6;SKN;62-0712;58;LAPSUS;annoncé — dit en réalité Matthieu 24:24 (5 mots rares: faux maniere prodiges prophetes signes);CONCEPT
Matthieu 24:24;SKN;62-0712;58;LAPSUS-LU;lu — annoncé sous Matthieu 11:6;CONCEPT
Marc 11:22;SKN;63-1128M;64;LAPSUS;annoncé — dit en réalité Genese 22:14 (5 mots rares: jehovah jire leternel montagne pourvu);CONCEPT
Genese 22:14;SKN;63-1128M;64;LAPSUS-LU;lu — annoncé sous Marc 11:22;CONCEPT
Apocalypse 10:1-7;SKN;63-0321;46;LAPSUS;annoncé — dit en réalité Apocalypse 10:7 (4 mots rares: ange mystere septieme voix);CONCEPT
Apocalypse 10:7;SKN;63-0321;46;LAPSUS-LU;lu — annoncé sous Apocalypse 10:1-7;CONCEPT
Apocalypse 10:1;SKN;63-0318;68;LAPSUS;annoncé — dit en réalité Apocalypse 10:7 (5 mots rares: ange mystere septieme termine trompette);CONCEPT
Apocalypse 10:7;SKN;63-0318;68;LAPSUS-LU;lu — annoncé sous Apocalypse 10:1;CONCEPT
Apocalypse 10:1-7;SKN;63-0318;68;LAPSUS;annoncé — dit en réalité Apocalypse 10:7 (5 mots rares: ange mystere septieme termine trompette);CONCEPT
Apocalypse 10:7;SKN;63-0318;68;LAPSUS-LU;lu — annoncé sous Apocalypse 10:1-7;CONCEPT
Matthieu 11:6;SKN;62-0603;30;LAPSUS;annoncé — dit en réalité 1 Timothee 3:16 (8 mots rares: anges chair cru eleve manifeste nations piete preche);CONCEPT
1 Timothee 3:16;SKN;62-0603;30;LAPSUS-LU;lu — annoncé sous Matthieu 11:6;CONCEPT
Actes 2:8;SKN;53-1111;14;LAPSUS;annoncé — dit en réalité Actes 1:8 (6 mots rares: jerusalem judee recevrez samarie serez temoins);LECTURE
Actes 1:8;SKN;53-1111;14;LAPSUS-LU;lu — annoncé sous Actes 2:8;LECTURE
Hebreux 11:1;SKN;57-0925;168;LAPSUS;annoncé — dit en réalité Joel 2:28 (5 mots rares: arrivera chair filles prophetiseront repandrai);CONCEPT
Joel 2:28;SKN;57-0925;168;LAPSUS-LU;lu — annoncé sous Hebreux 11:1;CONCEPT
Genese 1:26;SKN;61-0210;105;LAPSUS;annoncé — dit en réalité Genese 1:11 (4 mots rares: espece portant selon semence);CONCEPT
Genese 1:11;SKN;61-0210;105;LAPSUS-LU;lu — annoncé sous Genese 1:26;CONCEPT
Genese 3:8;VGR;57-0925;217;LAPSUS;annoncé — dit en réalité Genese 3:1 (5 mots rares: animal champs jardin ruse serpent);CONCEPT
Genese 3:1;VGR;57-0925;217;LAPSUS-LU;lu — annoncé sous Genese 3:8;CONCEPT
Hebreux 11:1;VGR;57-0925;168;LAPSUS;annoncé — dit en réalité Joel 2:28 (4 mots rares: chair filles prophetiseront repandrai);CONCEPT
Joel 2:28;VGR;57-0925;168;LAPSUS-LU;lu — annoncé sous Hebreux 11:1;CONCEPT
Hebreux 10:26;VGR;59-1223;173;LAPSUS;annoncé — dit en réalité Ephesiens 4:30 (4 mots rares: lequel nattristez redemption scelles);CONCEPT
Ephesiens 4:30;VGR;59-1223;173;LAPSUS-LU;lu — annoncé sous Hebreux 10:26;CONCEPT
Hebreux 13:8;VGR;63-0123;293;LAPSUS;annoncé — dit en réalité Jean 14:12 (4 mots rares: croit grandes men uvres);CONCEPT
Jean 14:12;VGR;63-0123;293;LAPSUS-LU;lu — annoncé sous Hebreux 13:8;CONCEPT
Actes 2:38;SKN;61-0112;237;LAPSUS;annoncé — dit en réalité Hebreux 6:1 (4 mots rares: fondement mortes posant repentance);CONCEPT
Hebreux 6:1;SKN;61-0112;237;LAPSUS-LU;lu — annoncé sous Actes 2:38;CONCEPT
Actes 2:38;VGR;61-0112;237;LAPSUS;annoncé — dit en réalité Hebreux 6:1 (5 mots rares: fondement mortes posant repentance uvres);CONCEPT
Hebreux 6:1;VGR;61-0112;237;LAPSUS-LU;lu — annoncé sous Actes 2:38;CONCEPT
Luc 17:30;SKN;65-1126;292;LAPSUS;annoncé — dit en réalité Joel 2:28 (5 mots rares: arrivera jeunes songes vieillards visions);CONCEPT
Joel 2:28;SKN;65-1126;292;LAPSUS-LU;lu — annoncé sous Luc 17:30;CONCEPT
Actes 2:30;SKN;52-0810A;30;LAPSUS;annoncé — dit en réalité Actes 2:38 (5 mots rares: baptise don peches recevrez repentez);CONCEPT
Actes 2:38;SKN;52-0810A;30;LAPSUS-LU;lu — annoncé sous Actes 2:30;CONCEPT
Jean 14:7;SKN;60-1204M;149;LAPSUS;annoncé — dit en réalité Matthieu 16:18 (4 mots rares: batirai portes prevaudront roc);CONCEPT
Matthieu 16:18;SKN;60-1204M;149;LAPSUS-LU;lu — annoncé sous Jean 14:7;CONCEPT
Jean 14:7;VGR;60-1204M;146;LAPSUS;annoncé — dit en réalité Jean 14:12 (4 mots rares: celles croit grandes uvres);CONCEPT
Jean 14:12;VGR;60-1204M;146;LAPSUS-LU;lu — annoncé sous Jean 14:7;CONCEPT
Esther 14:0;SKN;62-0318E;1;LAPSUS;annoncé — dit en réalité Ezechiel 28:12 (9 mots rares: accomplie dhomme etais forme leternel perfection plein roi);LECTURE
Ezechiel 28:12;SKN;62-0318E;1;LAPSUS-LU;lu — annoncé sous Esther 14:0;LECTURE
Esther 16:0;SKN;62-0318E;1;LAPSUS;annoncé — dit en réalité Ezechiel 28:12 (9 mots rares: accomplie dhomme etais forme leternel perfection plein roi);LECTURE
Ezechiel 28:12;SKN;62-0318E;1;LAPSUS-LU;lu — annoncé sous Esther 16:0;LECTURE
Jude 8:0;SKN;62-0318E;1;LAPSUS;annoncé — dit en réalité Ezechiel 28:12 (9 mots rares: accomplie dhomme etais forme leternel perfection plein roi);LECTURE
Ezechiel 28:12;SKN;62-0318E;1;LAPSUS-LU;lu — annoncé sous Jude 8:0;LECTURE
Job 136:0;SKN;63-0421;116;LAPSUS;annoncé — dit en réalité Apocalypse 19:11 (7 mots rares: appele cheval combat fidele juge veritable vis);CONCEPT
Apocalypse 19:11;SKN;63-0421;116;LAPSUS-LU;lu — annoncé sous Job 136:0;CONCEPT
