ref;traduction;code;paragraphe;statut;note
Jean 5:19;SKN;64-0315;306;EXACT;jesus fils rien lui meme quil pere quelque [couverture 8/14]
Luc 24:49;SKN;64-0315;198;EXACT;voici promesse pere ville jusqua soyez revetus puissance [couverture 10/13]
2 Corinthiens 5:17;SKN;54-0719E;3;VALIDE;quelquun christ cest nouvelle choses passees voici nouvelles
Jean 5:19;SKN;54-0719E;40;EXACT;jesus verite dis fils rien lui meme quil [couverture 7/14]
2 Corinthiens 6:7-10;SKN;62-0506;36;EXACT;parole verite puissance dieu armes justice main gloire [couverture 7/10]
Genese 14:18-19;SKN;62-0506;36;VALIDE;roi salem fit apporter pain vin etait sacrificateur
2 Pierre 1:7;SKN;62-1124E;37;PARTIEL;commencé, pas achevé — piete lamour
Esaie 1:0;SKN;62-1124E;32;VALIDE;chap->v.15: vos mes meme priere vos sang
Esaie 1:0;SKN;62-1124E;33;VALIDE;chap->v.15: vos mains mes meme vos mains
Esaie 50:0;SKN;62-1124E;56;VALIDE;chap->v.7: seigneur cest pourquoi cest pourquoi jai sais
Esaie 53:5;SKN;62-1124E;47;VALIDE;blesse nos meurtri iniquites chatiment paix lui meurtrissures
Hebreux 9:11;SKN;62-1124E;48;EXACT;etant venu venir nest main cest [couverture 6/14]
Romains 8:32;SKN;62-1124E;4;EXACT;meme epargne propre fils livre comment don choses [couverture 8/12]
2 Pierre 3:0;SKN;64-0802;40;VALIDE;chap->v.18: croissez grace connaissance seigneur sauveur jesus christ lui
Apocalypse 2:0;SKN;64-0802;354;VALIDE;chap->v.7: celui oreilles ecoute lesprit celui vaincra lui donnerai
Apocalypse 2:7;SKN;64-0802;354;VALIDE;celui oreilles ecoute lesprit vaincra lui donnerai manger
Apocalypse 6:14;SKN;64-0802;184;VALIDE;ciel retira livre
Apocalypse 11:0;SKN;64-0802;354;VALIDE;chap->v.15: septieme ange trompette ciel grandes voix disant royaume
Apocalypse 21:0;SKN;64-0802;52;VALIDE;chap->v.1: vis nouveau ciel nouvelle terre ciel terre sen
Apocalypse 21:0;SKN;64-0802;172;VALIDE;chap->v.1: nouveau terre terre mer
Apocalypse 21:0;SKN;64-0802;305;VALIDE;chap->v.1: vis nouveau ciel nouvelle terre ciel terre nest
Apocalypse 21:0;SKN;64-0802;354;VALIDE;chap->v.1: vis nouveau ciel nouvelle terre premier ciel premiere
Apocalypse 21:2;SKN;64-0802;186;EXACT;vis nouvelle jerusalem ciel daupres dieu [couverture 6/13]
Apocalypse 21:3;SKN;64-0802;354;VALIDE;grande voix ciel disant voici dieu hommes habitera
Apocalypse 21:18;SKN;64-0802;354;VALIDE;muraille etait batie cite dor pur verre
Apocalypse 21:23;SKN;64-0802;354;VALIDE;cite besoin soleil lune gloire dieu lagneau
Ephesiens 1:10;SKN;64-0802;239;EXACT;plenitude temps choses christ terre lui [couverture 6/12]
Esaie 4:5;SKN;64-0802;354;VALIDE;leternel chaque demeure montagne sion nuee jour dune
Esaie 9:6;SKN;64-0802;354;VALIDE;enfant fils donne sera epaule appellera nom merveilleux
Esaie 65:0;SKN;64-0802;60;VALIDE;chap->v.22: batiront quun autre habite planteront quun autre mange
Esaie 65:17;SKN;64-0802;60;EXACT;cree nouveaux cieux nouvelle terre ont [couverture 5/12]
Esaie 65:25;SKN;64-0802;354;VALIDE;loup lagneau ensemble lion mangera poussiere sera nourriture
Genese 1:1;SKN;64-0802;76;PARTIEL;commencé, pas achevé — dieu
Hebreux 4:0;SKN;64-0802;133;VALIDE;chap->v.2: meme parole rien
Hebreux 11:0;SKN;64-0802;311;VALIDE;chap->v.4: dieu sacrifice sacrifice juste dieu
Jean 14:0;SKN;64-0802;56;VALIDE;chap->v.10: suis pere pere dis dis pere demeure
Jean 14:0;SKN;64-0802;270;VALIDE;chap->v.6: jesus lui moi chemin vie vient moi
Jean 14:0;SKN;64-0802;294;VALIDE;chap->v.3: men vais prepare place reviendrai prendrai moi afin
Jean 14:0;SKN;64-0802;298;VALIDE;chap->v.3: men vais prepare place reviendrai prendrai afin suis
Malachie 3:0;SKN;64-0802;81;VALIDE;chap->v.15: maintenant ceux meme meme dieu
Matthieu 5:5;SKN;64-0802;193;VALIDE;debonnaires cest heriteront terre
Matthieu 19:28;SKN;64-0802;177;EXACT;jesus regeneration lhomme assis serez [couverture 6/14]
Tite 3:5;SKN;64-0802;176;PARTIEL;commencé, pas achevé — regeneration
2 Samuel 6:14;SKN;63-0321;100;EXACT;david devant leternel etait [couverture 5/11]
Actes 2:38;SKN;63-0321;289;EXACT;soit baptise nom jesus christ don saint [couverture 7/14]
Amos 3:7;SKN;63-0321;63;VALIDE;leternel quil revele prophetes
Apocalypse 2:18;SKN;63-0321;349;PARTIEL;commencé, pas achevé — dieu
Apocalypse 2:18-20;SKN;63-0321;349;PARTIEL;commencé, pas achevé — dieu
Apocalypse 2:22;SKN;63-0321;272;PARTIEL;commencé, pas achevé — lit quils
Apocalypse 10:0;SKN;63-0321;37;VALIDE;chap->v.2: avait main livre pied droit mer terre
Apocalypse 10:0;SKN;63-0321;378;VALIDE;chap->v.7: jours septieme ange sera dieu sera
Apocalypse 10:1-7;SKN;63-0321;46;PARTIEL;commencé, pas achevé — ange
Apocalypse 10:7;SKN;63-0321;151;PARTIEL;commencé, pas achevé — jours sera
Apocalypse 10:7;SKN;63-0321;351;PARTIEL;commencé, pas achevé — dieu annonce
Apocalypse 12:0;SKN;63-0321;164;VALIDE;chap->v.13: dragon vit quil avait precipite terre persecuta femme
Apocalypse 12:13;SKN;63-0321;160;PARTIEL;commencé, pas achevé — quil terre
Apocalypse 13:1-8;SKN;63-0321;160;PARTIEL;commencé, pas achevé — bete etait
Apocalypse 13:1-8;SKN;63-0321;167;EXACT;vis monter mer bete avait dix cornes sept [couverture 14/14]
Apocalypse 13:14;SKN;63-0321;271;VALIDE;quil devant bete
Apocalypse 19:0;SKN;63-0321;312;VALIDE;chap->v.12: porte nom ecrit lui seul
Apocalypse 19:0;SKN;63-0321;356;VALIDE;chap->v.15: epee aigue deux sort bouche quil frappe nations
Apocalypse 19:0;SKN;63-0321;377;VALIDE;chap->v.12: yeux plusieurs ecrit seul
Esaie 28:19;SKN;63-0321;73;PARTIEL;commencé, pas achevé — quil
Genese 1:1;SKN;63-0321;94;EXACT;commencement dieu crea cieux terre [couverture 5/5]
Jean 6:0;SKN;63-0321;66;VALIDE;chap->v.63: cest lesprit vivifie chair rien paroles dites esprit
Joel 2:28;SKN;63-0321;73;PARTIEL;commencé, pas achevé — cela
Luc 24:49;SKN;63-0321;73;EXACT;voici moi promesse pere jusqua [couverture 5/13]
Malachie 4:0;SKN;63-0321;126;VALIDE;chap->v.1: vient four ceux vient
Malachie 4:0;SKN;63-0321;378;VALIDE;chap->v.5: elie prophete jour
Matthieu 4:0;SKN;63-0321;182;VALIDE;chap->v.10: jesus lui ten satan seigneur dieu lui
Psaumes 16:8-11;SKN;63-0321;99;EXACT;leternel devant parce quil serai cest [couverture 5/11]
2 Thessaloniciens 2:3;SKN;63-0319;104;PARTIEL;commencé, pas achevé — viendra
Matthieu 4:8;SKN;63-0319;267;CORRIGE;annoncé 2 Thessaloniciens 2:3
Amos 3:0;SKN;63-0319;331;VALIDE;chap->v.4: sil sil quelque chose
Apocalypse 10:1-7;SKN;63-0319;182;PARTIEL;commencé, pas achevé — ange
Apocalypse 19:11;SKN;63-0319;321;EXACT;vis ciel ouvert voici cheval blanc celui appele [couverture 12/14]
Jean 14:12;SKN;63-0319;208;EXACT;verite dis celui croit moi fera lui fais [couverture 11/14]
Jean 14:12;SKN;63-0319;218;PARTIEL;commencé, pas achevé — verite lui
Joel 2:25;SKN;63-0319;177;VALIDE;qua sauterelle milieu
Malachie 4:0;SKN;63-0319;183;VALIDE;chap->v.1: jour vient four jour vient brulera
Marc 16:0;SKN;63-0319;218;VALIDE;chap->v.15: allez monde prechez levangile creation
Matthieu 4:0;SKN;63-0319;280;VALIDE;chap->v.8: lui royaumes monde
Matthieu 4:8;SKN;63-0319;268;EXACT;transporte haute montagne lui montre royaumes monde [couverture 7/10]
Matthieu 11:25-26;SKN;63-0319;78;EXACT;temps jesus seigneur parce cache choses sages intelligents [couverture 7/14]
Matthieu 24:0;SKN;63-0319;231;VALIDE;chap->v.6: entendrez parler guerres bruits guerres fin nest
2 Thessaloniciens 2:7;SKN;63-0318;84;EXACT;mystere diniquite deja seulement celui retient maintenant jusqua [couverture 9/13]
2 Thessaloniciens 2:9;SKN;63-0318;310;PARTIEL;commencé, pas achevé — mensonge
Actes 2:38;SKN;63-0318;212;PARTIEL;commencé, pas achevé — soit don
Apocalypse 5:0;SKN;63-0318;61;VALIDE;chap->v.1: celui etait livre scelle sceaux
Apocalypse 10:0;SKN;63-0318;205;VALIDE;chap->v.7: voix septieme ange sera mystere dieu sera annonce
Apocalypse 10:1;SKN;63-0318;68;PARTIEL;commencé, pas achevé — autre ange
Apocalypse 10:1-7;SKN;63-0318;68;PARTIEL;commencé, pas achevé — autre ange
Apocalypse 12:7-9;SKN;63-0318;362;PARTIEL;commencé, pas achevé — contre
Apocalypse 13:0;SKN;63-0318;363;VALIDE;chap->v.14: terre cause lui bete
Apocalypse 17:0;SKN;63-0318;99;VALIDE;chap->v.10: sept venu sera venu quil temps
Apocalypse 19:11;SKN;63-0318;273;EXACT;vis ciel ouvert voici cheval blanc celui appele [couverture 12/14]
Daniel 9:0;SKN;63-0318;334;VALIDE;chap->v.26: apres semaines messie sera retranche naura rien peuple
Hebreux 4:0;SKN;63-0318;205;VALIDE;chap->v.12: parole dieu penetrante epee deux tranchants jusqua
Jean 12:0;SKN;63-0318;142;VALIDE;chap->v.24: verite verite dis grain ble terre seul sil
Malachie 3:0;SKN;63-0318;209;VALIDE;chap->v.18: alors juste celui celui
Malachie 4:0;SKN;63-0318;206;VALIDE;chap->v.5: prophete avant grand jour
Malachie 4:0;SKN;63-0318;209;VALIDE;chap->v.5: prophete avant jour
Malachie 4:0;SKN;63-0318;214;VALIDE;chap->v.1: voici jour jour
Matthieu 10:0;SKN;63-0318;113;VALIDE;chap->v.15: dis sort sera jour jugement celui
Matthieu 24:0;SKN;63-0318;135;VALIDE;chap->v.6: entendrez parler guerres bruits guerres troubles arrive fin
Matthieu 28:19;SKN;63-0318;212;PARTIEL;commencé, pas achevé — pere
Actes 2:38;SKN;60-1218;403;EXACT;repentez chacun soit baptise nom jesus peches recevrez [couverture 10/14]
Actes 2:39;SKN;60-1218;417;EXACT;promesse vos enfants ceux loin seigneur dieu appellera [couverture 9/10]
Apocalypse 21:0;SKN;60-1218;234;VALIDE;chap->v.1: nouveau ciel nouvelle terre premier ciel premiere terre
Genese 22:0;SKN;60-1218;330;VALIDE;chap->v.12: main lui rien maintenant sais dieu mas fils
Hebreux 11:7;SKN;60-1218;331;PARTIEL;commencé, pas achevé — foi maison
Hebreux 11:17;SKN;60-1218;331;EXACT;foi abraham isaac avait recu offrit fils unique [couverture 8/13]
Hebreux 11:17-19;SKN;60-1218;331;EXACT;foi abraham isaac avait recu offrit fils unique [couverture 8/13]
Hebreux 13:12;SKN;60-1218;381;VALIDE;cest jesus quil
Jean 5:19;SKN;60-1218;368;EXACT;dis fils rien lui quil pere [couverture 6/14]
Jean 14:12;SKN;60-1218;372;EXACT;dis celui lui fais grandes celles men vais [couverture 6/14]
Jean 15:0;SKN;60-1218;285;VALIDE;chap->v.7: demeurez moi mes paroles demeurent voudrez sera
Marc 16:0;SKN;60-1218;373;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera
Marc 16:0;SKN;60-1218;422;VALIDE;chap->v.16: celui baptise sera sauve celui naura sera condamne
Marc 16:0;SKN;60-1218;469;VALIDE;chap->v.18: chose cela imposeront mains ceux
Matthieu 10:0;SKN;60-1218;421;VALIDE;chap->v.37: celui moi nest moi celui moi nest
Matthieu 17:0;SKN;60-1218;378;VALIDE;chap->v.1: apres six jours jesus lui pierre jacques jean
Matthieu 17:2;SKN;60-1218;378;VALIDE;fut transfigure devant eux
Matthieu 24:35;SKN;60-1218;227;PARTIEL;commencé, pas achevé — terre passeront
Matthieu 24:35;SKN;60-1218;233;VALIDE;ciel terre passeront
2 Timothee 2:4;SKN;62-0908;145;PARTIEL;commencé, pas achevé — homme
2 Timothee 4:0;SKN;62-0908;13;VALIDE;chap->v.2: preche parole insiste temps temps reprends exhorte doctrine
2 Timothee 4:0;SKN;62-0908;14;VALIDE;chap->v.1: ten devant dieu jesus juger vivants morts apparition
2 Timothee 4:0;SKN;62-0908;145;VALIDE;chap->v.18: seigneur celeste lui amen
2 Timothee 4:2;SKN;62-0908;13;VALIDE;preche parole insiste temps reprends exhorte doctrine
Daniel 9:0;SKN;62-0908;99;VALIDE;chap->v.4: dieu dis dieu
Daniel 12:0;SKN;62-0908;99;VALIDE;chap->v.8: dis quelle sera choses
Esaie 61:1;SKN;62-0908;36;EXACT;seigneur moi parce oint envoye ceux ont [couverture 6/14]
2 Timothee 2:16;SKN;54-0103E;136;EXACT;evite discours vains profanes ceux avant [couverture 6/9]
Esaie 4:1;SKN;54-0103E;92;EXACT;femmes saisiront seul homme jour disant mangerons propre [couverture 11/14]
Exode 4:24;SKN;54-0103E;79;VALIDE;vint lui mourir
genese 44:8;SKN;54-0103E;165;CORRIGE;annoncé Genese 44:49
Jean 17:17;SKN;54-0103E;56;PARTIEL;commencé, pas achevé — sanctifie
Matthieu 10:0;SKN;54-0103E;56;VALIDE;chap->v.39: celui aura vie celui aura vie moi
2 Timothee 3:0;SKN;58-0109;20;VALIDE;chap->v.5: ayant piete ayant renie toi gens
2 Timothee 3:0;SKN;61-0117;35;VALIDE;chap->v.5: ayant piete ayant puissance gens
Actes 2:38;SKN;61-0117;44;VALIDE;pierre repentez chacun baptise nom jesus recevrez don
Actes 2:38;SKN;61-0117;45;VALIDE;pierre chacun baptise nom jesus recevrez don saint
Actes 19:0;SKN;61-0117;44;VALIDE;chap->v.2: avez recu saint apres cru lui meme saint
Apocalypse 11:0;SKN;61-0117;74;VALIDE;chap->v.1: donne leve dieu ceux
Apocalypse 17:0;SKN;61-0117;74;VALIDE;chap->v.13: ceux seule meme puissance bete
Esaie 9:6;SKN;61-0117;14;VALIDE;fils donne sera nom conseiller dieu pere
Esaie 9:6;SKN;61-0117;16;EXACT;fils donne sera conseiller dieu pere [couverture 5/14]
Esaie 40:0;SKN;61-0117;41;VALIDE;chap->v.10: voici seigneur puissance lui voici lui lui
Ezechiel 1:26;SKN;61-0117;74;PARTIEL;commencé, pas achevé — avait
Genese 1:26;SKN;61-0117;16;VALIDE;dieu homme selon ressemblance poissons mer oiseaux cieux
Genese 3:15;SKN;61-0117;14;VALIDE;toi femme semence lui
Hebreux 6:0;SKN;61-0117;57;VALIDE;chap->v.4: impossible ceux ont fois ont don saint
Jean 5:19;SKN;61-0117;67;EXACT;jesus verite dis fils rien lui meme chose [couverture 7/14]
Jean 14:12;SKN;61-0117;26;VALIDE;dis celui croit moi fera lui fais parce
Jean 14:12;SKN;61-0117;64;EXACT;dis celui croit moi fera lui fais parce [couverture 5/14]
Jean 15:0;SKN;61-0117;46;VALIDE;chap->v.7: demeurez moi mes paroles demeurent demanderez voudrez sera
Malachie 4:0;SKN;61-0117;48;VALIDE;chap->v.1: voici jour vient four ceux seront jour vient
Malachie 4:0;SKN;61-0117;49;VALIDE;chap->v.1: voici jour vient four ceux seront jour vient
Malachie 4:5;SKN;61-0117;49;VALIDE;voici elie prophete avant vienne grand terrible jour
Marc 11:24;SKN;61-0117;19;VALIDE;pourquoi dis croyez
Marc 16:0;SKN;61-0117;26;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera
Matthieu 24:0;SKN;61-0117;57;VALIDE;chap->v.2: lui voyez choses verite dis sera laisse ici
2 Timothee 3:0;SKN;62-0401;290;VALIDE;chap->v.5: ayant forme piete ayant renie puissance gens
Apocalypse 12:0;SKN;62-0401;366;VALIDE;chap->v.9: celui celui terre
Apocalypse 13:11;SKN;62-0401;223;VALIDE;bete terre deux
Genese 1:11;SKN;62-0401;232;EXACT;dieu terre plante semence fruit [couverture 5/14]
Genese 3:1;SKN;62-0401;79;EXACT;serpent etait ruse champs leternel dieu avait femme [couverture 12/14]
Genese 3:1-17;SKN;62-0401;97;VALIDE;etait dieu femme
Hebreux 2:0;SKN;62-0401;332;VALIDE;chap->v.8: lui lui soit maintenant
Hebreux 4:0;SKN;62-0401;317;VALIDE;chap->v.2: meme ceux parole servit rien foi ceux lentendirent
Hebreux 4:2;SKN;62-0401;332;VALIDE;avons meme parole foi
Hebreux 11:0;SKN;62-0401;206;VALIDE;chap->v.5: foi fut quil fut parce dieu avant
Hebreux 11:0;SKN;62-0401;281;VALIDE;chap->v.4: foi abel offrit dieu excellent sacrifice cain sacrifice
Hebreux 13:8;SKN;62-0401;266;VALIDE;jesus meme hier aujourdhui
Jean 10:0;SKN;62-0401;63;VALIDE;chap->v.1: verite verite dis celui nentre porte bergerie brebis
Jean 14:0;SKN;62-0401;258;VALIDE;chap->v.10: crois moi pere pere moi moi dis dis
Jean 14:11;SKN;62-0401;233;PARTIEL;commencé, pas achevé — moi pere
Malachie 4:0;SKN;62-0401;328;VALIDE;chap->v.1: jour ceux jour
Malachie 4:0;SKN;62-0401;329;VALIDE;chap->v.1: jour ceux jour
Matthieu 28:19;SKN;62-0401;167;VALIDE;nom pere fils saint
Psaumes 1:0;SKN;62-0401;228;VALIDE;chap->v.3: sera arbre plante pres fruit saison fletrit quil
Zacharie 4:6;SKN;62-0401;359;EXACT;parla cest ici parole force puissance esprit [couverture 7/14]
2 Timothee 3:0;SKN;63-0412M;102;VALIDE;chap->v.8: meme maniere jannes jambres moise ainsi verite hommes
Apocalypse 10:1-7;SKN;63-0412M;171;EXACT;vis autre ange ciel [couverture 5/14]
Apocalypse 13:0;SKN;63-0412M;200;VALIDE;chap->v.10: quelquun quelquun cest
Apocalypse 17:0;SKN;63-0412M;200;VALIDE;chap->v.1: parla viens ici
Deuteronome 4:0;SKN;63-0412M;16;VALIDE;chap->v.10: jour devant leternel dieu horeb leternel assemble moi
Deuteronome 4:10;SKN;63-0412M;16;EXACT;jour devant leternel dieu horeb assemble moi peuple [couverture 12/14]
Hebreux 12:25;SKN;63-0412M;17;EXACT;garde celui parle ceux nont echappe refuserent oracles [couverture 11/14]
2 Timothee 3:0;SKN;63-0707M;325;VALIDE;chap->v.4: traitres enfles plutot dieu
Actes 2:0;SKN;63-0707M;164;VALIDE;chap->v.17: arrivera derniers jours dieu esprit chair vos fils
Actes 2:38;SKN;63-0707M;122;PARTIEL;commencé, pas achevé — christ saint
Apocalypse 17:0;SKN;63-0707M;55;VALIDE;chap->v.17: dieu seule meme
Hebreux 6:0;SKN;63-0707M;233;VALIDE;chap->v.4: impossible ceux ont fois eclaires ont goute don
Hebreux 6:1;SKN;63-0707M;233;EXACT;pourquoi laissant parole christ nouveau fondement repentance [couverture 7/14]
Hebreux 10:0;SKN;63-0707M;247;VALIDE;chap->v.7: alors ecrit moi dieu
Hebreux 13:8;SKN;63-0707M;81;VALIDE;jesus christ meme hier
Hebreux 13:8;SKN;63-0707M;120;VALIDE;jesus christ meme hier
Hebreux 13:8;SKN;63-0707M;159;VALIDE;jesus meme hier
Hebreux 13:8;SKN;63-0707M;226;EXACT;jesus christ meme hier aujourdhui [couverture 5/6]
Hebreux 13:8;SKN;63-0707M;232;VALIDE;jesus christ meme hier
Jean 1:0;SKN;63-0707M;232;VALIDE;chap->v.1: etait parole parole etait dieu parole etait dieu
Jean 14:12;SKN;63-0707M;168;PARTIEL;commencé, pas achevé — fais
Jean 14:12;SKN;63-0707M;226;VALIDE;moi lui fais
Jean 15:0;SKN;63-0707M;226;VALIDE;chap->v.4: demeurez moi moi lui meme demeure meme
actes 2:38;SKN;63-0707M;164;CORRIGE;annoncé Joel 2:38
Marc 16:0;SKN;63-0707M;160;VALIDE;chap->v.17: ici signes accompagneront ceux auront cru nom chasseront
Marc 16:0;SKN;63-0707M;179;VALIDE;chap->v.16: celui cru baptise sera sauve celui cru sera
2 Timothee 3:0;SKN;63-1115;179;VALIDE;chap->v.5: ayant piete ayant renie puissance gens
Apocalypse 6:12;SKN;63-1115;52;EXACT;ouvrit sixieme sceau grand tremblement terre soleil devint [couverture 10/14]
Hebreux 12:25;SKN;63-1115;52;VALIDE;garde celui parle ceux echappe refuserent oracles terre
Hebreux 13:8;SKN;63-1115;210;VALIDE;jesus meme eternellement
Matthieu 10:0;SKN;63-1115;109;VALIDE;chap->v.16: voici moi soyez
2 Timothee 3:0;SKN;63-1201E;58;VALIDE;chap->v.4: enfles dorgueil dieu
Actes 2:38;SKN;63-1201E;101;EXACT;pierre repentez chacun soit baptise nom jesus peches [couverture 9/14]
Apocalypse 3:0;SKN;63-1201E;53;VALIDE;chap->v.12: dieu jamais dehors lui nom dieu nom
Apocalypse 17:0;SKN;63-1201E;49;VALIDE;chap->v.4: femme etait main
2 Timothee 3:0;SKN;64-0726M;163;VALIDE;chap->v.1: ceci derniers jours temps
2 Timothee 3:0;SKN;64-0726M;165;VALIDE;chap->v.5: ayant piete ayant gens
Apocalypse 3:0;SKN;64-0726M;57;VALIDE;chap->v.12: celui dieu jamais nom dieu nom
Apocalypse 11:0;SKN;64-0726M;67;VALIDE;chap->v.15: septieme trompette monde venu
Ezechiel 37:0;SKN;64-0726M;54;VALIDE;chap->v.1: main leternel leternel milieu etait remplie dossements
Malachie 3:0;SKN;64-0726M;110;VALIDE;chap->v.1: voici jenvoie messager preparera chemin devant moi seigneur
Malachie 4:0;SKN;64-0726M;119;VALIDE;chap->v.1: voici jour vient jour vient
Malachie 4:0;SKN;64-0726M;120;VALIDE;chap->v.1: voici jour vient jour vient
Malachie 4:0;SKN;64-0726M;121;VALIDE;chap->v.1: voici jour vient jour vient
2 Timothee 3:1;SKN;62-0603;30;VALIDE;ceci derniers jours temps
Apocalypse 17:0;SKN;62-0603;30;VALIDE;chap->v.1: lun sept anges avaient sept vint parla disant
Exode 34:12;SKN;62-0603;30;VALIDE;garde toi pays lequel vas entrer peur quil
Genese 6:0;SKN;62-0603;30;VALIDE;chap->v.9: ici generations noe noe etait homme juste etait
Jean 5:24;SKN;62-0603;30;VALIDE;verite dis celui entend parole croit envoye vie
Jean 14:0;SKN;62-0603;30;VALIDE;chap->v.10: crois moi suis pere pere moi paroles moi
Malachie 3:0;SKN;62-0603;30;VALIDE;chap->v.7: jours vos peres etes mes avez gardes moi
Malachie 4:0;SKN;62-0603;30;VALIDE;chap->v.6: fera retourner peres fils fils peres peur vienne
Marc 16:0;SKN;62-0603;30;VALIDE;chap->v.9: etant ressuscite matin premier jour semaine apparut marie
Matthieu 11:6;SKN;62-0603;30;PARTIEL;commencé, pas achevé — quiconque moi
Matthieu 24:0;SKN;62-0603;30;VALIDE;chap->v.2: lui voyez choses verite dis sera laisse ici
2 Timothee 4:0;SKN;57-0120M;13;VALIDE;chap->v.5: toi sois choses fais dun evangeliste pleinement
2 Timothee 4:0;SKN;57-0126B;57;VALIDE;chap->v.3: aura temps sain ayant docteurs selon
Actes 2:0;SKN;57-0126B;52;VALIDE;chap->v.29: freres quil soit quil mort quil
Jean 3:16;SKN;57-0126B;51;VALIDE;dieu monde quil unique
Jean 5:19;SKN;57-0126B;59;EXACT;jesus verite dis fils rien lui quil chose [couverture 5/14]
Jean 14:12;SKN;57-0126B;22;VALIDE;verite lui fais parce
Marc 11:24;SKN;57-0126B;22;PARTIEL;commencé, pas achevé — cest croyez
