ref;traduction;code;paragraphe;statut;cadre;note
Jean 4:42;SKN;59-0422;32;VALIDE;CONCEPT;chapitre résolu v42 (4 mots: connaissons croyons disaient memes)
Jean 4:52;SKN;59-0422;32;VALIDE;CONCEPT;chapitre résolu v52 (3 mots: mieux quitte setait)
Jean 5:19;SKN;59-0422;22;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 6/14]
Jean 5:19;SKN;59-0422;56;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 7/14]
Jean 6:24;SKN;59-0422;32;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: disciples memes vit)
Marc 16:15;SKN;59-0422;76;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: creation levangile prechez)
Marc 16:17;SKN;59-0422;76;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
Matthieu 10:5;SKN;59-0422;31;VALIDE;CONCEPT;chapitre résolu v5 (4 mots: chemin envoya nentrez samaritains)
Matthieu 10:6;SKN;59-0422;31;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: brebis disrael perdues)
Matthieu 10:25;SKN;59-0422;31;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: appele beelzebul maitre)
1 Corinthiens 12:10;SKN;59-0814;63;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: langues linterpretation prophetie)
1 Corinthiens 12:28;SKN;59-0814;63;VALIDE;CONCEPT;chapitre résolu v28 (5 mots: apotres docteurs dons langues prophetes)
1 Corinthiens 12:29;SKN;59-0814;63;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: apotres docteurs prophetes)
Psaumes 46:1;SKN;59-0814;14;VALIDE;CONCEPT;dieu refuge secours
Psaumes 119:56;SKN;59-0814;14;VALIDE;CONCEPT;cela jai tes preceptes
1 Corinthiens 12:2;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: etiez nations selon)
1 Corinthiens 12:10;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: langues miracles prophetie)
1 Corinthiens 12:12;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: membres plusieurs soient)
1 Corinthiens 12:28;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v28 (5 mots: apotres dons langues lassemblee miracles)
1 Corinthiens 12:29;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: apotres font miracles)
1 Corinthiens 12:31;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v31 (4 mots: chemin dons grands montre)
Apocalypse 12:4;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: aurait devore lorsquelle tenait)
Apocalypse 12:5;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: fer nations trone)
Apocalypse 12:9;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: ancien anges appele diable)
Apocalypse 12:10;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: pouvoir royaume voix)
Apocalypse 12:11;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v11 (4 mots: lagneau lont nont temoignage)
Apocalypse 12:12;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: cieux descendu diable)
Galates 1:8;SKN;59-0823;126;VALIDE;CONCEPT;memes ange venu ciel avons quil soit anatheme
Matthieu 1:16;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: appele joseph marie)
Matthieu 1:18;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v18 (9 mots: arriva enceinte ensemble fiancee joseph marie naissance soient)
Matthieu 1:20;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v20 (5 mots: ange aupres david joseph marie)
Matthieu 1:21;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: enfantera peches sauvera)
Matthieu 1:23;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v23 (4 mots: emmanuel enceinte enfantera vierge)
Matthieu 1:24;SKN;59-0823;126;VALIDE;CONCEPT;chapitre résolu v24 (4 mots: aupres fit joseph lange)
Matthieu 11:11;SKN;59-0823;59;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: aucun cieux suscite)
Matthieu 28:19;SKN;59-0823;126;VALIDE;CONCEPT;allez faites disciples nations baptisant nom pere fils
Romains 3:4;SKN;59-0823;34;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: ecrit menteur selon sorte)
Romains 3:4;SKN;59-0823;64;VALIDE;CONCEPT;dieu soit vrai ecrit
Jean 14:12;SKN;59-1125;52;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: croit grandes men)
Jean 14:28;SKN;59-1125;52;VALIDE;CONCEPT;chapitre résolu v28 (3 mots: men rejouis viens)
Jean 19:5;SKN;59-1125;54;PARTIEL;CONCEPT;commencé, pas achevé — jesus vetement
1 Corinthiens 12:13;SKN;59-1216;131;VALIDE;CONCEPT;chapitre résolu v13 (6 mots: abreuves baptises esclaves grecs juifs libres)
1 Jean 2:1;SKN;59-1216;60;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: aupres avocat ecris pechiez)
1 Jean 2:2;SKN;59-1216;60;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: entier notres peches)
1 Jean 2:1;SKN;59-1216;60;EXACT;CONCEPT;mes enfants ecris choses afin pechiez quelquun peche [couverture 13/14]
1 Jean 2:12;SKN;59-1216;60;EXACT;CONCEPT;ecris enfants parce vos peches [couverture 5/7]
1 Jean 16:7;SKN;59-1216;59;LAPSUS;CONCEPT;annoncé — dit en réalité jean 16:7
jean 16:7;SKN;59-1216;59;LAPSUS-LU;CONCEPT;lu — annoncé sous 1 Jean 16:7
Actes 1:8;SKN;59-1216;101;EXACT;CONCEPT;recevrez puissance saint serez mes temoins jerusalem judee [couverture 11/14]
Actes 2:15;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: heure ivres troisieme)
Actes 2:17;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v17 (9 mots: chair derniers filles jeunes prophetiseront repandrai songes vieillards)
Actes 2:18;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: prophetiseront repandrai serviteurs)
Actes 2:20;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v20 (3 mots: lune soleil tenebres)
Actes 2:21;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: invoquera quiconque sauve)
Actes 2:22;SKN;59-1216;97;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: israelites paroles prodiges)
Actes 8:14;SKN;59-1216;124;VALIDE;CONCEPT;etaient jerusalem ayant avait recu parole dieu pierre
Ephesiens 4:30;SKN;59-1216;45;EXACT;CONCEPT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9]
Ephesiens 4:30;SKN;59-1216;46;EXACT;CONCEPT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9]
Esaie 28:8;SKN;59-1216;67;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: pleines sales tables)
Galates 1:8;SKN;59-1216;131;VALIDE;CONCEPT;ange venu ciel avons quil soit anatheme
Galates 3:29;SKN;59-1216;40;EXACT;CONCEPT;etes christ dabraham heritiers selon promesse [couverture 7/8]
Hebreux 4:10;SKN;59-1216;95;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: repos repose siennes)
Jean 14:12;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: croit grandes men)
Jean 14:15;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: commandements gardez maimez)
Jean 14:16;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v16 (4 mots: consolateur donnera eternellement prierai)
Jean 14:17;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v17 (5 mots: connaissez connait demeure recevoir voit)
Jean 14:18;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: laisserai orphelins viens)
Jean 14:19;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v19 (4 mots: verra verrez vis vivrez)
Jean 14:24;SKN;59-1216;56;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: celle envoye paroles)
Jean 16:7;SKN;59-1216;59;EXACT;CONCEPT;dis verite avantageux moi men aille vais consolateur [couverture 13/14]
Joel 2:28;SKN;59-1216;96;EXACT;CONCEPT;apres cela repandrai esprit chair vos fils filles [couverture 12/14]
Luc 24:49;SKN;59-1216;98;VALIDE;CONCEPT;voici pere ville jusqua soyez revetus puissance den
Romains 4:17;SKN;59-1216;41;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: nations plusieurs selon)
Romains 4:18;SKN;59-1216;41;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: nations plusieurs selon)
Actes 1:3;SKN;60-0911E;77;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: etant royaume vivant)
Actes 1:8;SKN;60-0911E;72;EXACT;CONCEPT;recevrez puissance saint serez mes temoins jerusalem judee [couverture 10/14]
Actes 1:8;SKN;60-0911E;73;EXACT;CONCEPT;recevrez puissance saint serez mes temoins jerusalem judee [couverture 10/14]
Actes 1:8;SKN;60-0911E;80;VALIDE;CONCEPT;saint serez mes temoins
Actes 5:32;SKN;60-0911E;89;EXACT;CONCEPT;lui sommes temoins choses ainsi saint dieu donne [couverture 10/12]
Actes 7:38;SKN;60-0911E;31;PARTIEL;CONCEPT;commencé, pas achevé — lui nos
Apocalypse 13:1;SKN;60-0911E;49;VALIDE;CONCEPT;chapitre résolu v1 (8 mots: bete cornes dix mer noms sept tetes vis)
Apocalypse 13:2;SKN;60-0911E;49;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: bete dragon vis)
Apocalypse 13:3;SKN;60-0911E;49;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: bete tetes vis)
Apocalypse 13:11;SKN;60-0911E;49;VALIDE;CONCEPT;chapitre résolu v11 (6 mots: agneau bete cornes dragon parlait vis)
Apocalypse 13:1;SKN;60-0911E;50;VALIDE;CONCEPT;chapitre résolu v1 (8 mots: bete cornes dix mer noms sept tetes vis)
Apocalypse 13:2;SKN;60-0911E;50;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: bete dragon vis)
Apocalypse 13:3;SKN;60-0911E;50;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: bete tetes vis)
Apocalypse 13:11;SKN;60-0911E;50;VALIDE;CONCEPT;chapitre résolu v11 (6 mots: agneau bete cornes dragon parlait vis)
Apocalypse 17:1;SKN;60-0911E;41;VALIDE;CONCEPT;chapitre résolu v1 (9 mots: anges assise coupes eaux montrerai prostituee sept viens)
Apocalypse 17:3;SKN;60-0911E;41;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: assise bete sept)
Apocalypse 17:9;SKN;60-0911E;41;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: assise sagesse sept)
Apocalypse 17:13;SKN;60-0911E;41;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: bete pensee pouvoir)
Apocalypse 17:15;SKN;60-0911E;41;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: assise eaux prostituee)
Colossiens 1:17;SKN;60-0911E;78;EXACT;CONCEPT;lui avant choses subsistent [couverture 6/6]
Colossiens 3:26;SKN;60-0911E;155;LAPSUS;CONCEPT;annoncé — dit en réalité colossiens 3:11
colossiens 3:11;SKN;60-0911E;155;LAPSUS-LU;CONCEPT;lu — annoncé sous Colossiens 3:26
Ephesiens 1:22;SKN;60-0911E;74;VALIDE;CONCEPT;pieds donne chef
Ephesiens 4:30;SKN;60-0911E;137;EXACT;CONCEPT;saint dieu lequel avez scelles jour redemption [couverture 7/9]
Ephesiens 5:25;SKN;60-0911E;158;PARTIEL;CONCEPT;commencé, pas achevé — christ
Galates 3:26;SKN;60-0911E;155;EXACT;CONCEPT;etes fils dieu foi christ jesus [couverture 6/6]
Hebreux 12:13;SKN;60-0911E;159;PARTIEL;CONCEPT;commencé, pas achevé — afin plutot
Hebreux 13:8;SKN;60-0911E;89;VALIDE;CONCEPT;jesus meme hier
Hebreux 13:12;SKN;60-0911E;157;EXACT;CONCEPT;jesus afin sanctifie peuple propre sang souffert hors [couverture 9/12]
Jean 3:5;SKN;60-0911E;163;EXACT;CONCEPT;jesus verite entrer royaume dieu [couverture 6/12]
Jean 14:12;SKN;60-0911E;90;EXACT;CONCEPT;verite dis celui croit moi fera lui fais [couverture 12/14]
Luc 24:47;SKN;60-0911E;86;VALIDE;CONCEPT;chapitre résolu v47 (6 mots: jerusalem nations peches prechees remission repentance)
Luc 24:26;SKN;60-0911E;86;PARTIEL;CONCEPT;commencé, pas achevé — christ choses
Luc 24:29;SKN;60-0911E;118;PARTIEL;CONCEPT;commencé, pas achevé — rester
Luc 24:49;SKN;60-0911E;71;EXACT;CONCEPT;voici pere ville soyez revetus puissance haut [couverture 7/13]
Marc 16:14;SKN;60-0911E;92;VALIDE;CONCEPT;chapitre résolu v14 (8 mots: apparut cru durete incredulite onze reprocha ressuscite table)
Marc 16:16;SKN;60-0911E;117;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: aura baptise cru)
Marc 16:17;SKN;60-0911E;117;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Matthieu 10:1;SKN;60-0911E;111;VALIDE;CONCEPT;chapitre résolu v1 (7 mots: chasser disciples donna douze esprits guerir maladie)
Matthieu 10:5;SKN;60-0911E;111;VALIDE;CONCEPT;chapitre résolu v5 (4 mots: donna douze envoya nations)
Matthieu 10:1;SKN;60-0911E;105;PARTIEL;CONCEPT;commencé, pas achevé — disciples chasser
Matthieu 10:1;SKN;60-0911E;111;VALIDE;CONCEPT;douze disciples donna esprits chasser guerir maladie
Matthieu 16:28;SKN;60-0911E;75;VALIDE;CONCEPT;chapitre résolu v28 (3 mots: aient royaume uns)
Matthieu 16:18;SKN;60-0911E;10;VALIDE;CONCEPT;dis pierre roc batirai portes prevaudront contre
Matthieu 16:18;SKN;60-0911E;72;VALIDE;CONCEPT;roc batirai portes contre
Matthieu 28:20;SKN;60-0911E;88;VALIDE;CONCEPT;choses voici moi suis
1 Corinthiens 12:28;SKN;61-0118;69;VALIDE;CONCEPT;chapitre résolu v28 (4 mots: apotres docteurs dons prophetes)
1 Corinthiens 12:29;SKN;61-0118;69;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: apotres docteurs prophetes)
Actes 10:49;SKN;61-0118;60;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:48
actes 10:48;SKN;61-0118;60;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Esaie 9:6;SKN;61-0118;29;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: conseiller paix prince)
Hebreux 13:8;SKN;61-0118;25;VALIDE;CONCEPT;jesus meme hier aujourdhui eternellement
Jean 5:3;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: boiteux leau membres)
Jean 5:4;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: gueri leau premier)
Jean 5:7;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v7 (4 mots: descend jette leau nai)
Jean 5:9;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: fut gueri lit)
Jean 5:10;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: gueri juifs lit)
Jean 5:11;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: gueri lit prends)
Jean 5:15;SKN;61-0118;55;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: gueri juifs lavait)
Jean 5:19;SKN;61-0118;55;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 14:12;SKN;61-0118;27;VALIDE;CONCEPT;dis celui croit moi fera lui fais
Marc 16:17;SKN;61-0118;97;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
1 Corinthiens 12:28;SKN;61-0414;12;VALIDE;CONCEPT;chapitre résolu v28 (7 mots: apotres dabord docteurs dons langues miracles prophetes)
1 Corinthiens 12:29;SKN;61-0414;12;VALIDE;CONCEPT;chapitre résolu v29 (4 mots: apotres docteurs miracles prophetes)
1 Corinthiens 12:30;SKN;61-0414;12;VALIDE;CONCEPT;chapitre résolu v30 (4 mots: dons interpretent langues parlent)
1 Timothee 3:16;SKN;61-0414;70;EXACT;CONCEPT;contredit mystere piete grand dieu manifeste chair esprit [couverture 8/14]
Jean 5:19;SKN;61-0414;5;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 5/14]
Jean 14:7;SKN;61-0414;68;PARTIEL;CONCEPT;commencé, pas achevé — pere maintenant
1 Corinthiens 12:28;SKN;61-0515;6;VALIDE;CONCEPT;chapitre résolu v28 (4 mots: apotres docteurs dons prophetes)
1 Corinthiens 12:29;SKN;61-0515;6;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: apotres docteurs prophetes)
Marc 16:15;SKN;61-0515;21;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: creation levangile prechez)
Marc 16:17;SKN;61-0515;21;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
Actes 2:38;SKN;62-0609E;48;VALIDE;CONCEPT;pierre repentez chacun soit baptise nom jesus christ
Esaie 32:2;SKN;62-0609E;9;VALIDE;CONCEPT;sera contre vent abri deau lieu lombre dun
Hebreux 4:12;SKN;62-0609E;68;VALIDE;CONCEPT;parole dieu penetrante epee deux tranchants jusqua lesprit
Jean 5:24;SKN;62-0609E;48;VALIDE;CONCEPT;verite celui entend parole croit envoye vie eternelle
Jean 14:12;SKN;62-0609E;49;VALIDE;CONCEPT;verite celui croit moi fera lui fais parce
Marc 16:17;SKN;62-0609E;48;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Marc 16:17;SKN;62-0609E;49;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Proverbes 18:10;SKN;62-0609E;9;VALIDE;CONCEPT;nom leternel forte tour juste trouve
Actes 2:38;SKN;62-1014M;129;PARTIEL;CONCEPT;commencé, pas achevé — jesus christ
Actes 7:38;SKN;62-1014M;52;VALIDE;CONCEPT;chapitre résolu v38 (3 mots: desert fut peres)
Actes 7:44;SKN;62-1014M;52;VALIDE;CONCEPT;chapitre résolu v44 (6 mots: desert modele ordonne peres tabernacle temoignage)
Actes 7:45;SKN;62-1014M;52;VALIDE;CONCEPT;chapitre résolu v45 (8 mots: chassa david josue jusquaux layant lintroduisirent nations peres)
Actes 7:46;SKN;62-1014M;52;VALIDE;CONCEPT;chapitre résolu v46 (5 mots: demanda jacob tabernacle trouva trouver)
Actes 7:49;SKN;62-1014M;52;VALIDE;CONCEPT;chapitre résolu v49 (4 mots: batirez marchepied repos trone)
Actes 10:49;SKN;62-1014M;164;LAPSUS;CONCEPT;annoncé — dit en réalité actes 10:44
actes 10:44;SKN;62-1014M;164;LAPSUS-LU;CONCEPT;lu — annoncé sous Actes 10:49
Actes 19:11;SKN;62-1014M;151;PARTIEL;CONCEPT;commencé, pas achevé — dieu
Actes 28:19;SKN;62-1014M;129;PARTIEL;CONCEPT;commencé, pas achevé — quelque contre
Ephesiens 4:11;SKN;62-1014M;224;VALIDE;CONCEPT;chapitre résolu v11 (6 mots: apotres docteurs evangelistes pasteurs prophetes uns)
Ephesiens 4:12;SKN;62-1014M;224;VALIDE;CONCEPT;chapitre résolu v12 (4 mots: ledification perfectionnement saints vue)
Ephesiens 4:13;SKN;62-1014M;224;VALIDE;CONCEPT;chapitre résolu v13 (6 mots: connaissance dhomme letat lunite mesure stature)
Esaie 28:19;SKN;62-1014M;215;VALIDE;CONCEPT;quil apres jour sera
Hebreux 10:5;SKN;62-1014M;53;VALIDE;CONCEPT;chapitre résolu v5 (6 mots: entrant forme mas nas sacrifice voulu)
Hebreux 11:6;SKN;62-1014M;84;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: impossible recherchent remunerateur)
Hebreux 11:32;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v32 (7 mots: davantage david dirai gedeon prophetes samson samuel)
Hebreux 11:33;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v33 (6 mots: fermerent gueule justice lions obtinrent royaumes)
Hebreux 11:34;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v34 (6 mots: armees echapperent eteignirent furent lepee tranchant)
Hebreux 11:35;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v35 (7 mots: dautres delivrance dobtenir furent meilleure resurrection tortures)
Hebreux 11:36;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v36 (4 mots: dautres furent moqueries prison)
Hebreux 11:37;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v37 (10 mots: brebis chevres furent lapides lepee maltraites moururent peaux)
Hebreux 11:38;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v38 (5 mots: cavernes deserts desquels digne montagnes)
Hebreux 11:39;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v39 (3 mots: ayant nont temoignage)
Hebreux 11:40;SKN;62-1014M;268;VALIDE;CONCEPT;chapitre résolu v40 (4 mots: ayant meilleur perfection vue)
Jacques 5:14;SKN;62-1014M;151;VALIDE;CONCEPT;quelquun quil lui
Jean 3:16;SKN;62-1014M;151;EXACT;CONCEPT;dieu monde quil lui [couverture 5/14]
Jean 5:14;SKN;62-1014M;151;PARTIEL;CONCEPT;commencé, pas achevé — choses lui
Jean 14:7;SKN;62-1014M;108;PARTIEL;CONCEPT;commencé, pas achevé — maintenant
Matthieu 5:48;SKN;62-1014M;222;EXACT;CONCEPT;soyez parfaits pere celeste parfait [couverture 5/5]
Matthieu 5:48;SKN;62-1014M;223;EXACT;CONCEPT;soyez parfaits pere celeste parfait [couverture 5/5]
Psaumes 1:3;SKN;62-1014M;139;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: arbre plante pres)
2 Pierre 1:3;SKN;62-1104M;61;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: connaissance piete vertu)
2 Pierre 1:6;SKN;62-1104M;61;VALIDE;CONCEPT;chapitre résolu v6 (4 mots: connaissance patience piete temperance)
2 Timothee 4:3;SKN;62-1104M;236;VALIDE;CONCEPT;chapitre résolu v3 (6 mots: ayant convoitises docteurs propres selon supporteront)
2 Timothee 4:10;SKN;62-1104M;236;VALIDE;CONCEPT;chapitre résolu v10 (5 mots: abandonne ayant demas present siecle)
Apocalypse 16:1;SKN;62-1104M;173;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: anges coupes sept)
Apocalypse 17:3;SKN;62-1104M;178;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: ayant blaspheme noms pleine)
Apocalypse 17:3;SKN;62-1104M;173;EXACT;CONCEPT;esprit desert vis femme assise bete ecarlate pleine [couverture 5/14]
Apocalypse 17:3;SKN;62-1104M;175;EXACT;CONCEPT;esprit desert vis femme assise bete ecarlate pleine [couverture 11/14]
Apocalypse 17:15;SKN;62-1104M;174;VALIDE;CONCEPT;eaux prostituee assise
Ephesiens 1:5;SKN;62-1104M;134;VALIDE;CONCEPT;predestines jesus christ bon
Ephesiens 4:30;SKN;62-1104M;150;EXACT;CONCEPT;saint dieu lequel scelles jour redemption [couverture 6/9]
Jean 3:16;SKN;62-1104M;157;VALIDE;CONCEPT;dieu fils lui
Hebreux 13:8;SKN;63-0728;131;EXACT;CONCEPT;christ meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:24;SKN;63-0728;24;EXACT;CONCEPT;celui entend parole croit envoye vie vient jugement [couverture 10/14]
Jean 14:12;SKN;63-0728;125;EXACT;CONCEPT;dis celui croit moi fera uvres fais [couverture 9/14]
Jean 14:12;SKN;63-0728;578;EXACT;CONCEPT;dis celui croit moi fera lui uvres fais [couverture 10/14]
Malachie 3:1;SKN;63-0728;340;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: chemin jenvoie messager)
Malachie 3:1;SKN;63-0728;577;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: jenvoie lalliance messager)
Marc 16:17;SKN;63-0728;238;VALIDE;CONCEPT;chapitre résolu v17 (5 mots: accompagneront auront cru demons langues)
Matthieu 11:25;SKN;63-0728;291;EXACT;CONCEPT;temps jesus pere ciel terre parce cache sages [couverture 9/14]
Matthieu 16:15;SKN;63-0728;214;EXACT;CONCEPT;dites suis [couverture 2/2]
Psaumes 1:3;SKN;63-0728;427;VALIDE;CONCEPT;chapitre résolu v3 (5 mots: arbre fruit plante pres saison)
Actes 16:31;SKN;63-0901M;366;EXACT;CONCEPT;crois seigneur jesus sauve toi [couverture 5/8]
Actes 19:1;SKN;63-0901M;103;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: certains disciples ephese paul)
Actes 19:26;SKN;63-0901M;103;VALIDE;CONCEPT;chapitre résolu v26 (3 mots: ephese lasie paul)
Ephesiens 2:12;SKN;63-0901M;376;PARTIEL;CONCEPT;commencé, pas achevé — temps dieu
Ephesiens 4:30;SKN;63-0901M;400;EXACT;CONCEPT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9]
Genese 4:10;SKN;63-0901M;355;VALIDE;CONCEPT;sang frere crie terre
Genese 4:10;SKN;63-0901M;357;VALIDE;CONCEPT;sang frere crie terre
Genese 9:11;SKN;63-0901M;322;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: alliance aura chair)
Genese 9:16;SKN;63-0901M;322;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: chair lalliance perpetuelle)
