ref;traduction;code;paragraphe;nb_mots;mots
Luc 11:29;SKN;58-0613;26;3;generation jonas mechante
Luc 11:32;SKN;58-0613;26;3;generation jonas repentis
Luc 17:27;SKN;58-0613;44;5;deluge entra larche noe vint
Luc 24:32;SKN;58-0620;14;5;brulait chemin dedans lorsquil parlait
Luc 11:32;SKN;58-0620;26;4;generation jonas ninive predication
Luc 11:32;SKN;58-0620;31;3;jonas ninive repentis
Luc 11:29;SKN;58-0620;32;3;generation jonas mechante
Luc 19:4;SKN;58-0620;45;3;allait courant monta
Luc 11:29;SKN;58-0625;25;3;generation jonas mechante
Luc 11:29;SKN;58-0625;27;3;generation jonas mechante
Luc 11:32;SKN;58-0625;33;4;jonas ninive predication repentis
Luc 11:29;SKN;58-0625;34;3;generation jonas mechante
Luc 24:30;SKN;58-0720M;7;3;pain rompu table
Luc 2:4;SKN;58-1002;27;4;bethlehem famille joseph judee
Luc 24:47;SKN;58-1005M;102;3;peches remission repentance
Luc 2:4;SKN;58-1221M;53;3;bethlehem joseph judee
Luc 2:4;SKN;58-1221M;105;7;bethlehem david galilee joseph judee monta nazareth
Luc 2:39;SKN;58-1221M;105;5;accompli galilee nazareth retournerent selon
Luc 17:20;SKN;58-1221M;105;5;etant lattention maniere pharisiens royaume
Luc 21:24;SKN;58-1221M;105;4;jerusalem nations pieds tranchant
Luc 24:33;SKN;58-1221M;105;4;jerusalem levant lheure retournerent
Luc 24:52;SKN;58-1221M;105;4;jerusalem joie rendu retournerent
Luc 2:4;SKN;58-1228;83;3;bethlehem david judee
Luc 2:22;SKN;59-0211;6;4;jerusalem loi purification selon
Luc 24:47;SKN;59-0329M;35;3;peches remission repentance
Luc 3:16;SKN;59-0329M;57;4;baptise digne duquel puissant
Luc 17:7;SKN;59-0329M;57;6;avance ayant esclave mets revient suite
Luc 24:44;SKN;59-0403;9;3;ecrites paroles psaumes
Luc 11:32;SKN;59-0405E;10;6;generation jonas jugement leveront predication repentis
Luc 17:29;SKN;59-0416;48;3;lot sodome sortit
Luc 24:30;SKN;59-0628E;56;3;pain prit rompu
Luc 24:47;SKN;59-0628E;142;4;nations peches remission soient
Luc 2:22;SKN;59-0708M;5;3;furent jerusalem porterent
Luc 24:30;SKN;59-0812;16;3;pain prit rompu
Luc 2:39;SKN;59-0823;126;4;accompli eurent selon sen
Luc 3:16;SKN;59-0823;126;4;baptise duquel leau puissant
Luc 24:47;SKN;59-0823;126;5;nations peches prechees repentance soient
Luc 7:37;SKN;59-0920;8;3;pecheresse plein table
Luc 10:11;SKN;59-0920;8;5;approche attachee pieds royaume sachez
Luc 11:29;SKN;59-0920;8;3;foules jonas mit
Luc 24:23;SKN;59-0920;8;4;disent quelles venues vivant
Luc 24:44;SKN;59-0920;8;6;accomplies disais paroles prophetes psaumes soient
Luc 2:4;SKN;59-1126;17;3;galilee joseph judee
Luc 5:8;SKN;59-1129;57;3;genoux jeta pecheur
Luc 7:38;SKN;59-1129;273;3;cheveux pleurant tenant
Luc 18:2;SKN;59-1216;125;3;certain craignait respectait
Luc 2:39;SKN;59-1220E;114;3;eurent nazareth selon
Luc 11:29;SKN;60-0110;14;3;generation jonas mechante
Luc 11:32;SKN;60-0110;14;7;condamneront generation jonas jugement leveront ninive predication
Luc 11:32;SKN;60-0110;25;4;jonas ninive predication repentis
Luc 11:29;SKN;60-0110;26;3;generation jonas mechante
Luc 11:32;SKN;60-0110;26;5;generation jonas jugement predication repentis
Luc 11:29;SKN;60-0110;27;3;generation jonas mechante
Luc 7:38;SKN;60-0229;54;4;mit pieds pleurant tenant
Luc 7:49;SKN;60-0229;54;5;memes mirent pardonne peches table
Luc 10:11;SKN;60-0229;54;4;approche pieds royaume sachez
Luc 11:24;SKN;60-0229;54;3;immonde lieux repos
Luc 11:29;SKN;60-0229;54;3;generation mechante mit
Luc 17:29;SKN;60-0229;54;4;fit lot sodome sortit
Luc 18:5;SKN;60-0229;54;5;cesse justice neanmoins peur revenant
Luc 21:24;SKN;60-0229;54;5;jerusalem nations pieds seront tomberont
Luc 24:12;SKN;60-0229;54;3;alla courut leve
Luc 24:33;SKN;60-0229;54;3;jerusalem retournerent trouverent
Luc 24:44;SKN;60-0229;54;5;ecrites loi paroles prophetes soient
Luc 24:52;SKN;60-0229;54;4;ayant jerusalem joie retournerent
Luc 2:4;SKN;60-0305;5;3;galilee judee monta
Luc 24:21;SKN;60-0311;15;3;esperions israel troisieme
Luc 17:29;SKN;60-0312;54;3;lot sodome sortit
Luc 2:4;SKN;60-0331;18;3;appelee judee nazareth
Luc 16:24;SKN;60-0402;2;3;aie pitie tourmente
Luc 24:1;SKN;60-0417M;34;4;aromates premier semaine sepulcre
Luc 24:5;SKN;60-0417M;34;3;cherchez dirent epouvantees
Luc 24:10;SKN;60-0417M;34;4;dirent furent magdala marie
Luc 24:10;SKN;60-0417S;12;3;furent magdala marie
Luc 24:20;SKN;60-0417S;12;3;crucifie principaux sacrificateurs
Luc 11:32;SKN;60-0609;23;4;condamneront generation jugement leveront
Luc 17:27;SKN;60-0609;51;3;deluge larche noe
Luc 11:29;SKN;60-0609;63;3;generation jonas mechante
Luc 24:30;SKN;60-0611B;8;4;benit pain prit table
Luc 11:29;SKN;60-0611E;153;3;generation jonas mechante
Luc 11:29;SKN;60-0710;46;3;generation jonas mechante
Luc 11:29;SKN;60-0710;48;3;generation jonas mechante
Luc 10:11;SKN;60-0712;57;3;poussiere royaume secouons
Luc 16:24;SKN;60-0713;95;3;aie pitie tourmente
Luc 17:27;SKN;60-0722;28;6;deluge entra jusquau larche mariage noe
Luc 17:20;SKN;60-0723;29;3;attirer etant lattention
Luc 24:47;SKN;60-0911E;153;6;jerusalem nations peches prechees remission repentance
Luc 24:47;SKN;60-0911E;160;3;peches remission repentance
Luc 17:7;SKN;60-0911M;149;7;avance ayant dise esclave mets revient suite
Luc 24:20;SKN;60-0925;17;3;crucifie principaux sacrificateurs
Luc 24:47;SKN;60-0925;115;6;commencant jerusalem peches prechees remission repentance
Luc 24:47;SKN;60-0925;125;7;commencant jerusalem peches prechees remission repentance soient
Luc 24:47;SKN;60-0925;129;8;commencant jerusalem nations peches prechees remission repentance soient
Luc 7:38;SKN;60-0930;44;5;cheveux larmes mit pleurant tenant
Luc 16:24;SKN;60-1002;233;3;aie pitie tourmente
Luc 24:47;SKN;60-1113;207;3;peches remission repentance
Luc 11:29;SKN;60-1127E;26;3;generation jonas mechante
Luc 11:32;SKN;60-1127E;26;7;condamneront generation jonas jugement leveront ninive predication
Luc 11:32;SKN;60-1127E;43;5;condamneront generation jonas ninive repentis
Luc 11:32;SKN;60-1127E;44;7;condamneront generation jonas leveront ninive predication repentis
Luc 11:29;SKN;60-1127E;45;3;generation jonas mechante
Luc 11:29;SKN;60-1127E;46;3;generation jonas mechante
Luc 11:29;SKN;60-1127E;78;3;generation jonas mechante
Luc 2:27;SKN;60-1204E;158;4;egard loi selon vint
Luc 18:7;SKN;60-1204E;158;4;crient justice nuit patience
Luc 19:4;SKN;60-1204E;158;4;allait courant monta passer
Luc 21:24;SKN;60-1204E;158;6;jerusalem nations pieds seront tomberont tranchant
Luc 24:47;SKN;60-1204M;273;3;peches remission repentance
Luc 18:5;SKN;60-1210;139;4;cesse ferai justice revenant
Luc 7:44;SKN;60-1211E;252;5;cheveux essuyes larmes pieds simon
Luc 7:45;SKN;60-1211E;252;3;baiser cesse pieds
Luc 24:12;SKN;60-1218;176;3;sen sepulcre seuls
Luc 10:1;SKN;60-1225;9;3;devait envoya villes
Luc 7:39;SKN;60-1225;149;3;pharisien saurait touche
Luc 7:37;SKN;60-1225;150;3;parfum pecheresse pharisien
Luc 7:45;SKN;60-1225;151;3;baiser baisers pieds
Luc 7:45;SKN;60-1225;154;3;baiser mas pieds
Luc 16:24;SKN;60-1231;128;3;envoie lazare tourmente
Luc 17:29;SKN;60-1231;128;4;fit lot sodome sortit
Luc 19:4;SKN;60-1231;128;4;allait courant monta passer
Luc 3:16;SKN;61-0112;397;3;courroie delier digne
Luc 7:38;SKN;61-0117;2;3;mit pleurant tenant
Luc 11:29;SKN;61-0119E;52;3;generation jonas mechante
Luc 11:29;SKN;61-0119E;64;3;generation jonas mechante
Luc 11:29;SKN;61-0119E;70;3;generation jonas mechante
Luc 11:29;SKN;61-0119E;172;3;generation jonas mechante
Luc 11:32;SKN;61-0123;11;4;condamneront generation jugement leveront
Luc 19:5;SKN;61-0205E;55;3;descends regardant zachee
Luc 16:24;SKN;61-0207;41;4;aie bout pitie tourmente
Luc 2:34;SKN;61-0207;62;4;chute israel marie relevement
Luc 7:44;SKN;61-0208;55;4;cheveux essuyes larmes pieds
Luc 7:27;SKN;61-0210;36;3;face jenvoie messager
Luc 24:47;SKN;61-0210;189;3;peches remission repentance
Luc 11:32;SKN;61-0214;10;3;jonas ninive repentis
Luc 18:5;SKN;61-0215;30;3;cesse justice veuve
Luc 19:5;SKN;61-0215;61;3;descends vite zachee
Luc 19:5;SKN;61-0217;80;3;descends regardant zachee
Luc 24:44;SKN;61-0402;56;6;disais fallait loi paroles prophetes psaumes
Luc 24:52;SKN;61-0402;56;4;ayant jerusalem joie retournerent
Luc 19:5;SKN;61-0414;54;3;descends regardant zachee
Luc 7:27;SKN;61-0416;60;3;face jenvoie messager
Luc 19:5;SKN;61-0427;25;3;descends endroit zachee
Luc 7:37;SKN;61-0429B;75;3;dalbatre parfum vase
Luc 7:45;SKN;61-0429B;101;4;baiser cesse mas pieds
Luc 7:44;SKN;61-0429B;102;4;cheveux essuyes larmes pieds
Luc 11:32;SKN;61-0515;61;3;generation jonas ninive
Luc 10:11;SKN;61-0515;81;3;approche royaume sachez
Luc 17:29;SKN;61-0519;54;3;lot perir sodome
Luc 24:31;SKN;61-0519;63;3;disparut furent reconnurent
Luc 2:4;SKN;61-0520;75;3;david judee nazareth
Luc 7:45;SKN;61-0723E;221;4;baiser cesse mas pieds
Luc 7:27;SKN;61-0806;146;3;face jenvoie messager
Luc 10:18;SKN;61-0808;68;3;eclair satan voyais
Luc 10:18;SKN;61-0808;69;3;eclair satan voyais
Luc 16:24;SKN;61-0813;19;3;aie pitie tourmente
Luc 3:16;SKN;61-1001M;79;4;baptise baptisera digne puissant
Luc 24:47;SKN;61-1001M;91;4;jerusalem peches remission repentance
Luc 24:30;SKN;61-1015E;83;3;layant pain prit
Luc 3:16;SKN;61-1105;156;4;baptise baptisera digne puissant
Luc 7:27;SKN;61-1112;232;4;chemin jenvoie messager preparera
Luc 7:27;SKN;61-1112;240;5;chemin ecrit face jenvoie messager
Luc 18:7;SKN;61-1112;241;4;crient ferait justice nuit
Luc 21:24;SKN;61-1112;241;4;nations pieds seront tomberont
Luc 24:44;SKN;61-1112;241;6;disais ecrites loi paroles prophetes soient
Luc 24:47;SKN;61-1210;8;3;peches remission repentance
Luc 7:27;SKN;61-1210;143;3;face jenvoie messager
Luc 17:27;SKN;62-0117;306;3;deluge larche noe
Luc 3:16;SKN;62-0118;27;4;baptise courroie delier digne
Luc 7:46;SKN;62-0127;67;3;oint parfum pieds
Luc 7:38;SKN;62-0127;110;5;cheveux larmes mit pieds pleurant
Luc 7:38;SKN;62-0127;111;4;cheveux essuyait larmes pieds
Luc 24:30;SKN;62-0204;132;3;pain prit rompu
Luc 24:47;SKN;62-0211;222;3;peches remission repentance
Luc 7:27;SKN;62-0218;150;3;face jenvoie messager
Luc 17:15;SKN;62-0311;197;4;dentre glorifiant gueri voix
Luc 18:43;SKN;62-0311;197;3;glorifiant linstant vue
Luc 21:24;SKN;62-0311;197;4;lepee nations pieds seront
Luc 2:4;SKN;62-0318E;1;4;appelee david joseph judee
Luc 2:34;SKN;62-0318E;1;4;chute israel marie plusieurs
Luc 3:16;SKN;62-0318E;1;4;baptise duquel leau puissant
Luc 7:27;SKN;62-0318E;1;6;chemin ecrit face jenvoie lequel messager
Luc 7:42;SKN;62-0318E;1;4;dette lequel navaient payer
Luc 7:44;SKN;62-0318E;1;8;arrose cheveux deau larmes mas pieds simon tournant
Luc 17:29;SKN;62-0318E;1;3;lot perir sodome
Luc 18:2;SKN;62-0318E;1;3;certain craignait juge
Luc 18:8;SKN;62-0318E;1;3;bientot trouvera viendra
Luc 24:21;SKN;62-0318E;1;3;arrivees israel troisieme
Luc 24:23;SKN;62-0318E;1;6;danges disent quelles venues vision vivant
Luc 24:35;SKN;62-0318E;1;5;arrivees chemin connaitre pain setait
Luc 24:44;SKN;62-0318E;1;7;accomplies ecrites fallait loi paroles prophetes soient
Luc 24:47;SKN;62-0318E;1;6;jerusalem nations peches remission repentance soient
Luc 2:22;SKN;62-0318M;28;4;jerusalem loi porterent selon
Luc 2:27;SKN;62-0318M;28;6;egard loi parents selon temple vint
Luc 7:27;SKN;62-0318M;28;6;chemin ecrit face jenvoie lequel messager
Luc 7:42;SKN;62-0318M;28;4;dette lequel navaient payer
Luc 7:44;SKN;62-0318M;28;4;arrose cheveux deau pieds
Luc 17:29;SKN;62-0318M;28;5;fit lot perir sodome sortit
Luc 18:43;SKN;62-0318M;28;4;donna louange voyant vue
Luc 21:24;SKN;62-0318M;28;5;foulee jerusalem nations pieds seront
Luc 24:15;SKN;62-0318M;28;3;arriva ensemble setant
Luc 24:44;SKN;62-0318M;28;7;disais ecrites fallait loi paroles prophetes soient
Luc 24:47;SKN;62-0318M;28;7;commencant jerusalem nations peches remission repentance soient
Luc 17:29;SKN;62-0401;350;3;fit lot sortit
Luc 7:27;SKN;62-0407;43;4;chemin face jenvoie messager
Luc 3:16;SKN;62-0407;83;4;baptise baptisera delier digne
Luc 7:27;SKN;62-0407;83;3;face jenvoie messager
Luc 16:24;SKN;62-0422;338;3;aie pitie tourmente
Luc 24:30;SKN;62-0506;134;3;pain prit rompu
Luc 2:28;SKN;62-0513M;17;3;benit bras prit
Luc 7:38;SKN;62-0520;72;3;couvrait larmes tenant
Luc 7:27;SKN;62-0527;167;4;chemin jenvoie messager preparera
Luc 7:27;SKN;62-0527;170;5;chemin ecrit face jenvoie messager
Luc 7:27;SKN;62-0527;171;4;chemin jenvoie messager preparera
Luc 7:38;SKN;62-0601;174;5;cheveux essuyait larmes pieds pleurant
Luc 7:44;SKN;62-0601;183;4;essuyes larmes pieds simon
Luc 3:16;SKN;62-0603;30;3;baptise repondait sandales
Luc 7:37;SKN;62-0603;30;5;pecheresse pharisien plein table vase
Luc 7:38;SKN;62-0603;30;7;arroser cheveux essuyait larmes pieds pleurant tenant
Luc 7:39;SKN;62-0603;30;5;lavait pecheresse pharisien saurait touche
Luc 7:43;SKN;62-0603;30;4;juge justement quitte simon
Luc 7:44;SKN;62-0603;30;5;cheveux essuyes larmes pieds simon
Luc 10:1;SKN;62-0603;30;4;devait envoya face lieux
Luc 10:9;SKN;62-0603;30;4;approche guerissez royaume seront
Luc 11:24;SKN;62-0603;30;3;lieux retournerai sorti
Luc 16:16;SKN;62-0603;30;6;annonce loi lors prophetes royaume use
Luc 17:27;SKN;62-0603;30;4;deluge donnait noe vint
Luc 17:29;SKN;62-0603;30;4;lot perir sodome sortit
Luc 18:7;SKN;62-0603;30;4;ferait justice nuit use
Luc 21:24;SKN;62-0603;30;5;jerusalem nations pieds seront tomberont
Luc 23:27;SKN;62-0603;30;3;frappaient pleuraient poitrine
Luc 24:23;SKN;62-0603;30;5;disent quelles venues vision vivant
Luc 24:44;SKN;62-0603;30;7;disais fallait loi paroles prophetes psaumes soient
Luc 24:47;SKN;62-0603;30;5;jerusalem nations peches remission soient
Luc 17:20;SKN;62-0621B;13;3;attirer lattention royaume
Luc 7:27;SKN;62-0624;57;3;face jenvoie messager
Luc 7:36;SKN;62-0630E;27;5;manger mit pharisien pria table
Luc 7:37;SKN;62-0630E;27;8;apporta dalbatre parfum pecheresse pharisien plein table vase
Luc 7:39;SKN;62-0630E;27;5;lavait pecheresse pharisien touche voyant
Luc 7:38;SKN;62-0630E;79;4;cheveux essuyait larmes pieds
Luc 7:37;SKN;62-0630E;80;3;parfum pecheresse pharisien
Luc 7:37;SKN;62-0630E;81;3;parfum pharisien plein
Luc 7:38;SKN;62-0630E;81;4;cheveux essuyait larmes pieds
Luc 7:45;SKN;62-0630E;86;4;baisers cesse mas pieds
Luc 17:7;SKN;62-0713;211;4;dentre dise esclave mets
Luc 17:27;SKN;62-0719E;38;3;deluge larche noe
Luc 19:5;SKN;62-0720;56;3;descends fut zachee
Luc 19:5;SKN;62-0726;59;3;descends regardant zachee
Luc 7:37;SKN;62-0726;60;3;dalbatre pharisien vase
Luc 7:37;SKN;62-0726;66;4;dalbatre parfum pecheresse vase
Luc 7:45;SKN;62-0726;67;4;baiser cesse mas pieds
Luc 7:27;SKN;62-0727;43;4;chemin face jenvoie messager
Luc 3:16;SKN;62-0909M;26;4;baptise digne duquel puissant
Luc 10:1;SKN;62-0909M;26;3;envoya face lieux
Luc 10:11;SKN;62-0909M;26;5;approche pieds poussiere royaume sachez
Luc 17:14;SKN;62-0909M;26;3;arriva furent rendus
Luc 24:12;SKN;62-0909M;26;4;alla leve linges voit
Luc 24:17;SKN;62-0909M;26;3;marchant quels tenez
Luc 24:30;SKN;62-1007;143;3;pain prit rompu
Luc 24:30;SKN;62-1007;150;3;pain rompu table
Luc 24:49;SKN;62-1123;60;3;den jenvoie revetus
Luc 16:24;SKN;62-1124B;65;3;envoie lazare tourmente
Luc 24:30;SKN;62-1209;24;3;pain prit rompu
Luc 2:7;SKN;62-1216;59;3;creche mit premier
Luc 10:1;SKN;62-1216;59;3;envoya face lieux
Luc 22:17;SKN;62-1216;59;3;coupe graces rendit
Luc 24:12;SKN;62-1216;59;3;alla courut voit
Luc 24:30;SKN;62-1231;52;3;pain prit rompu
Luc 5:8;SKN;63-0112;66;4;ayant jeta pecheur retire
Luc 24:30;SKN;63-0122;9;3;pain prit rompu
Luc 24:20;SKN;63-0122;65;3;chefs lont sacrificateurs
Luc 7:27;SKN;63-0127;80;4;chemin face messager preparera
Luc 7:27;SKN;63-0317M;298;3;chemin messager preparera
Luc 7:27;SKN;63-0317M;299;4;chemin face jenvoie messager
Luc 7:27;SKN;63-0317M;315;4;chemin face messager preparera
Luc 3:16;SKN;63-0319;48;4;baptise baptisera delier digne
Luc 7:27;SKN;63-0324M;263;4;chemin face messager preparera
Luc 2:34;SKN;63-0421;116;4;benit israel marie plusieurs
Luc 7:42;SKN;63-0421;116;3;dette lequel payer
Luc 7:43;SKN;63-0421;116;4;davantage juge justement quitte
Luc 17:28;SKN;63-0421;116;3;arriva buvait lot
Luc 17:29;SKN;63-0421;116;4;fit lot sodome sortit
Luc 18:5;SKN;63-0421;116;4;cesse ferai peur veuve
Luc 24:12;SKN;63-0421;116;3;alla leve sepulcre
Luc 24:30;SKN;63-0421;116;4;arriva benit pain prit
Luc 7:36;SKN;63-0606;33;3;entrant manger table
Luc 17:28;SKN;63-0606;79;3;achetait lot vendait
Luc 3:16;SKN;63-0628E;78;4;baptise digne leau repondait
Luc 7:27;SKN;63-0628E;78;6;chemin ecrit face jenvoie lequel messager
Luc 7:42;SKN;63-0628E;78;4;dette lequel navaient payer
Luc 10:7;SKN;63-0628E;78;4;demeurez digne offert passez
Luc 24:10;SKN;63-0628E;78;4;apotres furent jeanne marie
Luc 24:31;SKN;63-0628E;78;3;furent ouverts reconnurent
Luc 24:49;SKN;63-0628E;78;3;demeurez den jenvoie
Luc 17:28;SKN;63-0628M;23;3;achetait lot vendait
Luc 2:27;SKN;63-0630E;19;3;apportaient parents selon
Luc 24:30;SKN;63-0707E;5;3;pain prit rompu
Luc 7:27;SKN;63-0728;340;4;chemin face jenvoie messager
Luc 7:27;SKN;63-0728;576;3;face jenvoie messager
Luc 7:27;SKN;63-0802;33;3;face jenvoie messager
Luc 3:16;SKN;63-0802;91;4;baptisera courroie delier digne
Luc 17:29;SKN;63-0825E;158;3;lot sodome sortit
Luc 16:16;SKN;63-0901E;150;5;loi lors prophetes royaume violence
Luc 24:30;SKN;63-0901E;188;3;pain prit rompu
Luc 2:4;SKN;63-1110E;42;7;appelee david famille galilee judee monta nazareth
Luc 3:16;SKN;63-1110E;42;4;baptise digne puissant repondait
Luc 5:8;SKN;63-1110E;42;4;ayant genoux jeta pecheur
Luc 7:36;SKN;63-1110E;42;3;manger mit pria
Luc 10:1;SKN;63-1110E;42;3;envoya face lieux
Luc 11:24;SKN;63-1110E;42;5;cherchant lieux repos secs sorti
Luc 17:29;SKN;63-1110E;42;4;fit perir plut sortit
Luc 18:5;SKN;63-1110E;42;5;cesse ferai neanmoins peur revenant
Luc 18:43;SKN;63-1110E;42;4;donna suivit voyant vue
Luc 19:4;SKN;63-1110E;42;4;allait courant monta passer
Luc 24:20;SKN;63-1110E;42;3;condamne principaux sacrificateurs
Luc 24:21;SKN;63-1110E;42;3;arrivees israel troisieme
Luc 7:27;SKN;63-1110M;196;4;chemin face messager preparera
Luc 17:29;SKN;63-1110M;297;4;fit lot sodome sortit
Luc 7:27;SKN;63-1112;91;3;face jenvoie messager
Luc 3:16;SKN;63-1114;157;4;baptisera courroie delier digne
Luc 10:18;SKN;63-1124E;101;3;eclair satan voyais
Luc 24:20;SKN;63-1124M;39;3;crucifie principaux sacrificateurs
Luc 3:16;SKN;63-1124M;56;3;courroie delier digne
Luc 7:27;SKN;63-1129;43;5;chemin face jenvoie messager preparera
Luc 3:16;SKN;63-1129;47;3;baptise baptisera digne
Luc 2:4;SKN;63-1129;60;6;appelee david famille galilee joseph judee
Luc 2:39;SKN;63-1129;60;6;accompli eurent galilee loi selon sen
Luc 17:27;SKN;63-1129;60;7;buvait entra jusquau mangeait mariage noe vint
Luc 17:28;SKN;63-1129;60;4;arriva buvait lot mangeait
Luc 21:24;SKN;63-1129;60;5;captifs lepee nations pieds seront
Luc 2:4;SKN;63-1222;16;3;bethlehem judee nazareth
Luc 10:1;SKN;63-1222;34;3;devait envoya villes
Luc 3:16;SKN;63-1229M;208;3;courroie delier digne
Luc 7:27;SKN;64-0119;52;3;face jenvoie messager
Luc 2:4;SKN;64-0119;124;4;bethlehem david joseph judee
Luc 17:27;SKN;64-0120;48;3;deluge larche noe
Luc 3:16;SKN;64-0120;53;3;baptisera digne leau
Luc 24:20;SKN;64-0126;26;3;crucifie principaux sacrificateurs
Luc 2:4;SKN;64-0205;78;4;bethlehem david famille judee
Luc 24:44;SKN;64-0205;78;4;ecrites fallait paroles soient
Luc 3:16;SKN;64-0209;7;3;baptisera delier digne
Luc 3:16;SKN;64-0215;122;4;courroie delier digne sandales
Luc 24:21;SKN;64-0312;52;3;esperions israel troisieme
Luc 3:16;SKN;64-0313;55;4;baptise baptisera delier digne
Luc 2:4;SKN;64-0319;28;3;bethlehem judee nazareth
Luc 19:2;SKN;64-0321B;1;5;appele chef publicains riche zachee
Luc 19:4;SKN;64-0321B;1;3;monta passer sycomore
Luc 19:5;SKN;64-0321B;1;4;demeure endroit fut zachee
Luc 19:5;SKN;64-0321B;33;5;descends endroit regardant vit zachee
Luc 17:20;SKN;64-0405;25;3;attirer etant lattention
Luc 17:27;SKN;64-0405;27;3;deluge larche noe
Luc 3:16;SKN;64-0409;91;4;baptise baptisera delier digne
Luc 24:13;SKN;64-0416;1;7;chemin dentre eloigne emmaus jerusalem stades village
Luc 24:15;SKN;64-0416;1;3;approche sentretenaient setant
Luc 24:20;SKN;64-0416;1;4;crucifie lont principaux sacrificateurs
Luc 24:21;SKN;64-0416;1;3;esperions israel troisieme
Luc 24:22;SKN;64-0416;1;4;dentre etonnes fort sepulcre
Luc 24:23;SKN;64-0416;1;3;nayant venues vivant
Luc 24:24;SKN;64-0416;1;4;alles lont sepulcre uns
Luc 24:27;SKN;64-0416;1;3;commencant expliquait prophetes
Luc 24:28;SKN;64-0416;1;4;allaient fit loin village
Luc 24:31;SKN;64-0416;1;3;disparut furent reconnurent
Luc 7:36;SKN;64-0418E;16;5;manger mit pharisien pria table
Luc 7:37;SKN;64-0418E;16;8;apporta dalbatre parfum pecheresse pharisien plein table vase
Luc 7:39;SKN;64-0418E;16;5;lavait pecheresse pharisien touche voyant
Luc 7:41;SKN;64-0418E;16;4;creancier debiteurs deniers devait
Luc 7:42;SKN;64-0418E;16;4;laimera lequel navaient payer
Luc 7:44;SKN;64-0418E;16;8;cheveux deau essuyes larmes mas pieds simon tournant
Luc 7:45;SKN;64-0418E;16;4;baiser cesse mas pieds
Luc 7:46;SKN;64-0418E;16;4;dhuile nas parfum pieds
Luc 7:49;SKN;64-0418E;16;5;memes mirent pardonne peches table
Luc 7:46;SKN;64-0418E;44;3;dhuile parfum pieds
Luc 7:44;SKN;64-0418E;73;6;cheveux essuyes larmes mas pieds simon
Luc 7:45;SKN;64-0418E;73;3;baiser mas pieds
Luc 7:46;SKN;64-0418E;76;3;oint parfum pieds
Luc 7:44;SKN;64-0618;99;5;cheveux essuyes larmes pieds simon
Luc 19:2;SKN;64-0620B;69;5;appele chef publicains riche zachee
Luc 19:4;SKN;64-0620B;70;3;monta passer sycomore
Luc 19:5;SKN;64-0620B;70;4;demeure endroit fut zachee
Luc 7:40;SKN;64-0620B;140;3;maitre repondant simon
Luc 19:5;SKN;64-0620B;158;3;demeure descends zachee
Luc 18:43;SKN;64-0620E;1;3;recouvra suivit vue
Luc 7:45;SKN;64-0620E;63;4;baiser cesse mas pieds
Luc 19:5;SKN;64-0620E;63;5;demeure fut regardant vite zachee
Luc 18:7;SKN;64-0802;40;4;justice nuit patience use
Luc 24:47;SKN;64-0802;87;3;peches remission repentance
Luc 7:44;SKN;64-0802;354;5;cheveux deau mas pieds tournant
Luc 17:27;SKN;64-0802;354;5;deluge donnait larche mariage noe
Luc 21:24;SKN;64-0802;354;5;jerusalem nations pieds seront tomberont
Luc 24:1;SKN;64-0802;354;4;premier prepares quelles semaine
Luc 24:13;SKN;64-0802;354;4;chemin dentre jerusalem stades
Luc 8:50;SKN;64-0816;56;3;crains layant sauvee
Luc 21:36;SKN;64-0823E;232;3;dechapper dignes doivent
Luc 17:20;SKN;64-0823M;25;3;attirer lattention maniere
Luc 24:47;SKN;64-0823M;91;3;peches remission repentance
Luc 1:67;SKN;64-0830M;207;4;fut prophetisa rempli zacharie
Luc 2:4;SKN;64-0830M;207;3;appelee famille monta
Luc 2:22;SKN;64-0830M;207;6;accomplis furent jerusalem loi purification selon
Luc 2:23;SKN;64-0830M;207;7;appele ecrit loi male matrice ouvre selon
Luc 2:28;SKN;64-0830M;207;3;benit bras prit
Luc 2:34;SKN;64-0830M;207;3;benit lon marie
Luc 7:36;SKN;64-0830M;207;3;manger mit pria
Luc 7:43;SKN;64-0830M;207;4;davantage juge justement quitte
Luc 7:44;SKN;64-0830M;207;5;cheveux deau mas pieds tournant
Luc 17:7;SKN;64-0830M;207;7;ayant champs dentre dise esclave revient suite
Luc 17:27;SKN;64-0830M;207;8;entra fit jusquau mangeait mariage mariait noe vint
Luc 18:43;SKN;64-0830M;207;4;donna louange voyant vue
Luc 24:1;SKN;64-0830M;207;4;premier quelles semaine vinrent
Luc 24:30;SKN;64-0830M;207;4;arriva benit pain prit
Luc 24:31;SKN;64-0830M;207;4;devint disparut furent ouverts
Luc 24:35;SKN;64-0830M;207;5;arrivees chemin connaitre pain setait
Luc 24:47;SKN;64-0830M;207;4;commencant jerusalem repentance soient
Luc 2:4;SKN;64-1221;15;9;appelee bethlehem david famille galilee joseph judee monta nazareth
Luc 2:7;SKN;64-1221;15;3;coucha creche premier
Luc 2:39;SKN;64-1221;15;5;eurent galilee nazareth retournerent selon
Luc 2:4;SKN;64-1227;75;5;bethlehem david famille judee nazareth
Luc 18:8;SKN;65-0218;105;3;bientot trouvera viendra
Luc 3:16;SKN;65-0220;100;3;baptisera delier digne
Luc 24:1;SKN;65-0418M;22;4;aromates premier semaine sepulcre
